X,Y,delN
-2.927128948,0.324682551,3.68E+17
-2.966291191,0.255667074,3.66E+17
-2.8192382,0.319671913,3.75E+17
-2.858400443,0.250656435,3.73E+17
-2.750509694,0.245645797,3.80E+17
-2.909258785,0.110519531,3.70E+17
-2.82988424,0.178082664,3.75E+17
-2.937774988,0.183093302,3.68E+17
-2.832353426,0.046422626,3.75E+17
-2.755448066,-0.017674279,3.80E+17
-2.75297888,0.113985759,3.80E+17
-2.924717292,1.630779812,3.34E+17
-2.964089974,1.701043861,3.27E+17
-3.003462657,1.77130791,3.20E+17
-3.007733526,1.624202444,3.27E+17
-3.047106208,1.694466493,3.20E+17
-3.09074976,1.617625076,3.20E+17
-3.10571124,1.538440153,3.22E+17
-3.138600816,1.464302598,3.22E+17
-3.171490392,1.390165042,3.23E+17
-3.037656486,1.465832597,3.32E+17
-3.070546062,1.391695042,3.32E+17
-2.969601732,1.393225042,3.41E+17
-2.939678772,1.551594888,3.37E+17
-3.022695006,1.545017521,3.30E+17
-2.954640252,1.472409965,3.39E+17
-3.074488543,1.263400224,3.37E+17
-3.022045137,1.328312633,3.39E+17
-3.122989468,1.326782633,3.30E+17
-3.043706351,1.171494295,3.42E+17
-2.960480754,1.144500776,3.50E+17
-2.877255157,1.117507256,3.57E+17
-2.991262946,1.236406704,3.45E+17
-2.908037349,1.209413185,3.52E+17
-2.93881954,1.301319113,3.47E+17
-3.047499183,1.090541208,3.45E+17
-3.051292014,1.00958812,3.47E+17
-2.964273585,1.063547688,3.52E+17
-2.969833401,0.760434909,3.59E+17
-2.915101388,0.822082361,3.62E+17
-2.860369376,0.883729814,3.64E+17
-3.007748411,0.846048607,3.54E+17
-2.953016398,0.90769606,3.57E+17
-3.04566342,0.931662306,3.49E+17
-2.865997969,0.961655628,3.62E+17
-2.871626563,1.039581442,3.60E+17
-2.958644992,0.985621874,3.55E+17
0.052955494,-4.678291742,1.03E+17
-0.058525186,-4.678352678,1.03E+17
-0.001856564,-4.78554814,7.19E+16
-1.285091544,-3.50909632,2.90E+17
-1.19894481,-3.537359874,2.90E+17
-1.112798077,-3.565623429,2.90E+17
-1.216349572,-3.441958857,3.01E+17
-1.130202838,-3.470222412,3.01E+17
-1.1476076,-3.374821395,3.11E+17
-1.230605099,-3.343273597,3.11E+17
-1.313602599,-3.3117258,3.11E+17
-1.299347071,-3.41041106,3.01E+17
-0.959824025,-3.885648959,2.51E+17
-0.86475534,-3.906258017,2.51E+17
-0.769686655,-3.926867076,2.51E+17
-0.895319972,-3.807380516,2.65E+17
-0.800251287,-3.827989574,2.65E+17
-0.830815919,-3.729112072,2.78E+17
-0.919008385,-3.706416197,2.79E+17
-1.00720085,-3.683720321,2.79E+17
-0.983512438,-3.78468464,2.65E+17
-1.034249941,-3.587076119,2.90E+17
-0.946057475,-3.609771994,2.91E+17
-0.85786501,-3.63246787,2.90E+17
-0.973106566,-3.513127792,3.02E+17
-0.884914101,-3.535823667,3.02E+17
-0.911963191,-3.439179465,3.12E+17
-0.990511328,-3.417726775,3.12E+17
-1.069059464,-3.396274085,3.12E+17
-1.051654702,-3.491675102,3.01E+17
-0.570175269,-4.24523861,1.99E+17
-0.466514094,-4.256156949,1.99E+17
-0.36285292,-4.267075287,1.99E+17
-0.510064088,-4.156004809,2.18E+17
-0.406402914,-4.166923148,2.18E+17
-0.449952908,-4.066771009,2.35E+17
-0.546342613,-4.053095532,2.36E+17
-0.642732318,-4.039420054,2.36E+17
-0.606453793,-4.142329332,2.18E+17
-0.680545801,-3.942985872,2.51E+17
-0.584156096,-3.95666135,2.51E+17
-0.487766391,-3.970336827,2.51E+17
-0.621969579,-3.860227167,2.65E+17
-0.525579874,-3.873902645,2.65E+17
-0.563393356,-3.777468463,2.79E+17
-0.652534211,-3.761349666,2.79E+17
-0.741675065,-3.745230869,2.79E+17
-0.711110433,-3.844108371,2.65E+17
-0.115448836,-4.578254673,1.30E+17
-0.003968156,-4.578193738,1.31E+17
0.107512524,-4.578132803,1.30E+17
-0.060891806,-4.478095733,1.55E+17
0.050588874,-4.478034798,1.56E+17
-0.006334775,-4.377936793,1.79E+17
-0.110657492,-4.374367004,1.79E+17
-0.214980209,-4.370797216,1.79E+17
-0.165214522,-4.474525944,1.56E+17
-0.265347988,-4.273639555,1.99E+17
-0.161025271,-4.277209343,1.99E+17
-0.056702554,-4.280779132,1.99E+17
-0.21139305,-4.180051683,2.18E+17
-0.107070333,-4.183621471,2.18E+17
-0.157438112,-4.08646381,2.36E+17
-0.254943044,-4.079899543,2.36E+17
-0.352447976,-4.073335276,2.36E+17
-0.308897982,-4.173487415,2.18E+17
-1.990798572,-2.599958837,3.41E+17
-1.944602355,-2.532752634,3.48E+17
-1.898406138,-2.465546431,3.55E+17
-2.038899762,-2.532168354,3.43E+17
-1.992703545,-2.464962151,3.50E+17
-2.087000951,-2.46437787,3.45E+17
-1.914529324,-2.626726099,3.43E+17
-1.838260076,-2.65349336,3.45E+17
-1.868333107,-2.559519895,3.51E+17
-1.93167374,-2.389403963,3.58E+17
-1.964941341,-2.313261496,3.61E+17
-1.998208943,-2.237119028,3.64E+17
-2.025971146,-2.388819683,3.54E+17
-2.059238748,-2.312677215,3.56E+17
-2.120268553,-2.388235403,3.48E+17
-2.07559219,-2.215539665,3.61E+17
-2.152975437,-2.193960302,3.58E+17
-2.136621995,-2.291097853,3.54E+17
-2.447464812,-1.60056358,3.69E+17
-2.436938168,-1.68214992,3.67E+17
-2.426411524,-1.763736261,3.64E+17
-2.348135341,-1.612725647,3.74E+17
-2.337608697,-1.694311987,3.72E+17
-2.24880587,-1.624887713,3.79E+17
-2.416129081,-1.500082577,3.75E+17
-2.31679961,-1.512244643,3.80E+17
-2.38479335,-1.399601573,3.80E+17
-2.28314529,-1.833322019,3.69E+17
-2.26597558,-1.729104866,3.74E+17
-2.354778407,-1.79852914,3.67E+17
-2.199458245,-1.934098981,3.69E+17
-2.176139473,-2.01237957,3.67E+17
-2.152820701,-2.09066016,3.64E+17
-2.098601488,-1.93065879,3.74E+17
-2.075282716,-2.008939379,3.72E+17
-1.997744732,-1.927218599,3.79E+17
-2.182288534,-1.829881828,3.74E+17
-2.081431778,-1.826441637,3.79E+17
-2.165118824,-1.725664675,3.80E+17
-1.998054206,-2.133818885,3.69E+17
-1.997899469,-2.030518742,3.74E+17
-2.075437453,-2.112239522,3.67E+17
-1.202205285,-3.127874258,3.34E+17
-1.267003556,-3.178642173,3.27E+17
-1.331801827,-3.229410088,3.19E+17
-1.184006057,-3.210189971,3.27E+17
-1.248804328,-3.260957885,3.19E+17
-1.165806828,-3.292505683,3.19E+17
-1.543623123,-3.109813542,3.22E+17
-1.470126184,-3.143689882,3.22E+17
-1.396629245,-3.177566222,3.22E+17
-1.470155331,-3.041078101,3.31E+17
-1.396658392,-3.074954442,3.31E+17
-1.39668754,-2.972342661,3.40E+17
-1.554985897,-2.942975893,3.36E+17
-1.54930451,-3.026394717,3.29E+17
-1.475836719,-2.957659277,3.38E+17
-1.267032703,-3.076030393,3.36E+17
-1.331860121,-3.024186527,3.38E+17
-1.331830974,-3.126798307,3.29E+17
-1.597829361,-2.854468729,3.42E+17
-1.561523645,-2.78064495,3.49E+17
-1.52521793,-2.706821171,3.56E+17
-1.655846684,-2.794193501,3.44E+17
-1.619540968,-2.720369722,3.51E+17
-1.713864007,-2.733918273,3.46E+17
-1.518680182,-2.869152114,3.44E+17
-1.439531003,-2.883835498,3.46E+17
-1.482374466,-2.795328334,3.51E+17
-1.570435213,-2.636461973,3.59E+17
-1.615652496,-2.566102775,3.61E+17
-1.660869779,-2.495743577,3.64E+17
-1.664758251,-2.650010524,3.54E+17
-1.709975534,-2.579651326,3.57E+17
-1.75908129,-2.663559075,3.49E+17
-1.740048565,-2.485677861,3.61E+17
-1.819227352,-2.475612146,3.58E+17
-1.789154321,-2.569585611,3.54E+17
-2.636908141,-0.197348095,3.87E+17
-2.62186137,-0.328855372,3.87E+17
-2.6068146,-0.46036265,3.87E+17
-2.51589903,-0.245361872,3.93E+17
-2.500852259,-0.37686915,3.93E+17
-2.394889918,-0.293375649,3.99E+17
-2.585621286,-0.57355162,3.87E+17
-2.551648578,-0.700879089,3.87E+17
-2.51767587,-0.828206558,3.87E+17
-2.458465632,-0.603247089,3.93E+17
-2.424492924,-0.730574558,3.93E+17
-2.331309978,-0.632942559,3.99E+17
-2.352503291,-0.519753589,3.99E+17
-2.373696605,-0.406564619,3.99E+17
-2.479658945,-0.490058119,3.93E+17
-2.480139579,-0.935738468,3.86E+17
-2.427449003,-1.056111783,3.87E+17
-2.374758428,-1.176485098,3.87E+17
-2.349420342,-0.945638378,3.93E+17
-2.296729767,-1.066011693,3.93E+17
-2.218701105,-0.955538288,3.99E+17
-2.256237396,-0.848006378,3.99E+17
-2.293773687,-0.740474468,3.99E+17
-2.386956633,-0.838106468,3.93E+17
-2.323190274,-1.277507314,3.86E+17
-2.255196534,-1.390150384,3.87E+17
-2.187202794,-1.502793454,3.86E+17
-2.193593458,-1.268056125,3.93E+17
-2.125599718,-1.380699195,3.93E+17
-2.063996642,-1.258604935,3.98E+17
-2.115564797,-1.15758272,3.99E+17
-2.167132951,-1.056560504,3.99E+17
-2.245161612,-1.167033909,3.93E+17
-2.857328179,1.965425441,3.22E+17
-2.90048972,1.897161574,3.22E+17
-2.943651261,1.828897708,3.22E+17
-2.801305643,1.884487323,3.31E+17
-2.844467184,1.816223457,3.32E+17
-2.745283106,1.803549206,3.40E+17
-2.864905897,1.68836961,3.36E+17
-2.805094502,1.745959408,3.38E+17
-2.904278579,1.758633659,3.30E+17
-2.833695263,2.426257848,2.91E+17
-2.891538292,2.355009531,2.91E+17
-2.94938132,2.283761214,2.91E+17
-2.79192086,2.341226119,3.02E+17
-2.849763889,2.269977802,3.02E+17
-2.750146458,2.25619439,3.12E+17
-2.858949297,2.116307169,3.12E+17
-2.804547877,2.186250779,3.12E+17
-2.904165308,2.200034191,3.02E+17
-2.664182673,2.031055037,3.34E+17
-2.692837268,2.106101488,3.27E+17
-2.721491863,2.181147939,3.20E+17
-2.747238687,2.036157877,3.27E+17
-2.775893282,2.111204328,3.20E+17
-2.830294702,2.041260718,3.20E+17
-2.691216151,1.95521976,3.36E+17
-2.774272165,1.9603226,3.29E+17
-2.718249629,1.879384483,3.38E+17
-2.751751682,2.902755614,2.51E+17
-2.820713585,2.834037789,2.51E+17
-2.889675488,2.765319963,2.51E+17
-2.720962526,2.806192186,2.65E+17
-2.789924429,2.737474361,2.65E+17
-2.69017337,2.709628759,2.79E+17
-2.813704234,2.577402637,2.79E+17
-2.751938802,2.643515698,2.79E+17
-2.851689861,2.6713613,2.66E+17
-2.657589835,2.619569409,2.91E+17
-2.719355266,2.553456348,2.91E+17
-2.781120698,2.487343287,2.91E+17
-2.625006299,2.529510059,3.02E+17
-2.686771731,2.463396998,3.02E+17
-2.592422763,2.439450709,3.12E+17
-2.697571893,2.31727983,3.12E+17
-2.644997328,2.378365269,3.12E+17
-2.739346296,2.402311559,3.02E+17
-2.601873721,3.401440185,1.99E+17
-2.683037304,3.336152598,1.99E+17
-2.764200887,3.270865012,1.99E+17
-2.581610969,3.29578501,2.18E+17
-2.662774553,3.230497423,2.18E+17
-2.561348218,3.190129835,2.35E+17
-2.708809965,3.062922639,2.36E+17
-2.635079092,3.126526237,2.36E+17
-2.736505426,3.166893826,2.18E+17
-2.53715254,3.091743984,2.51E+17
-2.610883413,3.028140386,2.51E+17
-2.684614287,2.964536788,2.51E+17
-2.512956861,2.993358132,2.65E+17
-2.586687735,2.929754534,2.65E+17
-2.488761183,2.894972281,2.79E+17
-2.623035975,2.771409933,2.79E+17
-2.555898579,2.833191107,2.79E+17
-2.653825131,2.86797336,2.66E+17
-2.381081578,3.912375333,1.30E+17
-2.474727082,3.852257621,1.30E+17
-2.568372585,3.792139908,1.30E+17
-2.373231632,3.798668914,1.55E+17
-2.466877136,3.738551202,1.55E+17
-2.365381687,3.684962495,1.78E+17
-2.536551544,3.566384405,1.79E+17
-2.450966615,3.62567345,1.79E+17
-2.552462064,3.679262157,1.56E+17
-2.352653963,3.578153723,1.99E+17
-2.438238891,3.518864678,1.99E+17
-2.52382382,3.459575633,1.99E+17
-2.339926239,3.471344952,2.18E+17
-2.425511168,3.412055907,2.18E+17
-2.327198516,3.36453618,2.35E+17
-2.483298317,3.248265284,2.36E+17
-2.405248416,3.306400732,2.36E+17
-2.503561069,3.353920458,2.18E+17
-2.193519397,4.13260409,1.03E+17
-2.293662834,4.200114221,7.19E+16
-2.29122546,4.079342921,1.03E+17
-2.096085932,4.071875717,1.30E+17
-2.193791995,4.018614548,1.30E+17
-2.291498059,3.965353379,1.30E+17
-2.096358531,3.957886176,1.55E+17
-2.194064594,3.904625007,1.55E+17
-2.096631129,3.843896634,1.79E+17
-2.275798168,3.737940541,1.79E+17
-2.186214649,3.790918588,1.79E+17
-2.283648113,3.85164696,1.56E+17
-2.636382877,0.180859515,3.87E+17
-2.638852063,0.049199477,3.87E+17
-2.641321249,-0.082460561,3.87E+17
-2.522256059,0.116073233,3.93E+17
-2.524725245,-0.015586805,3.93E+17
-2.408129241,0.051286951,3.99E+17
-2.399303026,-0.178488116,3.99E+17
-2.403716134,-0.063600582,3.99E+17
-2.520312137,-0.130474338,3.93E+17
-2.300643891,0.0025532,4.04E+17
-2.296230783,-0.112334333,4.04E+17
-2.291817675,-0.227221867,4.04E+17
-2.19315854,-0.046180551,4.08E+17
-2.188745432,-0.161068084,4.08E+17
-2.08567319,-0.094914302,4.12E+17
-2.803607068,0.801252178,3.70E+17
-2.858339081,0.739604726,3.67E+17
-2.913071094,0.677957273,3.65E+17
-2.746844761,0.718774542,3.75E+17
-2.801576774,0.65712709,3.73E+17
-2.690082453,0.636296907,3.80E+17
-2.867824292,0.523915065,3.70E+17
-2.778953372,0.580105986,3.75E+17
-2.890447693,0.600936169,3.67E+17
-2.799095786,0.449888949,3.75E+17
-2.730367281,0.375862833,3.80E+17
-2.710224867,0.50607987,3.80E+17
-2.585022816,0.556109778,3.87E+17
-2.60516523,0.425892741,3.87E+17
-2.625307644,0.295675705,3.87E+17
-2.47996318,0.47592265,3.93E+17
-2.500105593,0.345705613,3.93E+17
-2.374903543,0.395735521,3.99E+17
-2.397054009,0.166103141,3.99E+17
-2.385978776,0.280919331,3.99E+17
-2.511180826,0.230889423,3.93E+17
-2.851887013,1.594961446,3.42E+17
-2.779056733,1.55914308,3.49E+17
-2.706226454,1.523324715,3.56E+17
-2.792075617,1.652551244,3.44E+17
-2.719245338,1.616732878,3.51E+17
-2.732264222,1.710141042,3.46E+17
-2.866848493,1.515776523,3.44E+17
-2.881809973,1.436591599,3.46E+17
-2.794018213,1.479958157,3.51E+17
-2.706093843,1.282535049,3.64E+17
-2.793929806,1.319431713,3.57E+17
-2.881765769,1.356328377,3.49E+17
-2.763147614,1.227525784,3.62E+17
-2.850983577,1.264422449,3.55E+17
-2.820201385,1.17251652,3.60E+17
-2.706138046,1.362798271,3.62E+17
-2.70618225,1.443061493,3.59E+17
-2.793974009,1.399694935,3.54E+17
-2.661294327,1.191805873,3.70E+17
-2.718348099,1.136796609,3.68E+17
-2.77540187,1.081787345,3.65E+17
-2.616494812,1.101076698,3.75E+17
-2.673548583,1.046067434,3.73E+17
-2.571695296,1.010347522,3.80E+17
-2.764144682,0.925935717,3.70E+17
-2.667919989,0.96814162,3.75E+17
-2.769773276,1.003861531,3.68E+17
-2.707382375,0.843458081,3.75E+17
-2.650620068,0.760980445,3.80E+17
-2.611157682,0.885663984,3.80E+17
-1.893258634,4.27818202,1.03E+17
-1.988289598,4.352788681,7.20E+16
-1.994535984,4.23202364,1.03E+17
0.386909972,-4.662373983,1.03E+17
0.275673073,-4.670302395,1.03E+17
0.339759586,-4.773312322,7.20E+16
0.211857849,-4.57447398,1.30E+17
0.323094748,-4.566545567,1.31E+17
0.434331648,-4.558617155,1.30E+17
0.259279525,-4.470717152,1.56E+17
0.370516424,-4.46278874,1.56E+17
0.306701201,-4.366960324,1.79E+17
0.202355875,-4.370619147,1.79E+17
0.09801055,-4.37427797,1.79E+17
0.1549342,-4.474375975,1.56E+17
-1.084653198,-3.295011391,3.22E+17
-1.006105062,-3.316464081,3.22E+17
-0.927556925,-3.337916771,3.22E+17
-1.021698796,-3.215201388,3.32E+17
-0.94315066,-3.236654078,3.32E+17
-0.958744394,-3.135391384,3.41E+17
-1.121051654,-3.130379967,3.36E+17
-1.102852426,-3.212695679,3.29E+17
-1.039898024,-3.132885675,3.39E+17
-0.77236497,-3.653074976,2.90E+17
-0.683224116,-3.669193773,2.90E+17
-0.594083261,-3.68531257,2.90E+17
-0.713914021,-3.577037881,3.01E+17
-0.624773166,-3.593156677,3.01E+17
-0.655463071,-3.501000785,3.12E+17
-0.740963111,-3.480393678,3.12E+17
-0.826463151,-3.459786571,3.12E+17
-0.799414061,-3.556430774,3.02E+17
-0.744261043,-3.265208741,3.34E+17
-0.800161759,-3.323198982,3.27E+17
-0.856062475,-3.381189223,3.20E+17
-0.714661719,-3.343806089,3.27E+17
-0.770562435,-3.40179633,3.20E+17
-0.685062395,-3.422403437,3.20E+17
-0.815755493,-3.221936288,3.37E+17
-0.887249943,-3.178663836,3.39E+17
-0.871656209,-3.27992653,3.30E+17
-0.397092739,-3.980114551,2.51E+17
-0.299587807,-3.986678818,2.51E+17
-0.202082876,-3.993243085,2.51E+17
-0.344232571,-3.893458092,2.65E+17
-0.246727639,-3.90002236,2.66E+17
-0.291372402,-3.806801634,2.79E+17
-0.382046053,-3.79702391,2.79E+17
-0.472719705,-3.787246186,2.79E+17
-0.434906222,-3.883680369,2.65E+17
-0.513548114,-3.69664341,2.90E+17
-0.422874462,-3.706421134,2.91E+17
-0.332200811,-3.716198858,2.91E+17
-0.463702871,-3.615818358,3.02E+17
-0.37302922,-3.625596082,3.02E+17
-0.413857629,-3.534993306,3.12E+17
-0.494392776,-3.523662465,3.12E+17
-0.574927924,-3.512331625,3.12E+17
-0.544238019,-3.604487518,3.02E+17
0.04107102,-4.280839361,1.99E+17
0.145416345,-4.277180538,2.00E+17
0.249761671,-4.273521715,1.99E+17
0.088476815,-4.183741929,2.18E+17
0.192822141,-4.180083106,2.18E+17
0.135882611,-4.086644497,2.36E+17
0.038109036,-4.086584268,2.36E+17
-0.059664538,-4.086524039,2.36E+17
-0.009296759,-4.1836817,2.19E+17
-0.109738,-3.994989956,2.51E+17
-0.011964425,-3.995050185,2.52E+17
0.085809149,-3.995110414,2.52E+17
-0.062037887,-3.903516102,2.66E+17
0.035735688,-3.903576331,2.66E+17
-0.014337774,-3.812042248,2.80E+17
-0.10668265,-3.810295376,2.80E+17
-0.199027526,-3.808548505,2.79E+17
-0.154382763,-3.901769231,2.66E+17
-1.900064958,-2.221098796,3.69E+17
-1.866797357,-2.297241263,3.67E+17
-1.833529755,-2.373383731,3.64E+17
-1.801920974,-2.205078563,3.75E+17
-1.768653373,-2.281221031,3.72E+17
-1.70377699,-2.189058331,3.79E+17
-1.899910222,-2.117798653,3.75E+17
-1.801766237,-2.101778421,3.80E+17
-1.899755485,-2.01449851,3.79E+17
-1.675172183,-2.393515161,3.70E+17
-1.689474586,-2.291286746,3.75E+17
-1.754350969,-2.383449446,3.67E+17
-2.1206636,-1.597565325,3.86E+17
-2.036976554,-1.698342286,3.86E+17
-1.953289508,-1.799119248,3.86E+17
-1.99252133,-1.570242936,3.93E+17
-1.908834284,-1.671019898,3.93E+17
-1.86437906,-1.542920547,3.98E+17
-1.930918254,-1.448148676,3.99E+17
-1.997457448,-1.353376806,3.99E+17
-2.059060524,-1.475471065,3.93E+17
-1.875140324,-1.882299624,3.86E+17
-1.777151076,-1.969579534,3.86E+17
-1.679161829,-2.056859445,3.86E+17
-1.752535915,-1.837380648,3.93E+17
-1.654546668,-1.924660559,3.93E+17
-1.629931507,-1.792461672,3.98E+17
-1.708080691,-1.709281297,3.99E+17
-1.786229876,-1.626100922,3.99E+17
-1.8306851,-1.754200273,3.93E+17
-1.174063011,-3.043724859,3.42E+17
-1.145920738,-2.959575459,3.50E+17
-1.117778464,-2.875426059,3.57E+17
-1.23889043,-2.991880993,3.45E+17
-1.210748156,-2.907731593,3.52E+17
-1.303717848,-2.940037127,3.46E+17
-1.092909381,-3.046230567,3.45E+17
-1.011755751,-3.048736276,3.47E+17
-1.064767107,-2.962081167,3.52E+17
-1.283785009,-2.709257647,3.64E+17
-1.321419186,-2.796952652,3.57E+17
-1.359053363,-2.884647657,3.49E+17
-1.228449494,-2.764647118,3.62E+17
-1.266083671,-2.852342123,3.55E+17
-1.173113979,-2.820036589,3.60E+17
-1.364262649,-2.708445489,3.61E+17
-1.44474029,-2.70763333,3.59E+17
-1.401896826,-2.796140493,3.54E+17
-1.565516463,-2.465664771,3.70E+17
-1.52029918,-2.536023969,3.67E+17
-1.475081897,-2.606383167,3.64E+17
-1.470163147,-2.435585965,3.75E+17
-1.424945864,-2.505945164,3.72E+17
-1.37480983,-2.40550716,3.79E+17
-1.579818866,-2.363436356,3.75E+17
-1.48446555,-2.33335755,3.80E+17
-1.59412127,-2.261207941,3.80E+17
-1.314126616,-2.608007485,3.70E+17
-1.344468223,-2.506757322,3.75E+17
-1.394604256,-2.607195326,3.67E+17
0.718936835,-4.622875369,1.03E+17
0.608541853,-4.63866047,1.03E+17
0.679684165,-4.736881035,7.20E+16
-2.286869748,-0.328866241,4.03E+17
-2.265676435,-0.442055211,4.03E+17
-2.244483121,-0.555244181,4.03E+17
-2.178849578,-0.364356833,4.07E+17
-2.157656264,-0.477545802,4.07E+17
-2.070829408,-0.399847424,4.11E+17
-2.075777335,-0.29820305,4.12E+17
-2.080725262,-0.196558676,4.12E+17
-2.183797505,-0.262712459,4.08E+17
-2.214141212,-0.648361466,4.03E+17
-2.176604921,-0.755893376,4.04E+17
-2.13906863,-0.863425286,4.03E+17
-2.096972446,-0.663780374,4.08E+17
-2.059436155,-0.771312284,4.08E+17
-1.97980368,-0.679199281,4.12E+17
-2.040487498,-0.49296471,4.12E+17
-2.127314355,-0.570663088,4.08E+17
-2.010145589,-0.586081996,4.12E+17
-2.102414543,-0.956387871,4.03E+17
-2.050846389,-1.057410087,4.03E+17
-1.999278235,-1.158432302,4.03E+17
-1.986127981,-0.957237454,4.08E+17
-1.934559827,-1.058259669,4.08E+17
-1.869841419,-0.958087036,4.11E+17
-1.906495506,-0.865124451,4.12E+17
-1.943149593,-0.772161866,4.12E+17
-2.022782068,-0.864274869,4.08E+17
-1.946747158,-1.241739795,4.03E+17
-1.880207964,-1.336511666,4.03E+17
-1.81366877,-1.431283536,4.03E+17
-1.829497674,-1.224874655,4.08E+17
-1.76295848,-1.319646525,4.08E+17
-1.71224819,-1.208009514,4.12E+17
-1.764779266,-1.124702022,4.12E+17
-1.817310343,-1.041394529,4.12E+17
-1.88202875,-1.141567162,4.08E+17
-2.638151978,1.567957554,3.59E+17
-2.570077502,1.612590394,3.61E+17
-2.502003026,1.657223234,3.64E+17
-2.651170862,1.661365718,3.54E+17
-2.583096386,1.705998558,3.57E+17
-2.664189746,1.754773882,3.49E+17
-2.597408592,1.985466066,3.42E+17
-2.62444207,1.909630789,3.44E+17
-2.651475547,1.833795512,3.46E+17
-2.530634511,1.939877095,3.49E+17
-2.557667988,1.864041818,3.51E+17
-2.463860429,1.894288125,3.56E+17
-2.489288827,1.736244864,3.61E+17
-2.476574628,1.815266495,3.58E+17
-2.570382187,1.785020188,3.54E+17
-2.548370527,2.351182332,3.22E+17
-2.600945092,2.290096893,3.22E+17
-2.653519657,2.229011453,3.22E+17
-2.504318291,2.262913956,3.32E+17
-2.556892856,2.201828516,3.32E+17
-2.460266055,2.17464558,3.40E+17
-2.596210467,2.078918551,3.36E+17
-2.528238261,2.126782065,3.38E+17
-2.624865062,2.153965002,3.30E+17
-2.529436386,2.03332958,3.44E+17
-2.462662305,1.98774061,3.51E+17
-2.46146418,2.081193095,3.46E+17
-2.459568846,2.804790995,2.91E+17
-2.526706242,2.743009821,2.91E+17
-2.593843637,2.681228647,2.91E+17
-2.430376509,2.714609709,3.02E+17
-2.497513904,2.652828535,3.02E+17
-2.401184171,2.624428423,3.12E+17
-2.528676566,2.501109947,3.12E+17
-2.464930369,2.562769185,3.12E+17
-2.561260102,2.591169297,3.02E+17
-2.349400482,2.388584042,3.34E+17
-2.366661712,2.467198836,3.27E+17
-2.383922941,2.54581363,3.20E+17
-2.430407909,2.405539598,3.27E+17
-2.447669139,2.484154391,3.20E+17
-2.511415336,2.422495153,3.20E+17
-2.386355673,2.317271221,3.36E+17
-2.4673631,2.334226777,3.29E+17
-2.423310864,2.245958401,3.38E+17
-2.310460301,3.264545838,2.51E+17
-2.388510202,3.206410389,2.51E+17
-2.466560103,3.148274941,2.51E+17
-2.293722087,3.164555495,2.65E+17
-2.371771988,3.106420046,2.65E+17
-2.276983872,3.064565152,2.79E+17
-2.418168746,2.951503238,2.79E+17
-2.347576309,3.008034195,2.79E+17
-2.442364424,3.049889089,2.66E+17
-2.257532255,2.970553409,2.91E+17
-2.328124692,2.914022452,2.91E+17
-2.398717129,2.857491494,2.91E+17
-2.238080638,2.876541665,3.02E+17
-2.308673075,2.820010708,3.02E+17
-2.218629021,2.782529922,3.12E+17
-2.340332455,2.677128923,3.12E+17
-2.279480738,2.729829422,3.12E+17
-2.369524792,2.767310209,3.02E+17
-2.091473604,3.736504316,1.99E+17
-2.181057123,3.683526269,1.99E+17
-2.270640643,3.630548223,1.99E+17
-2.086316079,3.629111997,2.18E+17
-2.175899598,3.576133951,2.18E+17
-2.081158554,3.521719679,2.36E+17
-2.245185195,3.41693068,2.36E+17
-2.163171875,3.469325179,2.36E+17
-2.257912919,3.523739451,2.18E+17
-2.071227797,3.420898856,2.51E+17
-2.153241118,3.368504356,2.51E+17
-2.235254438,3.316109857,2.51E+17
-2.061297041,3.320078033,2.65E+17
-2.143310361,3.267683533,2.65E+17
-2.051366284,3.21925721,2.79E+17
-2.20177801,3.116129171,2.79E+17
-2.126572147,3.16769319,2.79E+17
-2.218516224,3.216119514,2.66E+17
-1.800400998,4.210610095,1.30E+17
-1.901678348,4.164451714,1.31E+17
-2.002955698,4.118293334,1.30E+17
-1.808820712,4.096879789,1.55E+17
-1.910098062,4.050721408,1.55E+17
-1.817240426,3.983149483,1.79E+17
-2.003500895,3.89031425,1.79E+17
-1.910370661,3.936731867,1.79E+17
-2.003228296,4.004303792,1.56E+17
-1.81968109,3.87570529,1.99E+17
-1.912811325,3.829287673,1.99E+17
-2.005941559,3.782870057,1.99E+17
-1.822121754,3.768261096,2.18E+17
-1.915251988,3.72184348,2.18E+17
-1.824562418,3.660816903,2.36E+17
-1.995626509,3.56808542,2.36E+17
-1.910094463,3.614451162,2.36E+17
-2.000784034,3.675477739,2.18E+17
-1.721046245,4.022808455,1.79E+17
-1.624852063,4.062467428,1.79E+17
-1.528657882,4.1021264,1.79E+17
-1.712626531,4.136538761,1.56E+17
-1.616432349,4.176197734,1.56E+17
-1.704206817,4.250269067,1.30E+17
-1.994412754,-0.127350602,4.15E+17
-1.989464827,-0.228994976,4.15E+17
-1.984516899,-0.33063935,4.15E+17
-1.903152318,-0.159786902,4.18E+17
-1.898204391,-0.261431277,4.18E+17
-1.811891883,-0.192223203,4.20E+17
-2.278229646,0.331811901,4.04E+17
-2.289304878,0.216995711,4.04E+17
-2.300380111,0.102179521,4.04E+17
-2.181555748,0.26788828,4.08E+17
-2.192630981,0.15307209,4.08E+17
-2.084881851,0.20396466,4.12E+17
-2.08540941,0.004712019,4.12E+17
-2.085145631,0.104338339,4.12E+17
-2.192894761,0.05344577,4.08E+17
-1.998458207,-0.04784506,4.15E+17
-1.911243224,-7.76E-04,4.18E+17
