X,Y,delN
-4.147368058,-2.598387826,3.70E+16
-4.149176874,-2.391252827,7.09E+16
-4.088467772,-2.493572622,7.09E+16
-4.029567486,-2.388757418,1.02E+17
-5,0,0
-4.998623249,-0.117885787,0
-4.994376778,-0.236784358,0
-4.89302744,-0.05568742,3.73E+16
-4.890215829,-0.174079599,3.73E+16
-4.884534498,-0.293484562,3.73E+16
-4.786054879,-0.11137484,7.14E+16
-4.781808409,-0.230273411,7.14E+16
-4.679082319,-0.16706226,1.02E+17
-4.987260791,0.356692873,0
-4.994376868,0.23678248,0
-4.998623271,0.117884855,0
-4.88442519,0.29356914,3.73E+16
-4.89010643,0.174165131,3.73E+16
-4.892917996,0.055773891,3.73E+16
-4.781589589,0.230445407,7.15E+16
-4.785835992,0.111547782,7.15E+16
-4.678753988,0.167321674,1.02E+17
-4.949107081,0.711575084,0
-4.964747423,0.592590076,0
-4.977465326,0.474296005,0
-4.850943843,0.641324316,3.73E+16
-4.865122965,0.522684776,3.74E+16
-4.876379649,0.404736175,3.74E+16
-4.752780604,0.571073547,7.15E+16
-4.765498507,0.452779477,7.15E+16
-4.654617366,0.500822779,1.02E+17
-4.885733041,1.062832374,0
-4.9098021,0.94537649,0
-4.93092678,0.828290726,0
-4.79279362,0.98580358,3.74E+16
-4.815390489,0.868532756,3.74E+16
-4.83504298,0.751632053,3.74E+16
-4.699854199,0.908774786,7.15E+16
-4.720978879,0.791689022,7.15E+16
-4.606914778,0.831745991,1.03E+17
-3.930354781,-3.090684124,0
-3.855702024,-3.183322609,0
-3.778748967,-3.274302405,0
-3.885043379,-2.977041857,3.69E+16
-3.811540771,-3.070509687,3.69E+16
-3.735737864,-3.162318827,3.69E+16
-3.767379518,-2.957696764,7.07E+16
-3.692726761,-3.050335249,7.07E+16
-3.649715657,-2.938351671,1.01E+17
-3.699784833,-3.3632718,0
-3.618713599,-3.450348514,0
-3.535535266,-3.535532546,0
-3.66289941,-3.246643594,3.68E+16
-3.582881726,-3.334666648,3.69E+16
-3.500756943,-3.420797021,3.69E+16
-3.547049853,-3.218984783,7.06E+16
-3.46597862,-3.306061497,7.06E+16
-3.431200296,-3.191325972,1.01E+17
-3.450351299,-3.618710943,0
-3.363274648,-3.699782244,0
-3.274305313,-3.778746448,0
-3.422015152,-3.499643005,3.68E+16
-3.335884843,-3.581767854,3.68E+16
-3.24786185,-3.661785606,3.68E+16
-3.308495038,-3.463753464,7.06E+16
-3.221418387,-3.544824765,7.06E+16
-3.194974924,-3.427863924,1.01E+17
-3.183325577,-3.855699573,0
-3.09068715,-3.930352402,0
-2.99639003,-4.002704934,0
-3.163605317,-3.734762901,3.69E+16
-3.071796235,-3.810565878,3.69E+16
-2.978328461,-3.884068558,3.69E+16
-3.05290532,-3.690779354,7.06E+16
-2.960266892,-3.765432183,7.06E+16
-2.942205323,-3.646795807,1.01E+17
-4.797463919,1.408666018,0
-4.82982296,1.293335471,0
-4.859246001,1.17805759,0
-4.710285113,1.325196192,3.73E+16
-4.741176154,1.209891978,3.74E+16
-4.769131194,1.094640429,3.74E+16
-4.623106307,1.241726365,7.15E+16
-4.652529348,1.126448484,7.15E+16
-4.535927502,1.158256539,1.02E+17
-4.684747653,1.747323504,0
-4.725218049,1.63469682,0
-4.762790137,1.521810992,0
-4.603800649,1.657785837,3.73E+16
-4.642821891,1.545029581,3.73E+16
-4.678944826,1.432014179,3.73E+16
-4.522853645,1.568248169,7.15E+16
-4.560425733,1.455362341,7.15E+16
-4.44190664,1.478710502,1.02E+17
-2.900068962,-4.073029443,0
-2.802341041,-4.140883219,0
-2.703206268,-4.206266263,0
-2.889012125,-3.950831721,3.69E+16
-2.791987631,-4.019920864,3.69E+16
-2.693556283,-4.086539274,3.69E+16
-2.78163422,-3.898958509,7.07E+16
-2.683906299,-3.966812285,7.07E+16
-2.674256315,-3.847085296,1.01E+17
-2.60202554,-4.269592456,0
-2.499705792,-4.330301637,0
-2.396247023,-4.388393807,0
-2.599692294,-4.146764476,3.70E+16
-2.497942056,-4.208782163,3.70E+16
-2.395052797,-4.268182839,3.70E+16
-2.496178321,-4.087262689,7.08E+16
-2.393858572,-4.147971871,7.08E+16
-2.392664347,-4.027760902,1.02E+17
-4.548158784,2.077077677,0
-4.59652033,1.967722739,0
-4.642049953,1.857804682,0
-4.47385057,1.981948418,3.73E+16
-4.520796154,1.87231192,3.73E+16
-4.564909816,1.762112302,3.73E+16
-4.399542355,1.886819158,7.15E+16
-4.445071979,1.776901101,7.15E+16
-4.325234141,1.791689899,1.02E+17
-4.388393807,2.396247023,0
-4.444386589,2.290714343,0
-4.497641581,2.184324562,0
-4.321105256,2.296048632,3.73E+16
-4.375729143,2.190087401,3.73E+16
-4.42761524,2.083269068,3.73E+16
-4.253816704,2.195850241,7.14E+16
-4.307071696,2.089460459,7.15E+16
-4.186528152,2.095651851,1.02E+17
-2.290714343,-4.444386589,0
-2.184324562,-4.497641581,0
-2.077077677,-4.548158784,0
-2.29715002,-4.321552236,3.70E+16
-2.19118879,-4.376176123,3.70E+16
-2.084370456,-4.42806222,3.70E+16
-2.198053017,-4.254710664,7.09E+16
-2.091663236,-4.307965657,7.09E+16
-2.098956015,-4.187869093,1.02E+17
-1.967722739,-4.59652033,0
-1.857804682,-4.642049953,0
-1.747323504,-4.684747653,0
-1.982936276,-4.474290645,3.71E+16
-1.873299778,-4.521236229,3.71E+16
-1.76310016,-4.565349891,3.71E+16
-1.888794875,-4.400422505,7.10E+16
-1.778876817,-4.445952128,7.10E+16
-1.794653474,-4.326554366,1.02E+17
-4.267752308,2.393820177,3.73E+16
-4.14711081,2.391393331,7.14E+16
-4.026469311,2.388966485,1.02E+17
-4.330301637,2.499705792,0
-4.208351633,2.496709436,3.73E+16
-4.086401628,2.493713079,7.14E+16
-4.269592456,2.60202554,0
-4.146333946,2.598459673,3.73E+16
-4.206266263,2.703206268,0
-4.002704934,2.99639003,0
-4.073029443,2.900068962,0
-4.140883219,2.802341041,0
-3.950394007,2.887655886,3.73E+16
-4.01948315,2.790631391,3.73E+16
-4.08610156,2.692200044,3.73E+16
-3.898083081,2.778921741,7.14E+16
-3.965936857,2.68119382,7.14E+16
-3.845772154,2.670187597,1.02E+17
-1.63469682,-4.725218049,0
-1.521810992,-4.762790137,0
-1.408666018,-4.797463919,0
-1.658666958,-4.604200474,3.71E+16
-1.545910702,-4.643221716,3.71E+16
-1.432895301,-4.679344651,3.71E+16
-1.570010412,-4.523653295,7.11E+16
-1.457124583,-4.561225383,7.11E+16
-1.481353866,-4.443106116,1.02E+17
-1.293335471,-4.82982296,0
-1.17805759,-4.859246001,0
-1.062832374,-4.885733041,0
-1.325995269,-4.710632933,3.72E+16
-1.210691055,-4.741523974,3.72E+16
-1.095439506,-4.769479014,3.72E+16
-1.243324519,-4.623801947,7.12E+16
-1.128046638,-4.653224988,7.12E+16
-1.16065377,-4.536970961,1.02E+17
-3.778746448,3.274305313,0
-3.855699573,3.183325577,0
-3.930352402,3.09068715,0
-3.734272464,3.162168952,3.73E+16
-3.810075441,3.07035987,3.73E+16
-3.883578121,2.976892096,3.73E+16
-3.68979848,3.05003259,7.14E+16
-3.764451309,2.957394162,7.14E+16
-3.645324497,2.937896228,1.02E+17
-3.535532546,3.535535266,0
-3.618710943,3.450351299,0
-3.699782244,3.363274648,0
-3.499103962,3.420555527,3.73E+16
-3.581228811,3.334425218,3.73E+16
-3.661246564,3.246402225,3.73E+16
-3.462675379,3.305575788,7.14E+16
-3.543746679,3.218499137,7.14E+16
-3.426246795,3.19059605,1.02E+17
-0.94537649,-4.9098021,0
-0.828290726,-4.93092678,0
-0.711575084,-4.949107081,0
-0.98660321,-4.793058543,3.72E+16
-0.869332386,-4.815655413,3.72E+16
-0.752431683,-4.835307904,3.72E+16
-0.910374046,-4.700384046,7.13E+16
-0.793288283,-4.721508726,7.13E+16
-0.834144882,-4.607709549,1.02E+17
-0.592590076,-4.964747423,0
-0.474296005,-4.977465326,0
-0.356692873,-4.987260791,0
-0.64218821,-4.851045898,3.73E+16
-0.523548671,-4.86522502,3.73E+16
-0.405600069,-4.876481704,3.73E+16
-0.572801336,-4.752984714,7.14E+16
-0.454507265,-4.765702618,7.14E+16
-0.503414462,-4.654923531,1.02E+17
-3.274302405,3.778748967,0
-3.3632718,3.699784833,0
-3.450348514,3.618713599,0
-3.246135368,3.661470027,3.73E+16
-3.334158422,3.581452343,3.73E+16
-3.420288795,3.499327559,3.73E+16
-3.217968331,3.544191086,7.15E+16
-3.305045044,3.463119852,7.15E+16
-3.189801294,3.426912146,1.02E+17
-2.99638695,4.00270724,0
-3.090684124,3.930354781,0
-3.183322609,3.855702024,0
-2.97667618,3.883692525,3.73E+16
-3.07014401,3.810189917,3.73E+16
-3.16195315,3.73438701,3.73E+16
-2.95696541,3.764677811,7.15E+16
-3.049603895,3.690025053,7.15E+16
-2.937254641,3.645663097,1.02E+17
-0.23678248,-4.994376868,0
-0.117884855,-4.998623271,0
0,-5,0
-0.294463871,-4.884311731,3.73E+16
-0.175059862,-4.889992972,3.73E+16
-0.056668622,-4.892804538,3.74E+16
-0.232234869,-4.781362672,7.15E+16
-0.113337244,-4.785609075,7.15E+16
-0.170005866,-4.678413613,1.02E+17
-2.703203031,4.206268343,0
-2.802337854,4.140885377,0
-2.900065827,4.073031675,0
-2.692091365,4.086088434,3.73E+16
-2.790522763,4.0194701,3.73E+16
-2.887547311,3.950381031,3.73E+16
-2.6809797,3.965908525,7.15E+16
-2.778707673,3.898054823,7.15E+16
-2.669868034,3.845728615,1.02E+17
-2.598445862,4.146206146,3.73E+16
-2.493688693,4.086143949,7.15E+16
-2.388931523,4.026081752,1.02E+17
-2.602022254,4.269594459,0
-2.496695576,4.208223755,3.73E+16
-2.391368897,4.146853052,7.15E+16
-2.499702459,4.330303561,0
-2.393806271,4.267624351,3.73E+16
-2.396243645,4.388395651,0
0.117885787,-4.998623249,0
0.236784358,-4.994376778,0
0.356695713,-4.987260588,0
0.054812058,-4.892743602,3.74E+16
0.173204237,-4.889931992,3.74E+16
0.2926092,-4.884250661,3.74E+16
0.109624116,-4.785487205,7.16E+16
0.228522687,-4.781240734,7.16E+16
0.164436174,-4.678230807,1.03E+17
-2.296100208,4.32088552,3.74E+16
-2.195956771,4.25337539,7.16E+16
-2.095813334,4.185865259,1.03E+17
-2.290710922,4.444388352,0
-2.190138935,4.375509326,3.74E+16
-2.089566948,4.3066303,7.16E+16
-2.184321099,4.497643263,0
-2.083320562,4.427395341,3.74E+16
-2.077074177,4.548160382,0
0.474297489,-4.977465184,0
0.592590187,-4.96474741,0
0.711573806,-4.949107265,0
0.403846099,-4.876322249,3.74E+16
0.521793336,-4.86506566,3.74E+16
0.640431494,-4.8508867,3.74E+16
0.450996485,-4.76538391,7.16E+16
0.569289183,-4.752666136,7.16E+16
0.498146871,-4.654445571,1.03E+17
-1.982043212,4.473553722,3.74E+16
-1.887012248,4.398947061,7.16E+16
-1.791981284,4.324340401,1.03E+17
-1.967719201,4.596521844,0
-1.872406678,4.520499222,3.74E+16
-1.777094155,4.4444766,7.16E+16
-1.857801108,4.642051383,0
-1.762207027,4.564612799,3.74E+16
-1.747319899,4.684748998,0
0.828287703,-4.930927287,0
0.945371714,-4.90980302,0
1.062825838,-4.885734462,0
0.750826476,-4.835101599,3.74E+16
0.86772543,-4.815449477,3.74E+16
0.984994498,-4.792853064,3.74E+16
0.790079147,-4.721095934,7.16E+16
0.907163158,-4.699971666,7.16E+16
0.829331817,-4.607090268,1.03E+17
-1.657866464,4.603455192,3.74E+16
-1.568413029,4.522161387,7.17E+16
-1.478959594,4.440867581,1.03E+17
-1.634693105,4.725219334,0
-1.5451101,4.642476372,3.74E+16
-1.455527094,4.559733411,7.17E+16
-1.52180717,4.762791358,0
-1.432094594,4.678599241,3.74E+16
-1.408662093,4.797465071,0
1.178051919,-4.859247376,0
1.293330671,-4.829824245,0
1.408662093,-4.797465071,0
1.09394744,-4.769252247,3.74E+16
1.209199856,-4.741297139,3.74E+16
1.324504944,-4.710405986,3.74E+16
1.125069042,-4.652770032,7.15E+16
1.240347794,-4.623346901,7.15E+16
1.156190644,-4.536287817,1.03E+17
-1.325223605,4.709928475,3.75E+16
-1.241785117,4.622391878,7.17E+16
-1.158346628,4.534855282,1.03E+17
-1.293330671,4.829824245,0
-1.209918518,4.740819627,3.75E+16
-1.126506365,4.651815009,7.17E+16
-1.178051919,4.859247376,0
-1.094666101,4.768774736,3.75E+16
-1.062825838,4.885734462,0
1.52180717,-4.762791358,0
1.634693105,-4.725219334,0
1.747319899,-4.684748998,0
1.431446678,-4.679079037,3.73E+16
1.544462184,-4.642956169,3.74E+16
1.657218548,-4.603934989,3.74E+16
1.454231263,-4.560693004,7.15E+16
1.567117198,-4.523120979,7.15E+16
1.477015848,-4.44230697,1.02E+17
-0.985805116,4.792415733,3.75E+16
-0.908784394,4.699097003,7.17E+16
-0.831763672,4.605778273,1.03E+17
-0.945371714,4.90980302,0
-0.868536049,4.815012145,3.75E+16
-0.791700384,4.72022127,7.18E+16
-0.828287703,4.930927287,0
-0.751637095,4.834664267,3.75E+16
-0.711573806,4.949107265,0
1.857801108,-4.642051383,0
1.967719201,-4.596521844,0
2.077074177,-4.548160382,0
1.761634578,-4.565065647,3.73E+16
1.871834229,-4.520952071,3.73E+16
1.981470763,-4.47400657,3.73E+16
1.775949257,-4.445382297,7.15E+16
1.885867349,-4.399852759,7.15E+16
1.790263936,-4.325698947,1.02E+17
-0.641348886,4.850487814,3.75E+16
-0.571123966,4.751868364,7.18E+16
-0.500899046,4.653248913,1.03E+17
-0.592590187,4.96474741,0
-0.522710727,4.864666774,3.75E+16
-0.452831268,4.764586138,7.18E+16
-0.474297489,4.977465184,0
-0.404763491,4.875923363,3.75E+16
-0.356695713,4.987260588,0
2.184321099,-4.497643263,0
2.290710922,-4.444388352,0
2.396243645,-4.388395651,0
2.082844473,-4.427855725,3.73E+16
2.189662845,-4.37596971,3.73E+16
2.295624118,-4.321345905,3.73E+16
2.088614769,-4.307551068,7.14E+16
2.195004591,-4.254296158,7.14E+16
2.094385065,-4.187246411,1.02E+17
-0.293650981,4.883849078,3.75E+16
-0.23060625,4.780437568,7.18E+16
-0.167561518,4.677026059,1.03E+17
-0.236784358,4.994376778,0
-0.174246018,4.889530409,3.75E+16
-0.111707678,4.784684039,7.18E+16
-0.117885787,4.998623249,0
-0.055853839,4.89234202,3.75E+16
0,5,0
2.499702459,-4.330303561,0
2.602022254,-4.269594459,0
2.703203031,-4.206268343,0
2.393416959,-4.268163234,3.73E+16
2.496306263,-4.208762638,3.73E+16
2.598056549,-4.146745029,3.73E+16
2.390590273,-4.147930817,7.13E+16
2.492910068,-4.087221715,7.13E+16
2.387763587,-4.027698401,1.02E+17
0.055494714,4.892320019,3.75E+16
0.110989429,4.784640039,7.18E+16
0.166484143,4.676960058,1.03E+17
0.117884855,4.998623271,0
0.173885954,4.889508453,3.75E+16
0.229887053,4.780393636,7.18E+16
0.23678248,4.994376868,0
0.293289963,4.883827213,3.75E+16
0.356692873,4.987260791,0
2.802337854,-4.140885377,0
2.900065827,-4.073031675,0
2.99638695,-4.00270724,0
2.691759023,-4.086773156,3.72E+16
2.790190422,-4.020154822,3.72E+16
2.88721497,-3.951065754,3.72E+16
2.680315016,-3.967277969,7.12E+16
2.778042989,-3.899424268,7.12E+16
2.668871009,-3.847782781,1.02E+17
0.404338482,4.875848214,3.75E+16
0.451984091,4.764435638,7.19E+16
0.4996297,4.653023062,1.03E+17
0.474296005,4.977465326,0
0.522287083,4.864591531,3.75E+16
0.570278162,4.751717735,7.19E+16
0.592590076,4.964747423,0
0.640926623,4.850412408,3.75E+16
0.711575084,4.949107081,0
3.090684124,-3.930354781,0
3.183322609,-3.855702024,0
3.274302405,-3.778748967,0
2.97635217,-3.884537561,3.72E+16
3.06982,-3.811034953,3.72E+16
3.161629141,-3.735232047,3.72E+16
2.956317391,-3.766367883,7.12E+16
3.048955876,-3.691715126,7.12E+16
2.936282611,-3.648198205,1.02E+17
0.75113183,4.834512771,3.76E+16
0.790688577,4.719918462,7.19E+16
0.830245323,4.605324152,1.03E+17
0.828290726,4.93092678,0
0.868032533,4.814860281,3.76E+16
0.90777434,4.698793782,7.19E+16
0.94537649,4.9098021,0
0.985303357,4.792263411,3.76E+16
1.062832374,4.885733041,0
3.3632718,-3.699784833,0
3.450348514,-3.618713599,0
3.535532546,-3.535535266,0
3.245757465,-3.662383435,3.72E+16
3.333780519,-3.582365751,3.72E+16
3.419910892,-3.500240968,3.72E+16
3.217212524,-3.546017904,7.12E+16
3.304289238,-3.46494667,7.12E+16
3.188667584,-3.429652372,1.02E+17
1.09409409,4.768524519,3.76E+16
1.125355805,4.651315997,7.20E+16
1.156617521,4.534107476,1.03E+17
1.17805759,4.859246001,0
1.209345638,4.740569479,3.76E+16
1.240633687,4.621892957,7.20E+16
1.293335471,4.82982296,0
1.324649852,4.709678438,3.76E+16
1.408666018,4.797463919,0
3.618710943,-3.450351299,0
3.699782244,-3.363274648,0
3.778746448,-3.274305313,0
3.498623249,-3.421436177,3.72E+16
3.580748098,-3.335305868,3.72E+16
3.66076585,-3.247282875,3.72E+16
3.461713953,-3.307337087,7.13E+16
3.542785253,-3.220260436,7.13E+16
3.424804656,-3.193237998,1.02E+17
1.431478397,4.678233027,3.76E+16
1.454290775,4.559002136,7.20E+16
1.477103154,4.439771244,1.03E+17
1.521810992,4.762790137,0
1.544493798,4.642110092,3.76E+16
1.567176604,4.521430047,7.20E+16
1.63469682,4.725218049,0
1.657250054,4.60308885,3.76E+16
1.747323504,4.684747653,0
3.855699573,-3.183325577,0
3.930352402,-3.09068715,0
4.002704934,-2.99639003,0
3.733675859,-3.163025162,3.73E+16
3.809478836,-3.07121608,3.73E+16
3.882981517,-2.977748307,3.73E+16
3.688605271,-3.051745011,7.14E+16
3.7632581,-2.959106583,7.14E+16
3.643534683,-2.94046486,1.02E+17
1.761617447,4.564114747,3.76E+16
1.775911391,4.443481841,7.20E+16
1.790205334,4.322848936,1.03E+17
1.857804682,4.642049953,0
1.871817065,4.520001085,3.76E+16
1.885829448,4.397952218,7.20E+16
1.967722739,4.59652033,0
1.981453563,4.473055501,3.76E+16
2.077077677,4.548158784,0
4.073029443,-2.900068962,0
4.140883219,-2.802341041,0
4.206266263,-2.703206268,0
3.949717481,-2.888570609,3.73E+16
4.018806624,-2.791546115,3.73E+16
4.085425034,-2.693114767,3.73E+16
3.896730029,-2.780751188,7.14E+16
3.964583805,-2.683023267,7.15E+16
3.843742576,-2.672931766,1.02E+17
2.396247023,4.388393807,0
2.290714343,4.444386589,0
2.184324562,4.497641581,0
2.29561737,4.320247121,3.76E+16
2.18965614,4.374871008,3.76E+16
2.082837806,4.426757106,3.76E+16
2.194987718,4.252100435,7.20E+16
2.088597936,4.305355427,7.20E+16
2.094358065,4.183953748,1.03E+17
4.269592456,-2.60202554,0
4.330301637,-2.499705792,0
4.388393807,-2.396247023,0
4.14562898,-2.599497241,3.73E+16
4.207646667,-2.497747003,3.73E+16
4.267047342,-2.394857744,3.73E+16
4.084991696,-2.495788215,7.15E+16
4.145700878,-2.393468466,7.15E+16
4.024354413,-2.392079188,1.02E+17
2.703206268,4.206266263,0
2.60202554,4.269592456,0
2.499705792,4.330301637,0
2.598087264,4.145436178,3.76E+16
2.496337026,4.207453865,3.76E+16
2.393447767,4.266854541,3.76E+16
2.492968261,4.084606094,7.20E+16
2.390648512,4.145315275,7.20E+16
2.387849257,4.023776009,1.03E+17
4.444386589,-2.290714343,0
4.497641581,-2.184324562,0
4.548158784,-2.077077677,0
4.320413347,-2.297211111,3.73E+16
4.375037234,-2.19124988,3.74E+16
4.426923331,-2.084431547,3.74E+16
4.252432887,-2.198175199,7.15E+16
4.305687879,-2.091785417,7.15E+16
4.184452426,-2.099139287,1.02E+17
2.99639003,4.002704934,0
2.900068962,4.073029443,0
2.802341041,4.140883219,0
2.887299341,3.949490442,3.76E+16
2.790274847,4.018579585,3.76E+16
2.691843499,4.085197995,3.76E+16
2.778208652,3.896275951,7.20E+16
2.680480731,3.964129727,7.20E+16
2.669117963,3.843061459,1.03E+17
4.59652033,-1.967722739,0
4.642049953,-1.857804682,0
4.684747653,-1.747323504,0
4.473192918,-1.983175724,3.74E+16
4.520138503,-1.873539227,3.74E+16
4.564252164,-1.763339609,3.74E+16
4.398227053,-1.889273771,7.15E+16
4.443756676,-1.779355714,7.16E+16
4.323261187,-1.795371819,1.03E+17
3.274305313,3.778746448,0
3.183325577,3.855699573,0
3.09068715,3.930352402,0
3.161786389,3.733382915,3.76E+16
3.069977307,3.809185892,3.76E+16
2.976509533,3.882688572,3.76E+16
3.049267464,3.688019382,7.20E+16
2.956629036,3.762672211,7.20E+16
2.936748539,3.642655849,1.03E+17
4.725218049,-1.63469682,0
4.762790137,-1.521810992,0
4.797463919,-1.408666018,0
4.603193929,-1.658989971,3.74E+16
4.642215171,-1.546233715,3.74E+16
4.678338106,-1.433218314,3.74E+16
4.521640206,-1.570656438,7.16E+16
4.559212294,-1.45777061,7.16E+16
4.440086482,-1.482322906,1.03E+17
3.535535266,3.535532546,0
3.450351299,3.618710943,0
3.363274648,3.699782244,0
3.420151116,3.498212177,3.76E+16
3.334020807,3.580337026,3.76E+16
3.245997814,3.660354778,3.76E+16
3.304766965,3.460891808,7.20E+16
3.217690314,3.541963109,7.20E+16
3.189382814,3.42357144,1.03E+17
4.82982296,-1.293335471,0
4.859246001,-1.17805759,0
4.885733041,-1.062832374,0
4.709730999,-1.326350461,3.74E+16
4.74062204,-1.211046247,3.74E+16
4.76857708,-1.095794699,3.75E+16
4.621998079,-1.244034905,7.17E+16
4.65142112,-1.128757024,7.17E+16
4.53426516,-1.161719348,1.03E+17
3.778748967,3.274302405,0
3.699784833,3.3632718,0
3.618713599,3.450348514,0
3.661073231,3.245171632,3.76E+16
3.581055547,3.333194686,3.76E+16
3.498930764,3.419325059,3.76E+16
3.543397495,3.216040858,7.20E+16
3.462326262,3.303117572,7.20E+16
3.425721759,3.186910085,1.03E+17
4.9098021,-0.94537649,0
4.93092678,-0.828290726,0
4.949107081,-0.711575084,0
4.792281327,-0.986984545,3.74E+16
4.814878196,-0.869713721,3.75E+16
4.834530687,-0.752813018,3.75E+16
4.698829613,-0.911136716,7.17E+16
4.719954293,-0.794050952,7.17E+16
4.605377899,-0.835288886,1.03E+17
4.00270724,2.99638695,0
3.930354781,3.090684124,0
3.855702024,3.183322609,0
3.883332335,2.975547734,3.77E+16
3.809829727,3.069015563,3.77E+16
3.73402682,3.160824704,3.77E+16
3.76395743,2.954708517,7.21E+16
3.689304673,3.047347002,7.21E+16
3.644582526,2.933869301,1.03E+17
4.964747423,-0.592590076,0
4.977465326,-0.474296005,0
4.987260791,-0.356692873,0
4.850400115,-0.642613381,3.75E+16
4.864579238,-0.523973841,3.75E+16
4.875835922,-0.40602524,3.75E+16
4.751693149,-0.573651677,7.17E+16
4.764411053,-0.455357607,7.18E+16
4.652986184,-0.504689974,1.03E+17
4.206268343,2.703203031,0
4.140885377,2.802337854,0
4.073031675,2.900065827,0
4.085809904,2.690736436,3.77E+16
4.01919157,2.789167835,3.77E+16
3.950102501,2.886192383,3.77E+16
3.965351464,2.678269842,7.21E+16
3.897497763,2.775997815,7.21E+16
3.844893024,2.665803248,1.03E+17
4.994376868,-0.23678248,0
4.998623271,-0.117884855,0
5,0,0
4.883772167,-0.294993067,3.75E+16
4.889453408,-0.175589058,3.75E+16
4.892264974,-0.057197818,3.75E+16
4.780283544,-0.23329326,7.18E+16
4.784529947,-0.114395636,7.18E+16
4.676794921,-0.171593454,1.03E+17
4.388395651,2.396243645,0
4.330303561,2.499702459,0
4.269594459,2.602022254,0
4.267480205,2.392230136,3.77E+16
4.208079609,2.49511944,3.77E+16
4.146062,2.596869726,3.77E+16
4.14656476,2.388216627,7.21E+16
4.085855657,2.490536422,7.21E+16
4.025649314,2.384203117,1.03E+17
4.998623249,0.117885787,0
4.994376778,0.236784358,0
4.987260588,0.356695713,0
4.892452482,0.054089664,3.75E+16
4.889640871,0.172481843,3.75E+16
4.88395954,0.291886807,3.75E+16
4.784904964,0.108179329,7.18E+16
4.780658493,0.2270779,7.18E+16
4.677357446,0.162268993,1.03E+17
4.548160382,2.077074177,0
4.497643263,2.184321099,0
4.444388352,2.290710922,0
4.427416698,2.081580392,3.76E+16
4.375530683,2.188398765,3.76E+16
4.320906877,2.294360038,3.76E+16
4.306673014,2.086086607,7.20E+16
4.253418103,2.19247643,7.20E+16
4.18592933,2.090592822,1.03E+17
4.977465184,0.474297489,0
4.96474741,0.592590187,0
4.949107265,0.711573806,0
4.876113212,0.402900369,3.75E+16
4.864856624,0.520847606,3.75E+16
4.850677664,0.639485764,3.75E+16
4.764965837,0.449105025,7.18E+16
4.752248063,0.567397723,7.18E+16
4.653818462,0.495309681,1.03E+17
4.684748998,1.747319899,0
4.642051383,1.857801108,0
4.596521844,1.967719201,0
4.564795356,1.760361975,3.76E+16
4.520681779,1.870561626,3.76E+16
4.473736279,1.98019816,3.76E+16
