X,Y,plate.w,,,
-2.24880587,-1.624887713,-2.80E-06,,,
-2.416129081,-1.500082577,-2.71E-06,,,
-2.31679961,-1.512244643,-2.81E-06,,,
-2.38479335,-1.399601573,-2.81E-06,,,
-2.28314529,-1.833322019,-2.61E-06,,,
-2.354778407,-1.79852914,-2.56E-06,,,
-2.26597558,-1.729104866,-2.71E-06,,,
-2.199458245,-1.934098981,-2.61E-06,,,
-2.176139473,-2.01237957,-2.57E-06,,,
-2.152820701,-2.09066016,-2.52E-06,,,
-2.098601488,-1.93065879,-2.71E-06,,,
-2.075282716,-2.008939379,-2.67E-06,,,
-1.997744732,-1.927218599,-2.81E-06,,,
-2.182288534,-1.829881828,-2.72E-06,,,
-2.081431778,-1.826441637,-2.82E-06,,,
-2.165118824,-1.725664675,-2.81E-06,,,
-1.998054206,-2.133818885,-2.63E-06,,,
-2.075437453,-2.112239522,-2.58E-06,,,
-1.997899469,-2.030518742,-2.72E-06,,,
-1.202205285,-3.127874258,-2.09E-06,,,
-1.267003556,-3.178642173,-2.00E-06,,,
-1.184006057,-3.210189971,-2.00E-06,,,
-1.248804328,-3.260957885,-1.90E-06,,,
-1.331801827,-3.229410088,-1.90E-06,,,
-1.165806828,-3.292505683,-1.90E-06,,,
-1.543623123,-3.109813542,-1.92E-06,,,
-1.470126184,-3.143689882,-1.93E-06,,,
-1.396629245,-3.177566222,-1.93E-06,,,
-1.470155331,-3.041078101,-2.05E-06,,,
-1.396658392,-3.074954442,-2.05E-06,,,
-1.39668754,-2.972342661,-2.18E-06,,,
-1.554985897,-2.942975893,-2.11E-06,,,
-1.54930451,-3.026394717,-2.02E-06,,,
-1.475836719,-2.957659277,-2.15E-06,,,
-1.267032703,-3.076030393,-2.12E-06,,,
-1.331830974,-3.126798307,-2.03E-06,,,
-1.331860121,-3.024186527,-2.15E-06,,,
-1.597829361,-2.854468729,-2.19E-06,,,
-1.655846684,-2.794193501,-2.22E-06,,,
-1.561523645,-2.78064495,-2.30E-06,,,
-1.619540968,-2.720369722,-2.33E-06,,,
-1.52521793,-2.706821171,-2.41E-06,,,
-1.713864007,-2.733918273,-2.25E-06,,,
-1.518680182,-2.869152114,-2.22E-06,,,
-1.439531003,-2.883835498,-2.26E-06,,,
-1.482374466,-2.795328334,-2.33E-06,,,
-1.570435213,-2.636461973,-2.45E-06,,,
-1.664758251,-2.650010524,-2.37E-06,,,
-1.615652496,-2.566102775,-2.50E-06,,,
-1.709975534,-2.579651326,-2.42E-06,,,
-1.660869779,-2.495743577,-2.54E-06,,,
-1.75908129,-2.663559075,-2.29E-06,,,
-1.740048565,-2.485677861,-2.49E-06,,,
-1.789154321,-2.569585611,-2.37E-06,,,
-1.819227352,-2.475612146,-2.44E-06,,,
-2.636908141,-0.197348095,-2.94E-06,,,
-2.62186137,-0.328855372,-2.95E-06,,,
-2.6068146,-0.46036265,-2.94E-06,,,
-2.51589903,-0.245361872,-3.09E-06,,,
-2.500852259,-0.37686915,-3.08E-06,,,
-2.394889918,-0.293375649,-3.22E-06,,,
-2.585621286,-0.57355162,-2.94E-06,,,
-2.551648578,-0.700879089,-2.95E-06,,,
-2.51767587,-0.828206558,-2.94E-06,,,
-2.458465632,-0.603247089,-3.08E-06,,,
-2.424492924,-0.730574558,-3.08E-06,,,
-2.331309978,-0.632942559,-3.22E-06,,,
-2.352503291,-0.519753589,-3.23E-06,,,
-2.479658945,-0.490058119,-3.09E-06,,,
-2.373696605,-0.406564619,-3.23E-06,,,
-2.480139579,-0.935738468,-2.94E-06,,,
-2.427449003,-1.056111783,-2.95E-06,,,
-2.374758428,-1.176485098,-2.95E-06,,,
-2.349420342,-0.945638378,-3.09E-06,,,
-2.296729767,-1.066011693,-3.09E-06,,,
-2.218701105,-0.955538288,-3.23E-06,,,
-2.256237396,-0.848006378,-3.23E-06,,,
-2.386956633,-0.838106468,-3.09E-06,,,
-2.293773687,-0.740474468,-3.23E-06,,,
-2.323190274,-1.277507314,-2.95E-06,,,
-2.255196534,-1.390150384,-2.95E-06,,,
-2.187202794,-1.502793454,-2.95E-06,,,
-2.193593458,-1.268056125,-3.09E-06,,,
-2.125599718,-1.380699195,-3.09E-06,,,
-2.063996642,-1.258604935,-3.23E-06,,,
-2.115564797,-1.15758272,-3.24E-06,,,
-2.245161612,-1.167033909,-3.09E-06,,,
-2.167132951,-1.056560504,-3.23E-06,,,
-2.857328179,1.965425441,-1.89E-06,,,
-2.90048972,1.897161574,-1.89E-06,,,
-2.943651261,1.828897708,-1.89E-06,,,
-2.801305643,1.884487323,-2.02E-06,,,
-2.844467184,1.816223457,-2.02E-06,,,
-2.745283106,1.803549206,-2.14E-06,,,
-2.864905897,1.68836961,-2.08E-06,,,
-2.904278579,1.758633659,-1.99E-06,,,
-2.805094502,1.745959408,-2.11E-06,,,
-2.833695263,2.426257848,-1.55E-06,,,
-2.891538292,2.355009531,-1.55E-06,,,
-2.94938132,2.283761214,-1.54E-06,,,
-2.79192086,2.341226119,-1.66E-06,,,
-2.849763889,2.269977802,-1.66E-06,,,
-2.750146458,2.25619439,-1.78E-06,,,
-2.858949297,2.116307169,-1.78E-06,,,
-2.904165308,2.200034191,-1.66E-06,,,
-2.804547877,2.186250779,-1.78E-06,,,
-2.664182673,2.031055037,-2.05E-06,,,
-2.692837268,2.106101488,-1.96E-06,,,
-2.747238687,2.036157877,-1.96E-06,,,
-2.775893282,2.111204328,-1.87E-06,,,
-2.721491863,2.181147939,-1.87E-06,,,
-2.830294702,2.041260718,-1.87E-06,,,
-2.691216151,1.95521976,-2.08E-06,,,
-2.774272165,1.9603226,-1.99E-06,,,
-2.718249629,1.879384483,-2.11E-06,,,
-2.751751682,2.902755614,-1.20E-06,,,
-2.820713585,2.834037789,-1.20E-06,,,
-2.889675488,2.765319963,-1.19E-06,,,
-2.720962526,2.806192186,-1.32E-06,,,
-2.789924429,2.737474361,-1.31E-06,,,
-2.69017337,2.709628759,-1.44E-06,,,
-2.813704234,2.577402637,-1.44E-06,,,
-2.851689861,2.6713613,-1.31E-06,,,
-2.751938802,2.643515698,-1.44E-06,,,
-2.657589835,2.619569409,-1.55E-06,,,
-2.719355266,2.553456348,-1.55E-06,,,
-2.781120698,2.487343287,-1.55E-06,,,
-2.625006299,2.529510059,-1.67E-06,,,
-2.686771731,2.463396998,-1.66E-06,,,
-2.592422763,2.439450709,-1.78E-06,,,
-2.697571893,2.31727983,-1.78E-06,,,
-2.739346296,2.402311559,-1.67E-06,,,
-2.644997328,2.378365269,-1.78E-06,,,
-2.601873721,3.401440185,-8.35E-07,,,
-2.683037304,3.336152598,-8.35E-07,,,
-2.764200887,3.270865012,-8.32E-07,,,
-2.581610969,3.29578501,-9.57E-07,,,
-2.662774553,3.230497423,-9.56E-07,,,
-2.561348218,3.190129835,-1.08E-06,,,
-2.708809965,3.062922639,-1.08E-06,,,
-2.736505426,3.166893826,-9.56E-07,,,
-2.635079092,3.126526237,-1.08E-06,,,
-2.53715254,3.091743984,-1.20E-06,,,
-2.610883413,3.028140386,-1.20E-06,,,
-2.684614287,2.964536788,-1.20E-06,,,
-2.512956861,2.993358132,-1.32E-06,,,
-2.586687735,2.929754534,-1.32E-06,,,
-2.488761183,2.894972281,-1.44E-06,,,
-2.623035975,2.771409933,-1.44E-06,,,
-2.653825131,2.86797336,-1.32E-06,,,
-2.555898579,2.833191107,-1.44E-06,,,
-2.381081578,3.912375333,-4.71E-07,,,
-2.474727082,3.852257621,-4.71E-07,,,
-2.568372585,3.792139908,-4.69E-07,,,
-2.373231632,3.798668914,-5.93E-07,,,
-2.466877136,3.738551202,-5.91E-07,,,
-2.365381687,3.684962495,-7.17E-07,,,
-2.536551544,3.566384405,-7.17E-07,,,
-2.552462064,3.679262157,-5.92E-07,,,
-2.450966615,3.62567345,-7.19E-07,,,
-2.352653963,3.578153723,-8.39E-07,,,
-2.438238891,3.518864678,-8.39E-07,,,
-2.52382382,3.459575633,-8.36E-07,,,
-2.339926239,3.471344952,-9.62E-07,,,
-2.425511168,3.412055907,-9.60E-07,,,
-2.327198516,3.36453618,-1.09E-06,,,
-2.483298317,3.248265284,-1.09E-06,,,
-2.503561069,3.353920458,-9.60E-07,,,
-2.405248416,3.306400732,-1.09E-06,,,
-2.193519397,4.13260409,-3.55E-07,,,
-2.293662834,4.200114221,-2.32E-07,,,
-2.29122546,4.079342921,-3.55E-07,,,
-2.096085932,4.071875717,-4.73E-07,,,
-2.193791995,4.018614548,-4.74E-07,,,
-2.291498059,3.965353379,-4.72E-07,,,
-2.096358531,3.957886176,-5.96E-07,,,
-2.194064594,3.904625007,-5.95E-07,,,
-2.096631129,3.843896634,-7.21E-07,,,
-2.275798168,3.737940541,-7.21E-07,,,
-2.283648113,3.85164696,-5.95E-07,,,
-2.186214649,3.790918588,-7.23E-07,,,
-2.636382877,0.180859515,-2.95E-06,,,
-2.638852063,0.049199477,-2.95E-06,,,
-2.641321249,-0.082460561,-2.95E-06,,,
-2.522256059,0.116073233,-3.09E-06,,,
-2.524725245,-0.015586805,-3.09E-06,,,
-2.408129241,0.051286951,-3.23E-06,,,
-2.399303026,-0.178488116,-3.23E-06,,,
-2.520312137,-0.130474338,-3.09E-06,,,
-2.403716134,-0.063600582,-3.23E-06,,,
-2.300643891,0.0025532,-3.35E-06,,,
-2.296230783,-0.112334333,-3.35E-06,,,
-2.291817675,-0.227221867,-3.35E-06,,,
-2.19315854,-0.046180551,-3.47E-06,,,
-2.188745432,-0.161068084,-3.47E-06,,,
-2.08567319,-0.094914302,-3.58E-06,,,
-2.803607068,0.801252178,-2.61E-06,,,
-2.858339081,0.739604726,-2.56E-06,,,
-2.913071094,0.677957273,-2.51E-06,,,
-2.746844761,0.718774542,-2.70E-06,,,
-2.801576774,0.65712709,-2.65E-06,,,
-2.690082453,0.636296907,-2.80E-06,,,
-2.867824292,0.523915065,-2.60E-06,,,
-2.890447693,0.600936169,-2.56E-06,,,
-2.778953372,0.580105986,-2.70E-06,,,
-2.799095786,0.449888949,-2.71E-06,,,
-2.730367281,0.375862833,-2.81E-06,,,
-2.710224867,0.50607987,-2.80E-06,,,
-2.585022816,0.556109778,-2.95E-06,,,
-2.60516523,0.425892741,-2.95E-06,,,
-2.625307644,0.295675705,-2.95E-06,,,
-2.47996318,0.47592265,-3.09E-06,,,
-2.500105593,0.345705613,-3.09E-06,,,
-2.374903543,0.395735521,-3.23E-06,,,
-2.397054009,0.166103141,-3.23E-06,,,
-2.511180826,0.230889423,-3.09E-06,,,
-2.385978776,0.280919331,-3.23E-06,,,
-2.851887013,1.594961446,-2.16E-06,,,
-2.792075617,1.652551244,-2.19E-06,,,
-2.779056733,1.55914308,-2.26E-06,,,
-2.719245338,1.616732878,-2.30E-06,,,
-2.706226454,1.523324715,-2.37E-06,,,
-2.732264222,1.710141042,-2.22E-06,,,
-2.866848493,1.515776523,-2.19E-06,,,
-2.881809973,1.436591599,-2.22E-06,,,
-2.794018213,1.479958157,-2.29E-06,,,
-2.706093843,1.282535049,-2.51E-06,,,
-2.793929806,1.319431713,-2.39E-06,,,
-2.763147614,1.227525784,-2.47E-06,,,
-2.850983577,1.264422449,-2.35E-06,,,
-2.881765769,1.356328377,-2.26E-06,,,
-2.820201385,1.17251652,-2.43E-06,,,
-2.706138046,1.362798271,-2.47E-06,,,
-2.793974009,1.399694935,-2.34E-06,,,
-2.70618225,1.443061493,-2.42E-06,,,
-2.661294327,1.191805873,-2.61E-06,,,
-2.718348099,1.136796609,-2.57E-06,,,
-2.77540187,1.081787345,-2.53E-06,,,
-2.616494812,1.101076698,-2.71E-06,,,
-2.673548583,1.046067434,-2.67E-06,,,
-2.571695296,1.010347522,-2.80E-06,,,
-2.764144682,0.925935717,-2.61E-06,,,
-2.769773276,1.003861531,-2.57E-06,,,
-2.667919989,0.96814162,-2.71E-06,,,
-2.707382375,0.843458081,-2.71E-06,,,
-2.650620068,0.760980445,-2.81E-06,,,
-2.611157682,0.885663984,-2.81E-06,,,
-1.893258634,4.27818202,-3.58E-07,,,
-1.988289598,4.352788681,-2.34E-07,,,
-1.994535984,4.23202364,-3.57E-07,,,
0.386909972,-4.662373983,-3.63E-07,,,
0.339759586,-4.773312322,-2.38E-07,,,
0.275673073,-4.670302395,-3.63E-07,,,
0.211857849,-4.57447398,-4.83E-07,,,
0.323094748,-4.566545567,-4.84E-07,,,
0.434331648,-4.558617155,-4.82E-07,,,
0.259279525,-4.470717152,-6.07E-07,,,
0.370516424,-4.46278874,-6.07E-07,,,
0.306701201,-4.366960324,-7.34E-07,,,
0.202355875,-4.370619147,-7.37E-07,,,
0.1549342,-4.474375975,-6.09E-07,,,
0.09801055,-4.37427797,-7.37E-07,,,
-1.084653198,-3.295011391,-1.94E-06,,,
-1.006105062,-3.316464081,-1.94E-06,,,
-0.927556925,-3.337916771,-1.94E-06,,,
-1.021698796,-3.215201388,-2.06E-06,,,
-0.94315066,-3.236654078,-2.07E-06,,,
-0.958744394,-3.135391384,-2.19E-06,,,
-1.121051654,-3.130379967,-2.13E-06,,,
-1.102852426,-3.212695679,-2.03E-06,,,
-1.039898024,-3.132885675,-2.16E-06,,,
-0.77236497,-3.653074976,-1.58E-06,,,
-0.683224116,-3.669193773,-1.59E-06,,,
-0.594083261,-3.68531257,-1.59E-06,,,
-0.713914021,-3.577037881,-1.70E-06,,,
-0.624773166,-3.593156677,-1.70E-06,,,
-0.655463071,-3.501000785,-1.82E-06,,,
-0.740963111,-3.480393678,-1.82E-06,,,
-0.799414061,-3.556430774,-1.70E-06,,,
-0.826463151,-3.459786571,-1.82E-06,,,
-0.744261043,-3.265208741,-2.10E-06,,,
-0.800161759,-3.323198982,-2.01E-06,,,
-0.714661719,-3.343806089,-2.01E-06,,,
-0.770562435,-3.40179633,-1.91E-06,,,
-0.856062475,-3.381189223,-1.91E-06,,,
-0.685062395,-3.422403437,-1.91E-06,,,
-0.815755493,-3.221936288,-2.13E-06,,,
-0.871656209,-3.27992653,-2.04E-06,,,
-0.887249943,-3.178663836,-2.16E-06,,,
-0.397092739,-3.980114551,-1.23E-06,,,
-0.299587807,-3.986678818,-1.23E-06,,,
-0.202082876,-3.993243085,-1.23E-06,,,
-0.344232571,-3.893458092,-1.35E-06,,,
-0.246727639,-3.90002236,-1.35E-06,,,
-0.291372402,-3.806801634,-1.47E-06,,,
-0.382046053,-3.79702391,-1.47E-06,,,
-0.434906222,-3.883680369,-1.35E-06,,,
-0.472719705,-3.787246186,-1.47E-06,,,
-0.513548114,-3.69664341,-1.59E-06,,,
-0.422874462,-3.706421134,-1.59E-06,,,
-0.332200811,-3.716198858,-1.59E-06,,,
-0.463702871,-3.615818358,-1.70E-06,,,
-0.37302922,-3.625596082,-1.71E-06,,,
-0.413857629,-3.534993306,-1.82E-06,,,
-0.494392776,-3.523662465,-1.82E-06,,,
-0.544238019,-3.604487518,-1.70E-06,,,
-0.574927924,-3.512331625,-1.82E-06,,,
0.04107102,-4.280839361,-8.59E-07,,,
0.145416345,-4.277180538,-8.60E-07,,,
0.249761671,-4.273521715,-8.59E-07,,,
0.088476815,-4.183741929,-9.84E-07,,,
0.192822141,-4.180083106,-9.84E-07,,,
0.135882611,-4.086644497,-1.11E-06,,,
0.038109036,-4.086584268,-1.11E-06,,,
-0.009296759,-4.1836817,-9.86E-07,,,
-0.059664538,-4.086524039,-1.11E-06,,,
-0.109738,-3.994989956,-1.23E-06,,,
-0.011964425,-3.995050185,-1.24E-06,,,
0.085809149,-3.995110414,-1.23E-06,,,
-0.062037887,-3.903516102,-1.36E-06,,,
0.035735688,-3.903576331,-1.36E-06,,,
-0.014337774,-3.812042248,-1.48E-06,,,
-0.10668265,-3.810295376,-1.48E-06,,,
-0.154382763,-3.901769231,-1.36E-06,,,
-0.199027526,-3.808548505,-1.48E-06,,,
-1.900064958,-2.221098796,-2.63E-06,,,
-1.866797357,-2.297241263,-2.59E-06,,,
-1.833529755,-2.373383731,-2.54E-06,,,
-1.801920974,-2.205078563,-2.73E-06,,,
-1.768653373,-2.281221031,-2.68E-06,,,
-1.70377699,-2.189058331,-2.82E-06,,,
-1.899910222,-2.117798653,-2.73E-06,,,
-1.801766237,-2.101778421,-2.83E-06,,,
-1.899755485,-2.01449851,-2.82E-06,,,
-1.675172183,-2.393515161,-2.64E-06,,,
-1.754350969,-2.383449446,-2.59E-06,,,
-1.689474586,-2.291286746,-2.73E-06,,,
-2.1206636,-1.597565325,-2.95E-06,,,
-2.036976554,-1.698342286,-2.96E-06,,,
-1.953289508,-1.799119248,-2.96E-06,,,
-1.99252133,-1.570242936,-3.10E-06,,,
-1.908834284,-1.671019898,-3.10E-06,,,
-1.86437906,-1.542920547,-3.24E-06,,,
-1.930918254,-1.448148676,-3.24E-06,,,
-2.059060524,-1.475471065,-3.10E-06,,,
-1.997457448,-1.353376806,-3.24E-06,,,
-1.875140324,-1.882299624,-2.96E-06,,,
-1.777151076,-1.969579534,-2.97E-06,,,
-1.679161829,-2.056859445,-2.97E-06,,,
-1.752535915,-1.837380648,-3.10E-06,,,
-1.654546668,-1.924660559,-3.11E-06,,,
-1.629931507,-1.792461672,-3.24E-06,,,
-1.708080691,-1.709281297,-3.24E-06,,,
-1.8306851,-1.754200273,-3.10E-06,,,
-1.786229876,-1.626100922,-3.24E-06,,,
-1.174063011,-3.043724859,-2.21E-06,,,
-1.23889043,-2.991880993,-2.24E-06,,,
-1.145920738,-2.959575459,-2.33E-06,,,
-1.210748156,-2.907731593,-2.36E-06,,,
-1.117778464,-2.875426059,-2.44E-06,,,
-1.303717848,-2.940037127,-2.27E-06,,,
-1.092909381,-3.046230567,-2.25E-06,,,
-1.011755751,-3.048736276,-2.28E-06,,,
-1.064767107,-2.962081167,-2.36E-06,,,
-1.283785009,-2.709257647,-2.55E-06,,,
-1.321419186,-2.796952652,-2.43E-06,,,
-1.228449494,-2.764647118,-2.52E-06,,,
-1.266083671,-2.852342123,-2.39E-06,,,
-1.359053363,-2.884647657,-2.30E-06,,,
-1.173113979,-2.820036589,-2.48E-06,,,
-1.364262649,-2.708445489,-2.51E-06,,,
-1.401896826,-2.796140493,-2.38E-06,,,
-1.44474029,-2.70763333,-2.46E-06,,,
-1.565516463,-2.465664771,-2.64E-06,,,
-1.52029918,-2.536023969,-2.60E-06,,,
-1.475081897,-2.606383167,-2.55E-06,,,
-1.470163147,-2.435585965,-2.74E-06,,,
-1.424945864,-2.505945164,-2.69E-06,,,
-1.37480983,-2.40550716,-2.83E-06,,,
-1.579818866,-2.363436356,-2.74E-06,,,
-1.48446555,-2.33335755,-2.84E-06,,,
-1.59412127,-2.261207941,-2.83E-06,,,
-1.314126616,-2.608007485,-2.65E-06,,,
-1.394604256,-2.607195326,-2.60E-06,,,
-1.344468223,-2.506757322,-2.74E-06,,,
0.718936835,-4.622875369,-3.62E-07,,,
0.679684165,-4.736881035,-2.37E-07,,,
0.608541853,-4.63866047,-3.63E-07,,,
-2.286869748,-0.328866241,-3.34E-06,,,
-2.265676435,-0.442055211,-3.34E-06,,,
-2.244483121,-0.555244181,-3.34E-06,,,
-2.178849578,-0.364356833,-3.45E-06,,,
-2.157656264,-0.477545802,-3.45E-06,,,
-2.070829408,-0.399847424,-3.56E-06,,,
-2.075777335,-0.29820305,-3.57E-06,,,
-2.183797505,-0.262712459,-3.46E-06,,,
-2.080725262,-0.196558676,-3.58E-06,,,
-2.214141212,-0.648361466,-3.35E-06,,,
-2.176604921,-0.755893376,-3.35E-06,,,
-2.13906863,-0.863425286,-3.35E-06,,,
-2.096972446,-0.663780374,-3.47E-06,,,
-2.059436155,-0.771312284,-3.47E-06,,,
-1.97980368,-0.679199281,-3.58E-06,,,
-2.040487498,-0.49296471,-3.57E-06,,,
-2.127314355,-0.570663088,-3.46E-06,,,
-2.010145589,-0.586081996,-3.58E-06,,,
-2.102414543,-0.956387871,-3.35E-06,,,
-2.050846389,-1.057410087,-3.35E-06,,,
-1.999278235,-1.158432302,-3.35E-06,,,
-1.986127981,-0.957237454,-3.47E-06,,,
-1.934559827,-1.058259669,-3.47E-06,,,
-1.869841419,-0.958087036,-3.58E-06,,,
-1.906495506,-0.865124451,-3.59E-06,,,
-2.022782068,-0.864274869,-3.47E-06,,,
-1.943149593,-0.772161866,-3.59E-06,,,
-1.946747158,-1.241739795,-3.36E-06,,,
-1.880207964,-1.336511666,-3.36E-06,,,
-1.81366877,-1.431283536,-3.36E-06,,,
-1.829497674,-1.224874655,-3.48E-06,,,
-1.76295848,-1.319646525,-3.48E-06,,,
-1.71224819,-1.208009514,-3.59E-06,,,
-1.764779266,-1.124702022,-3.59E-06,,,
-1.88202875,-1.141567162,-3.47E-06,,,
-1.817310343,-1.041394529,-3.59E-06,,,
-2.638151978,1.567957554,-2.42E-06,,,
-2.651170862,1.661365718,-2.34E-06,,,
-2.570077502,1.612590394,-2.47E-06,,,
-2.583096386,1.705998558,-2.39E-06,,,
-2.502003026,1.657223234,-2.51E-06,,,
-2.664189746,1.754773882,-2.26E-06,,,
-2.597408592,1.985466066,-2.16E-06,,,
-2.62444207,1.909630789,-2.19E-06,,,
-2.651475547,1.833795512,-2.22E-06,,,
-2.530634511,1.939877095,-2.27E-06,,,
-2.557667988,1.864041818,-2.30E-06,,,
-2.463860429,1.894288125,-2.38E-06,,,
-2.489288827,1.736244864,-2.47E-06,,,
-2.570382187,1.785020188,-2.34E-06,,,
-2.476574628,1.815266495,-2.42E-06,,,
-2.548370527,2.351182332,-1.90E-06,,,
-2.600945092,2.290096893,-1.91E-06,,,
-2.653519657,2.229011453,-1.90E-06,,,
-2.504318291,2.262913956,-2.03E-06,,,
-2.556892856,2.201828516,-2.03E-06,,,
-2.460266055,2.17464558,-2.15E-06,,,
-2.596210467,2.078918551,-2.09E-06,,,
-2.624865062,2.153965002,-2.00E-06,,,
-2.528238261,2.126782065,-2.12E-06,,,
-2.529436386,2.03332958,-2.20E-06,,,
-2.462662305,1.98774061,-2.30E-06,,,
-2.46146418,2.081193095,-2.23E-06,,,
-2.459568846,2.804790995,-1.56E-06,,,
-2.526706242,2.743009821,-1.56E-06,,,
-2.593843637,2.681228647,-1.55E-06,,,
-2.430376509,2.714609709,-1.67E-06,,,
-2.497513904,2.652828535,-1.67E-06,,,
-2.401184171,2.624428423,-1.79E-06,,,
-2.528676566,2.501109947,-1.79E-06,,,
-2.561260102,2.591169297,-1.67E-06,,,
-2.464930369,2.562769185,-1.79E-06,,,
-2.349400482,2.388584042,-2.06E-06,,,
-2.366661712,2.467198836,-1.97E-06,,,
-2.430407909,2.405539598,-1.97E-06,,,
-2.447669139,2.484154391,-1.88E-06,,,
-2.383922941,2.54581363,-1.88E-06,,,
-2.511415336,2.422495153,-1.88E-06,,,
-2.386355673,2.317271221,-2.10E-06,,,
-2.4673631,2.334226777,-2.00E-06,,,
-2.423310864,2.245958401,-2.12E-06,,,
-2.310460301,3.264545838,-1.21E-06,,,
-2.388510202,3.206410389,-1.21E-06,,,
-2.466560103,3.148274941,-1.20E-06,,,
-2.293722087,3.164555495,-1.33E-06,,,
-2.371771988,3.106420046,-1.32E-06,,,
-2.276983872,3.064565152,-1.45E-06,,,
-2.418168746,2.951503238,-1.45E-06,,,
-2.442364424,3.049889089,-1.32E-06,,,
-2.347576309,3.008034195,-1.45E-06,,,
-2.257532255,2.970553409,-1.56E-06,,,
-2.328124692,2.914022452,-1.56E-06,,,
-2.398717129,2.857491494,-1.56E-06,,,
-2.238080638,2.876541665,-1.68E-06,,,
-2.308673075,2.820010708,-1.68E-06,,,
-2.218629021,2.782529922,-1.79E-06,,,
-2.340332455,2.677128923,-1.79E-06,,,
-2.369524792,2.767310209,-1.68E-06,,,
-2.279480738,2.729829422,-1.79E-06,,,
-2.091473604,3.736504316,-8.43E-07,,,
-2.181057123,3.683526269,-8.43E-07,,,
-2.270640643,3.630548223,-8.40E-07,,,
-2.086316079,3.629111997,-9.66E-07,,,
-2.175899598,3.576133951,-9.65E-07,,,
-2.081158554,3.521719679,-1.09E-06,,,
-2.245185195,3.41693068,-1.09E-06,,,
-2.257912919,3.523739451,-9.65E-07,,,
-2.163171875,3.469325179,-1.09E-06,,,
-2.071227797,3.420898856,-1.21E-06,,,
-2.153241118,3.368504356,-1.21E-06,,,
-2.235254438,3.316109857,-1.21E-06,,,
-2.061297041,3.320078033,-1.33E-06,,,
-2.143310361,3.267683533,-1.33E-06,,,
-2.051366284,3.21925721,-1.45E-06,,,
-2.20177801,3.116129171,-1.45E-06,,,
-2.218516224,3.216119514,-1.33E-06,,,
-2.126572147,3.16769319,-1.45E-06,,,
-1.800400998,4.210610095,-4.76E-07,,,
-1.901678348,4.164451714,-4.77E-07,,,
-2.002955698,4.118293334,-4.74E-07,,,
-1.808820712,4.096879789,-5.99E-07,,,
-1.910098062,4.050721408,-5.98E-07,,,
-1.817240426,3.983149483,-7.24E-07,,,
-2.003500895,3.89031425,-7.25E-07,,,
-2.003228296,4.004303792,-5.99E-07,,,
-1.910370661,3.936731867,-7.26E-07,,,
-1.81968109,3.87570529,-8.47E-07,,,
-1.912811325,3.829287673,-8.47E-07,,,
-2.005941559,3.782870057,-8.44E-07,,,
-1.822121754,3.768261096,-9.71E-07,,,
-1.915251988,3.72184348,-9.69E-07,,,
-1.824562418,3.660816903,-1.10E-06,,,
-1.995626509,3.56808542,-1.10E-06,,,
-2.000784034,3.675477739,-9.69E-07,,,
-1.910094463,3.614451162,-1.10E-06,,,
-1.721046245,4.022808455,-7.29E-07,,,
-1.712626531,4.136538761,-6.02E-07,,,
-1.624852063,4.062467428,-7.30E-07,,,
-1.616432349,4.176197734,-6.01E-07,,,
-1.528657882,4.1021264,-7.28E-07,,,
-1.704206817,4.250269067,-4.77E-07,,,
-1.994412754,-0.127350602,-3.68E-06,,,
-1.989464827,-0.228994976,-3.67E-06,,,
-1.984516899,-0.33063935,-3.66E-06,,,
-1.903152318,-0.159786902,-3.77E-06,,,
-1.898204391,-0.261431277,-3.76E-06,,,
-1.811891883,-0.192223203,-3.85E-06,,,
-2.278229646,0.331811901,-3.35E-06,,,
-2.289304878,0.216995711,-3.35E-06,,,
-2.300380111,0.102179521,-3.35E-06,,,
-2.181555748,0.26788828,-3.47E-06,,,
-2.192630981,0.15307209,-3.47E-06,,,
-2.084881851,0.20396466,-3.58E-06,,,
-2.08540941,0.004712019,-3.59E-06,,,
-2.192894761,0.05344577,-3.47E-06,,,
-2.085145631,0.104338339,-3.58E-06,,,
-1.998458207,-0.04784506,-3.68E-06,,,
-1.998194427,0.051781261,-3.68E-06,,,
-1.911243224,-7.76E-04,-3.76E-06,,,
-1.910979445,0.098850503,-3.76E-06,,,
-1.824028241,0.046293425,-3.85E-06,,,
-1.997930648,0.151407581,-3.67E-06,,,
-1.815937335,-0.11271766,-3.85E-06,,,
-1.907197771,-0.08028136,-3.77E-06,,,
-1.819982788,-0.033212118,-3.85E-06,,,
-2.479164954,0.917220313,-2.95E-06,,,
-2.518627339,0.792536774,-2.95E-06,,,
-2.558089725,0.667853236,-2.95E-06,,,
-2.386634611,0.824093103,-3.09E-06,,,
-2.426096997,0.699409565,-3.09E-06,,,
-2.294104269,0.730965894,-3.23E-06,,,
-2.347970451,0.507478979,-3.24E-06,,,
-2.453030088,0.587666107,-3.09E-06,,,
-2.32103736,0.619222436,-3.24E-06,,,
-2.202932645,0.654395523,-3.36E-06,,,
-2.229865736,0.542652066,-3.36E-06,,,
-2.256798828,0.430908608,-3.36E-06,,,
-2.111761021,0.577825153,-3.48E-06,,,
-2.138694112,0.466081696,-3.48E-06,,,
-2.020589397,0.501254783,-3.59E-06,,,
-2.063451033,0.303061367,-3.59E-06,,,
-2.16012493,0.366984988,-3.47E-06,,,
-2.042020215,0.402158075,-3.59E-06,,,
-2.469960557,1.560826129,-2.61E-06,,,
