x,y,w
-3.402665796,-1.490518402,-7.15E-07
-3.402977454,-1.624442771,-7.26E-07
-3.282917079,-1.551678625,-7.30E-07
-3.825050882,-1.267580712,-6.16E-07
-3.924497802,-1.212366546,-5.82E-07
-3.923342677,-1.335661614,-5.88E-07
-4.022789596,-1.280447449,-5.50E-07
-4.023944722,-1.157152381,-5.45E-07
-4.021634471,-1.403742516,-5.54E-07
-3.924231194,-1.465305425,-5.92E-07
-3.826827918,-1.526868333,-6.27E-07
-3.8259394,-1.397224522,-6.22E-07
-3.623293302,-1.375432356,-6.72E-07
-3.72506061,-1.451150345,-6.53E-07
-3.724172092,-1.321506534,-6.46E-07
-4.125305143,-0.741841045,-4.93E-07
-4.221342273,-0.68240805,-4.51E-07
-4.221764608,-0.803380627,-4.53E-07
-4.317801737,-0.743947633,-4.08E-07
-4.317379402,-0.622975056,-4.06E-07
-4.318224072,-0.86492021,-4.10E-07
-4.221126774,-0.923413017,-4.56E-07
-4.124029475,-0.981905825,-5.00E-07
-4.124667309,-0.861873435,-4.96E-07
-3.842292856,-0.909255039,-5.94E-07
-3.936630285,-0.853450374,-5.64E-07
-3.935992451,-0.973482764,-5.69E-07
-4.03032988,-0.9176781,-5.34E-07
-4.030967714,-0.797645709,-5.30E-07
-4.029692046,-1.03771049,-5.39E-07
-3.930245126,-1.092924655,-5.75E-07
-3.830798207,-1.148138821,-6.09E-07
-3.836545531,-1.02869693,-6.01E-07
-4.315363853,-0.503341329,-4.05E-07
-4.219326723,-0.562774323,-4.50E-07
-4.123289593,-0.622207317,-4.91E-07
-4.217311173,-0.443140595,-4.49E-07
-4.121274043,-0.50257359,-4.89E-07
-4.119258494,-0.382939862,-4.88E-07
-4.604801258,-0.316048773,-2.51E-07
-4.507754786,-0.378726364,-3.05E-07
-4.410708315,-0.441403955,-3.57E-07
-4.505046569,-0.256588257,-3.06E-07
-4.408000098,-0.319265849,-3.58E-07
-4.405291881,-0.197127742,-3.58E-07
-4.214602956,-0.321002489,-4.48E-07
-4.312655636,-0.381203222,-4.05E-07
-4.309947419,-0.259065115,-4.05E-07
-4.700884446,-0.005055634,-1.93E-07
-4.80058963,0.058357972,-1.31E-07
-4.80058963,-0.065098818,-1.31E-07
-4.900294815,-0.001685211,-6.67E-08
-4.900294815,0.121771579,-6.67E-08
-5,0.061728395,-5.89E-25
-5,0.185185185,0
-4.900294815,-0.125142002,-6.67E-08
-5,-0.061728395,-2.26E-23
-4.801813464,-0.18858337,-1.30E-07
-4.703332112,-0.252024737,-1.92E-07
-4.702108279,-0.128540186,-1.92E-07
-4.503822736,-0.133103706,-3.06E-07
-4.603577424,-0.192564222,-2.51E-07
-4.602353591,-0.06907967,-2.51E-07
-4.699043795,0.367710776,-1.95E-07
-4.79936253,0.430325702,-1.32E-07
-4.79936253,0.306868912,-1.32E-07
-4.899681265,0.369483839,-6.73E-08
-4.899681265,0.492940629,-6.74E-08
-5,0.432098765,-6.03E-25
-5,0.555555556,0
-4.899681265,0.246027049,-6.71E-08
-5,0.308641975,-2.28E-23
-4.79997608,0.182613442,-1.31E-07
-4.700270896,0.119199836,-1.93E-07
-4.699657345,0.243455306,-1.94E-07
-4.701264528,0.74090656,-1.95E-07
-4.800843019,0.802579682,-1.33E-07
-4.800843019,0.679122892,-1.32E-07
-4.900421509,0.740796014,-6.73E-08
-4.900421509,0.864252804,-6.75E-08
-5,0.802469136,-5.83E-25
-5,0.925925926,0
-4.900421509,0.617339224,-6.71E-08
-5,0.679012346,-2.28E-23
-4.800102774,0.554724297,-1.32E-07
-4.699784039,0.49210937,-1.95E-07
-4.700524284,0.616507965,-1.95E-07
-2.508139434,-2.243472121,-7.74E-07
-2.471465611,-2.170030436,-7.56E-07
-2.421067209,-2.251106072,-7.62E-07
-2.384393386,-2.177664387,-7.42E-07
-2.333994984,-2.258740023,-7.47E-07
-2.434791788,-2.096588751,-7.36E-07
-2.496121952,-2.308528907,-7.81E-07
-2.484104469,-2.373585692,-7.88E-07
-2.409049727,-2.316162858,-7.70E-07
-2.421939109,-2.422647972,-7.86E-07
-2.35977375,-2.471710252,-7.84E-07
-2.346884367,-2.365225138,-7.67E-07
-2.398843176,-2.004692863,-7.09E-07
-2.348444774,-2.0857685,-7.16E-07
-2.298046372,-2.166844136,-7.22E-07
-2.312496161,-1.993872612,-6.85E-07
-2.262097759,-2.074948248,-6.92E-07
-2.226149146,-1.983052361,-6.58E-07
-1.774958574,-3.240835901,-7.40E-07
-1.872187745,-3.241845936,-7.49E-07
-1.810757419,-3.340014222,-7.34E-07
-1.90798659,-3.341024257,-7.42E-07
-1.969416915,-3.242855972,-7.58E-07
-1.846556265,-3.439192543,-7.23E-07
-2.154629317,-2.745902027,-7.82E-07
-2.227307255,-2.689999807,-7.87E-07
-2.241285875,-2.793364801,-7.95E-07
-2.313963814,-2.737462581,-8.00E-07
-2.299985194,-2.634097587,-7.92E-07
-2.327942434,-2.840827576,-8.04E-07
-2.179557681,-2.919231938,-7.91E-07
-2.253750058,-2.880029757,-7.98E-07
-2.167093499,-2.832566982,-7.88E-07
-2.280652164,-2.531739693,-7.79E-07
-2.207974226,-2.587641913,-7.75E-07
-2.135296287,-2.643544133,-7.70E-07
-2.188641196,-2.48528402,-7.58E-07
-2.115963257,-2.54118624,-7.54E-07
-2.096630228,-2.438828346,-7.33E-07
-2.175751813,-2.378798905,-7.38E-07
-2.267762781,-2.425254579,-7.63E-07
-2.254873399,-2.318769464,-7.43E-07
-2.097167598,-2.983412654,-7.83E-07
-2.084703415,-2.896747698,-7.80E-07
-2.002313331,-2.960928414,-7.72E-07
-1.989849149,-2.874263458,-7.68E-07
-1.907459065,-2.938444174,-7.59E-07
-2.072239233,-2.810082742,-7.75E-07
-2.055375672,-3.062735692,-7.77E-07
-2.013583746,-3.14205873,-7.69E-07
-1.960521406,-3.040251452,-7.67E-07
-1.819125404,-3.140038659,-7.49E-07
-1.916354575,-3.141048694,-7.60E-07
-1.863292235,-3.039241416,-7.56E-07
-0.737899371,-4.710933551,-1.87E-07
-0.800574889,-4.807289034,-1.28E-07
-0.677118099,-4.807289034,-1.27E-07
-0.739793617,-4.903644517,-6.49E-08
-0.863250408,-4.903644517,-6.52E-08
-0.802469136,-5,-6.75E-25
-0.616336827,-4.903644517,-6.46E-08
-0.679012346,-5,-2.20E-23
-0.555555556,-5,0
-0.924451209,-4.806834015,-1.29E-07
-0.86177569,-4.710478532,-1.88E-07
-0.98565201,-4.710023513,-1.90E-07
-0.918965633,-4.420384997,-3.52E-07
-0.982486532,-4.516779496,-3.02E-07
-0.858610212,-4.517234515,-3.00E-07
-0.922131111,-4.613629014,-2.46E-07
-1.046007431,-4.613173995,-2.48E-07
-0.798254792,-4.614084033,-2.45E-07
-1.107059274,-4.515315939,-3.05E-07
-1.043538375,-4.41892144,-3.55E-07
-1.168111117,-4.417457883,-3.58E-07
-1.614494434,-3.693253962,-6.56E-07
-1.684661914,-3.603223441,-6.81E-07
-1.557136198,-3.578045496,-6.77E-07
-1.627303678,-3.488014975,-6.99E-07
-1.499777962,-3.462837031,-6.91E-07
-1.754829394,-3.513192919,-7.04E-07
-1.683231703,-3.314836278,-7.25E-07
-1.719030549,-3.414014599,-7.17E-07
-1.591504833,-3.388836655,-7.09E-07
-1.414972705,-4.010361159,-5.48E-07
-1.479562898,-3.908925043,-5.86E-07
-1.35186332,-3.907951542,-5.80E-07
-1.416453514,-3.806515425,-6.14E-07
-1.288753936,-3.805541924,-6.07E-07
-1.544153092,-3.807488926,-6.21E-07
-1.486794856,-3.692280461,-6.48E-07
-1.359095278,-3.69130696,-6.40E-07
-1.42943662,-3.577071996,-6.68E-07
-1.100009539,-4.126915604,-4.90E-07
-1.164234312,-4.223275178,-4.52E-07
-1.03966157,-4.224738735,-4.47E-07
-1.103886344,-4.321098309,-4.05E-07
-1.228459085,-4.319634752,-4.09E-07
-0.979313602,-4.322561866,-4.01E-07
-1.290258496,-4.218560236,-4.58E-07
-1.226033722,-4.122200661,-4.97E-07
-1.352057906,-4.117485719,-5.03E-07
-1.225839137,-3.912666484,-5.72E-07
-1.288948521,-4.015076102,-5.40E-07
-1.162924338,-4.019791044,-5.33E-07
-0.368343702,-4.711643762,-1.84E-07
-0.430747653,-4.807762508,-1.26E-07
-0.307290863,-4.807762508,-1.25E-07
-0.369694814,-4.903881254,-6.40E-08
-0.493151604,-4.903881254,-6.42E-08
-0.432098765,-5,-6.74E-25
-0.246238024,-4.903881254,-6.39E-08
-0.308641975,-5,-2.17E-23
-0.185185185,-5,0
-0.553932876,-4.807525771,-1.26E-07
-0.491528925,-4.711407025,-1.85E-07
-0.614714148,-4.711170288,-1.86E-07
0.001219489,-4.71156836,-1.83E-07
-0.060915402,-4.80771224,-1.25E-07
0.062541388,-4.80771224,-1.25E-07
4.06E-04,-4.90385612,-6.38E-08
-0.123050294,-4.90385612,-6.38E-08
-0.061728395,-5,-6.65E-25
0.123863286,-4.90385612,-6.38E-08
0.061728395,-5,-2.17E-23
0.185185185,-5,0
-0.184103133,-4.807737374,-1.25E-07
-0.121968242,-4.711593494,-1.84E-07
-0.245155972,-4.711618628,-1.84E-07
-4.901154952,0.987586589,-6.73E-08
-4.801576462,0.925913467,-1.33E-07
-4.701997971,0.864240345,-1.95E-07
-4.802309905,1.049247253,-1.33E-07
-4.702731414,0.98757413,-1.96E-07
-4.703464857,1.110907916,-1.96E-07
-4.802309905,1.172704043,-1.33E-07
-4.901154952,1.111043379,-6.75E-08
-4.901154952,1.234500169,-6.77E-08
-5,1.172839506,-5.50E-25
-5,1.296296296,0
-5,1.049382716,-2.28E-23
-2.430371979,-1.926842641,-6.99E-07
-2.480569897,-1.86092257,-6.96E-07
-2.375553769,-1.838172167,-6.63E-07
-2.425751687,-1.772252096,-6.61E-07
-2.320735558,-1.749501693,-6.23E-07
-2.530767815,-1.7950025,-6.94E-07
-2.25767795,-1.905202138,-6.46E-07
-2.344024965,-1.916022389,-6.74E-07
-2.289206754,-1.827351916,-6.35E-07
-2.688594814,-1.740537212,-7.16E-07
-2.786049639,-1.759975615,-7.35E-07
-2.741405686,-1.663321521,-7.11E-07
-2.83886051,-1.682759924,-7.30E-07
-2.794216557,-1.58610583,-7.06E-07
-2.883504463,-1.779414018,-7.50E-07
-2.961844445,-1.69167093,-7.44E-07
-2.917200492,-1.595016836,-7.25E-07
-3.040184427,-1.603927842,-7.37E-07
-2.526232899,-1.587273481,-6.44E-07
-2.562749914,-1.664099955,-6.72E-07
-2.457733785,-1.641349552,-6.37E-07
-2.4942508,-1.718176026,-6.67E-07
-2.599266928,-1.740926429,-6.98E-07
-2.389234672,-1.695425622,-6.30E-07
-2.615560785,-1.586884264,-6.68E-07
-2.6520778,-1.663710738,-6.93E-07
-2.704888671,-1.586495047,-6.89E-07
-3.231295522,-1.232290166,-6.98E-07
-3.328335185,-1.297979503,-7.03E-07
-3.208586469,-1.359139727,-7.12E-07
-3.305626132,-1.424829064,-7.16E-07
-3.425374849,-1.363668841,-7.02E-07
-3.185877415,-1.485989287,-7.26E-07
-2.83623942,-1.496463426,-6.97E-07
-2.959223355,-1.505374432,-7.16E-07
-2.878262283,-1.406821021,-6.89E-07
-3.001246218,-1.415732027,-7.07E-07
-2.920285146,-1.317178617,-6.81E-07
-3.08220729,-1.514285437,-7.27E-07
-3.023955271,-1.288882466,-6.91E-07
-3.104916343,-1.387435877,-7.12E-07
-3.127625396,-1.260586316,-6.97E-07
-3.733049764,-0.951702451,-6.23E-07
-3.727302439,-1.071144342,-6.31E-07
-3.721555115,-1.190586233,-6.39E-07
-3.623806672,-0.994149863,-6.47E-07
-3.618059347,-1.113591754,-6.56E-07
-3.51456358,-1.036597275,-6.66E-07
-3.620676325,-1.244512055,-6.64E-07
-3.519797535,-1.298437877,-6.85E-07
-3.517180558,-1.167517576,-6.75E-07
-3.325718208,-1.167059202,-6.90E-07
-3.422757871,-1.23274854,-6.91E-07
-3.420140894,-1.101828238,-6.79E-07
-3.840840549,-0.563033435,-5.81E-07
-3.93364653,-0.503002244,-5.54E-07
-3.93566208,-0.622635971,-5.57E-07
-4.028468062,-0.56260478,-5.25E-07
-4.026452512,-0.442971053,-5.23E-07
-4.030483611,-0.682238508,-5.27E-07
-3.936146182,-0.738043173,-5.60E-07
-3.841808753,-0.793847838,-5.90E-07
-3.841324651,-0.678440636,-5.85E-07
-3.624703198,-0.744320395,-6.33E-07
-3.696748981,-0.683891409,-6.18E-07
-3.697233084,-0.79929861,-6.23E-07
-3.769278867,-0.738869623,-6.05E-07
-3.768794765,-0.623462422,-6.01E-07
-3.76976297,-0.854276824,-6.10E-07
-3.587989992,-0.841746022,-6.43E-07
-3.660519878,-0.896724236,-6.35E-07
-3.551276786,-0.939171648,-6.54E-07
-4.022685519,-0.326719456,-5.22E-07
-3.929879537,-0.386750647,-5.52E-07
-3.837073555,-0.446781838,-5.79E-07
-3.926112544,-0.270499051,-5.52E-07
-3.833306562,-0.330530242,-5.77E-07
-3.829539569,-0.214278645,-5.76E-07
-4.303913684,-0.137357242,-4.07E-07
-4.208569221,-0.199294616,-4.50E-07
-4.113224758,-0.261231989,-4.89E-07
-4.202535486,-0.077586743,-4.52E-07
-4.107191023,-0.139524117,-4.90E-07
-4.101157288,-0.017816244,-4.92E-07
-3.920078808,-0.148791178,-5.52E-07
-4.016651783,-0.205011584,-5.23E-07
-4.010618048,-0.083303711,-5.24E-07
-4.396430726,0.175638877,-3.63E-07
-4.497301749,0.239662843,-3.10E-07
-4.497915299,0.115407373,-3.10E-07
-4.598786322,0.179431339,-2.54E-07
-4.598172772,0.303686809,-2.54E-07
-4.599399872,0.055175869,-2.53E-07
-4.500869018,-0.008848166,-3.08E-07
-4.402338163,-0.072872202,-3.60E-07
-4.399384444,0.051383337,-3.61E-07
-4.199581767,0.046668796,-4.53E-07
-4.300959965,-0.013101703,-4.09E-07
-4.298006247,0.111153837,-4.10E-07
-4.394829886,0.551002285,-3.67E-07
-4.496974767,0.61430371,-3.13E-07
-4.496234523,0.489905115,-3.13E-07
-4.598379403,0.55320654,-2.56E-07
-4.599119647,0.677605135,-2.56E-07
-4.597639159,0.428807945,-2.55E-07
-4.496768136,0.364783979,-3.11E-07
-4.395897113,0.300760013,-3.64E-07
-4.3953635,0.425881149,-3.65E-07
-4.405844998,0.92573921,-3.66E-07
-4.505051618,0.987462112,-3.13E-07
-4.504318175,0.864128326,-3.12E-07
-4.603524795,0.925851228,-2.56E-07
-4.604258238,1.049185014,-2.56E-07
-4.602791351,0.802517443,-2.55E-07
-4.500646471,0.739216018,-3.13E-07
-4.39850159,0.675914593,-3.66E-07
-4.402173294,0.800826901,-3.66E-07
-2.154599836,-1.933019252,-6.22E-07
-2.186128639,-1.855169029,-6.09E-07
-2.083050525,-1.882986143,-5.81E-07
-2.114579329,-1.80513592,-5.67E-07
-2.011501214,-1.832953034,-5.37E-07
-2.217657443,-1.777318807,-5.96E-07
-2.147164734,-2.034171066,-6.49E-07
-2.075615423,-1.984137957,-6.12E-07
-2.068180321,-2.08528977,-6.40E-07
-1.99663101,-2.035256661,-6.02E-07
-1.989195908,-2.136408475,-6.31E-07
-2.004066112,-1.934104848,-5.70E-07
-2.183113346,-2.126066953,-6.84E-07
-2.219061959,-2.21796284,-7.15E-07
-2.104128933,-2.177185658,-6.76E-07
-2.060818788,-2.338021723,-7.04E-07
-2.139940373,-2.277992282,-7.10E-07
-2.025007348,-2.237215099,-6.70E-07
-1.651455938,-2.999828931,-7.26E-07
-1.736790314,-2.979367346,-7.37E-07
-1.692623484,-3.080164588,-7.34E-07
-1.777957859,-3.059703002,-7.45E-07
-1.82212469,-2.95890576,-7.48E-07
-1.733791029,-3.160500244,-7.39E-07
-1.522179551,-3.16562693,-7.13E-07
-1.56527168,-3.11036093,-7.18E-07
-1.606439225,-3.190696587,-7.23E-07
-1.649531354,-3.135430587,-7.29E-07
-1.608363809,-3.055094931,-7.22E-07
-1.690698899,-3.215766244,-7.32E-07
-1.514712354,-3.264696964,-7.10E-07
-1.598972029,-3.289766621,-7.18E-07
-1.507245158,-3.363766998,-7.03E-07
-1.87260895,-2.612960264,-7.18E-07
-1.947282709,-2.554916291,-7.23E-07
-1.966615739,-2.657274185,-7.43E-07
-2.041289498,-2.599230212,-7.48E-07
-2.021956468,-2.496872319,-7.28E-07
-2.060622528,-2.701588106,-7.64E-07
-1.978232444,-2.765768821,-7.58E-07
-1.89584236,-2.829949537,-7.51E-07
-1.884225655,-2.721454901,-7.37E-07
-1.839281155,-2.357745641,-6.52E-07
-1.925064179,-2.384773209,-6.82E-07
-1.85039042,-2.442817182,-6.77E-07
-1.936173444,-2.46984475,-7.04E-07
-2.010847204,-2.411800778,-7.09E-07
-1.861499685,-2.527888723,-6.99E-07
-1.889252739,-2.283966585,-6.45E-07
-1.975035764,-2.310994154,-6.76E-07
-1.939224324,-2.21018753,-6.38E-07
-1.651425561,-2.744895519,-6.96E-07
-1.725153357,-2.700917101,-7.04E-07
-1.736770062,-2.809411738,-7.22E-07
-1.810497859,-2.765433319,-7.29E-07
-1.798881154,-2.656938682,-7.11E-07
-1.822114564,-2.873927956,-7.43E-07
-1.651445813,-2.914851127,-7.19E-07
-1.736780188,-2.894389542,-7.31E-07
-1.651435687,-2.829873323,-7.09E-07
-1.442068886,-3.180226736,-7.03E-07
-1.43460169,-3.27929677,-7.00E-07
-1.427134493,-3.378366804,-6.93E-07
-1.361958221,-3.194826543,-6.93E-07
-1.354491025,-3.293896577,-6.91E-07
-1.281847556,-3.209426349,-6.83E-07
-0.547998793,-4.423572943,-3.44E-07
-0.611298986,-4.519359813,-2.95E-07
-0.488113763,-4.51959655,-2.93E-07
-0.551413955,-4.615383419,-2.41E-07
-0.674599178,-4.615146682,-2.43E-07
-0.428228733,-4.615620156,-2.40E-07
-0.734954599,-4.518297164,-2.97E-07
-0.671654406,-4.422510294,-3.46E-07
-0.79531002,-4.421447646,-3.49E-07
-0.725494193,-4.13525321,-4.75E-07
-0.789984673,-4.230297139,-4.38E-07
-0.66632906,-4.231359788,-4.34E-07
-0.73081954,-4.326403717,-3.94E-07
-0.854475153,-4.325341068,-3.97E-07
-0.607163927,-4.327466366,-3.91E-07
-0.914823122,-4.227517937,-4.42E-07
-0.850332642,-4.132474008,-4.79E-07
-0.97517109,-4.129694806,-4.85E-07
-1.218448739,-3.698142149,-6.28E-07
-1.288790081,-3.583907185,-6.55E-07
-1.148143543,-3.590742375,-6.43E-07
-1.218484885,-3.47650741,-6.64E-07
-1.077838346,-3.4833426,-6.51E-07
-1.359131423,-3.469672221,-6.78E-07
-1.213844486,-3.300731766,-6.75E-07
-1.286487955,-3.385201993,-6.79E-07
-1.145841416,-3.392037183,-6.64E-07
-0.904963008,-3.838923109,-5.76E-07
-0.969978518,-3.934920607,-5.53E-07
-0.84514007,-3.937699809,-5.46E-07
-0.91015558,-4.033697307,-5.18E-07
-1.034994028,-4.030918105,-5.24E-07
-0.785317131,-4.03647651,-5.12E-07
-1.097908827,-3.923793546,-5.62E-07
-1.032893317,-3.827796047,-5.86E-07
-1.160823626,-3.816668986,-5.96E-07
-1.09051843,-3.709269211,-6.17E-07
-0.962588121,-3.720396272,-6.07E-07
-1.020213233,-3.601869436,-6.32E-07
-0.179632283,-4.423475375,-3.40E-07
-0.242536089,-4.519531504,-2.92E-07
-0.119348359,-4.51950637,-2.91E-07
-0.182252165,-4.615562499,-2.39E-07
-0.305439896,-4.615587633,-2.40E-07
-0.059064435,-4.615537365,-2.39E-07
-0.365324926,-4.519564027,-2.92E-07
-0.302421119,-4.423507898,-3.41E-07
-0.425209956,-4.423540421,-3.42E-07
0.37072783,-4.712081665,-1.84E-07
0.308880281,-4.808054443,-1.25E-07
0.432337072,-4.808054443,-1.25E-07
0.370489523,-4.904027222,-6.40E-08
0.247032733,-4.904027222,-6.38E-08
0.308641975,-5,-6.43E-25
0.493946314,-4.904027222,-6.41E-08
0.432098765,-5,-2.18E-23
0.555555556,-5,0
0.185710835,-4.807883342,-1.25E-07
0.247558383,-4.711910563,-1.84E-07
0.124388936,-4.711739462,-1.83E-07
0.189283256,-4.423893087,-3.40E-07
0.126595334,-4.519784844,-2.91E-07
0.249764781,-4.519955946,-2.91E-07
0.187076858,-4.615847704,-2.39E-07
0.063907411,-4.615676602,-2.39E-07
0.310246305,-4.616018806,-2.39E-07
0.003623488,-4.519645607,-2.91E-07
0.06631141,-4.42375385,-3.40E-07
-0.056660436,-4.423614612,-3.40E-07
0.738237015,-4.711703434,-1.86E-07
0.677343195,-4.807802289,-1.27E-07
0.800799985,-4.807802289,-1.27E-07
0.739906166,-4.903901145,-6.48E-08
0.616449375,-4.903901145,-6.44E-08
0.679012346,-5,-6.21E-25
0.863362956,-4.903901145,-6.51E-08
0.802469136,-5,-2.20E-23
0.925925926,-5,0
0.554840133,-4.807928366,-1.26E-07
0.615733953,-4.711829511,-1.86E-07
0.493230891,-4.711955588,-1.85E-07
-4.605243023,1.172287581,-2.57E-07
-4.506036404,1.110564679,-3.14E-07
-4.406829784,1.048841777,-3.68E-07
-4.50702119,1.233667247,-3.15E-07
-4.40781457,1.171944345,-3.69E-07
-4.408799356,1.295046913,-3.71E-07
-4.705054561,1.479991785,-1.97E-07
-4.803369708,1.542216745,-1.34E-07
-4.803369708,1.418759955,-1.33E-07
-4.901684854,1.480984916,-6.77E-08
-4.901684854,1.604441706,-6.79E-08
-5,1.543209877,-5.08E-25
-5,1.666666667,0
-4.901684854,1.357528126,-6.76E-08
-5,1.419753086,-2.29E-23
-4.802839806,1.295731999,-1.33E-07
-4.703994759,1.233935872,-1.97E-07
-4.70452466,1.356963828,-1.97E-07
-4.507551091,1.356695203,-3.16E-07
-4.605772925,1.295315538,-2.58E-07
-4.606302826,1.418343494,-2.58E-07
-2.060467213,-1.585749818,-4.65E-07
-2.147223328,-1.640333776,-5.23E-07
-2.044145213,-1.66815089,-4.89E-07
-2.130901328,-1.722734848,-5.45E-07
-2.233979443,-1.694917735,-5.76E-07
-2.027823213,-1.750551962,-5.13E-07
-2.293785996,-1.459274874,-5.26E-07
-2.302769184,-1.556017147,-5.59E-07
-2.216013068,-1.501433188,-5.06E-07
-2.224996256,-1.598175462,-5.41E-07
-2.311752371,-1.65275942,-5.92E-07
-2.138240141,-1.543591503,-4.85E-07
-2.448750598,-1.544607278,-6.09E-07
-2.380251484,-1.598683349,-6.00E-07
-2.371268297,-1.501941076,-5.70E-07
-2.724927357,-1.499042242,-6.76E-07
-2.76695022,-1.409399838,-6.68E-07
-2.655638157,-1.411978655,-6.41E-07
-2.69766102,-1.32233625,-6.33E-07
-2.586348957,-1.324915067,-6.00E-07
-2.808973083,-1.319757434,-6.60E-07
-2.546271585,-1.499820676,-6.29E-07
-2.635599471,-1.499431459,-6.54E-07
-2.566310271,-1.412367872,-6.14E-07
-2.468789284,-1.457154474,-5.93E-07
-2.391306983,-1.414488271,-5.52E-07
-2.48882797,-1.369701669,-5.77E-07
-3.225292827,-0.963361107,-6.68E-07
-3.321716411,-0.987773163,-6.73E-07
-3.227293725,-1.053004126,-6.78E-07
-3.32371731,-1.077416182,-6.81E-07
-3.418139996,-1.012185219,-6.72E-07
-3.229294623,-1.142647146,-6.88E-07
-2.994411635,-1.037102237,-6.51E-07
-3.073372931,-1.10216488,-6.71E-07
-2.969702805,-1.13046103,-6.60E-07
-3.048664101,-1.195523673,-6.81E-07
-3.152334226,-1.167227523,-6.87E-07
-2.944993975,-1.223819823,-6.70E-07
-3.148332429,-0.987941483,-6.65E-07
-3.150333328,-1.077584503,-6.76E-07
-3.071372032,-1.01252186,-6.60E-07
-2.75226984,-1.109819553,-6.07E-07
-2.808274942,-1.178939241,-6.35E-07
-2.696962879,-1.181518058,-6.04E-07
-2.752967981,-1.250637746,-6.34E-07
-2.864280044,-1.248058929,-6.59E-07
-2.641655918,-1.253216562,-6.02E-07
-2.832983772,-1.085580448,-6.24E-07
-2.888988874,-1.154700135,-6.49E-07
-2.913697703,-1.061341342,-6.39E-07
-3.267643583,-0.888604188,-6.63E-07
-3.364067167,-0.913016244,-6.66E-07
-3.309994339,-0.813847269,-6.57E-07
-3.406417923,-0.838259325,-6.59E-07
-3.352345095,-0.73909035,-6.52E-07
-3.460490752,-0.9374283,-6.63E-07
-3.533917163,-0.742577047,-6.44E-07
-3.497203958,-0.840002673,-6.53E-07
-3.443131129,-0.740833699,-6.50E-07
-3.72239851,-0.27256206,-5.99E-07
-3.726165503,-0.388813656,-6.01E-07
-3.729932496,-0.505065253,-6.04E-07
-3.61525745,-0.330845475,-6.17E-07
-3.619024444,-0.447097071,-6.20E-07
-3.508116391,-0.389128889,-6.28E-07
-3.585840929,-0.625923227,-6.32E-07
-3.657886713,-0.56549424,-6.19E-07
-3.54697866,-0.507526058,-6.30E-07
-3.495054895,-0.624179878,-6.40E-07
-3.40426886,-0.62243653,-6.44E-07
-3.456192626,-0.50578271,-6.36E-07
-3.582923852,-0.09362151,-6.16E-07
-3.665129091,-0.133840555,-6.07E-07
-3.557988032,-0.19212397,-6.20E-07
-3.640193271,-0.232343015,-6.11E-07
-3.74733433,-0.1740596,-5.93E-07
-3.533052212,-0.29062643,-6.24E-07
-3.804378646,-0.094656014,-5.81E-07
-3.894917886,-0.029168547,-5.58E-07
-3.779217723,0.024966617,-5.86E-07
-3.869756963,0.090454084,-5.65E-07
-3.7540568,0.144589248,-5.92E-07
-3.985457125,0.03631892,-5.32E-07
-3.639968168,-0.014217924,-6.09E-07
-3.722173407,-0.054436969,-5.97E-07
-3.697012484,0.065185662,-6.01E-07
-4.076776592,0.355019061,-5.04E-07
-4.182794357,0.420346802,-4.63E-07
-4.18332797,0.295225667,-4.61E-07
-4.289345735,0.360553408,-4.16E-07
-4.288812122,0.485674543,-4.17E-07
-4.289879348,0.235432272,-4.14E-07
-4.191454869,0.170947231,-4.57E-07
-4.093030389,0.106462191,-4.95E-07
-4.084903491,0.230740626,-4.99E-07
-3.977330227,0.160597355,-5.35E-07
-3.861630064,0.214732519,-5.68E-07
-3.969203328,0.28487579,-5.39E-07
-4.088915957,0.730094767,-5.07E-07
-4.194558971,0.795309581,-4.65E-07
-4.190887267,0.670397273,-4.64E-07
-4.29653028,0.735612087,-4.18E-07
-4.300201985,0.860524395,-4.18E-07
-4.292858576,0.610699779,-4.17E-07
-4.186840812,0.545372037,-4.63E-07
-4.080823047,0.480044296,-5.04E-07
-4.084869502,0.605069532,-5.05E-07
-4.104563434,1.110830146,-5.12E-07
-4.205975408,1.172235735,-4.69E-07
-4.204990622,1.049133168,-4.67E-07
-4.306402596,1.110538756,-4.20E-07
-4.307387382,1.233641324,-4.22E-07
-4.30541781,0.987436189,-4.18E-07
-4.199774796,0.922221374,-4.66E-07
-4.094131782,0.85700656,-5.08E-07
-4.099347608,0.983918353,-5.10E-07
-1.946323981,-1.597964419,-4.14E-07
-1.930001981,-1.680365491,-4.41E-07
-1.913679982,-1.762766563,-4.68E-07
-1.832180749,-1.610179021,-3.62E-07
-1.815858749,-1.692580093,-3.91E-07
-1.754364513,-1.920947433,-4.66E-07
-1.742255514,-1.821429496,-4.16E-07
-1.840076746,-1.891615967,-4.90E-07
-1.827967748,-1.79209803,-4.42E-07
-1.730146516,-1.721911559,-3.63E-07
-1.92578898,-1.8622845,-5.13E-07
-1.918353878,-1.963436314,-5.49E-07
-1.910918776,-2.064588128,-5.82E-07
-1.832641644,-1.992767781,-5.27E-07
-1.72372638,-2.001495785,-4.89E-07
-1.802003512,-2.073316132,-5.47E-07
-1.880280644,-2.145136479,-5.99E-07
-1.693088248,-2.082044136,-5.10E-07
-1.77136538,-2.153864483,-5.66E-07
-1.662450116,-2.162592487,-5.32E-07
-1.780337475,-2.292694589,-6.16E-07
