%X,Y,delN 
-1.532088351,-1.285575857,0
-1.594071407,-1.397848445,5.12E+16
-1.656054462,-1.510121033,9.59E+16
-1.718037517,-1.622393622,1.34E+17
-1.454700685,-1.372530581,0
-1.514291961,-1.482411388,5.08E+16
-1.573883237,-1.592292195,9.50E+16
-1.37252946,-1.454701743,0
-1.429728957,-1.562190768,5.03E+16
-1.285574678,-1.532089341,0
-1.732050327,-1.000000832,0
-1.81177308,-1.099990284,5.07E+16
-1.891495832,-1.199979736,9.49E+16
-1.971218585,-1.299969188,1.33E+17
-1.671277919,-1.098586939,0
-1.74805988,-1.196879175,5.03E+16
-1.824841841,-1.295171411,9.43E+16
-1.604623927,-1.193778614,0
-1.678465096,-1.290373634,5.00E+16
-1.327398619,-1.654567178,5.15E+16
-1.36922256,-1.777045015,9.64E+16
-1.411046501,-1.899522851,1.35E+17
-1.193777377,-1.604624847,0
-1.233904105,-1.72416189,5.10E+16
-1.274030834,-1.843698933,9.53E+16
-1.098585651,-1.671278766,0
-1.137015167,-1.787875015,5.05E+16
-0.9999995,-1.732051097,0
-1.879384862,-0.684041329,0
-1.974367217,-0.768899759,4.99E+16
-2.069349571,-0.853758189,9.34E+16
-2.164331926,-0.938616619,1.31E+17
-1.836909215,-0.791136853,0
-1.928573637,-0.875107438,4.96E+16
-2.020238059,-0.959078023,9.29E+16
-1.787797703,-0.896456687,0
-1.876144193,-0.979539428,4.94E+16
-1.018256947,-1.862662057,5.18E+16
-1.036514394,-1.993273018,9.66E+16
-1.054771842,-2.123883979,1.35E+17
-0.896455309,-1.787798394,0
-0.913824916,-1.915091421,5.12E+16
-0.931194522,-2.042384449,9.56E+16
-0.791135437,-1.836909825,0
-0.807617202,-1.960884919,5.07E+16
-0.684039883,-1.879385389,0
-1.969615233,-0.347297904,0
-2.076805625,-0.417225083,4.92E+16
-2.183996018,-0.487152263,9.21E+16
-2.29118641,-0.557079443,1.29E+17
-1.946542046,-0.459542142,0
-2.050230637,-0.529471107,4.90E+16
-2.153919228,-0.599400072,9.17E+16
-1.916465255,-0.57178995,0
-2.016652045,-0.6417207,4.88E+16
-0.673303346,-2.010670906,5.03E+16
-0.662566809,-2.141956423,9.39E+16
-0.651830272,-2.273241939,1.31E+17
-0.571788383,-1.916465723,0
-0.561053636,-2.044249432,4.99E+16
-0.550318889,-2.172033142,9.31E+16
-0.459540463,-1.946542442,0
-0.448807505,-2.070824345,4.95E+16
-0.347296122,-1.969615547,0
-2,0,0
-2.120244515,-0.043702833,4.98E+16
-2.24048903,-0.087405665,9.30E+16
-2.360733544,-0.131108498,1.30E+17
-1.996824349,-0.113897856,0
-2.113592562,-0.158534745,4.94E+16
