X,Y,phi
-4.901684854,1.357528126,9.13E-05
-5,1.419753086,3.18E-20
-4.802839806,1.295731999,1.75E-04
-4.703994759,1.233935872,2.50E-04
-4.70452466,1.356963828,2.50E-04
-4.507551091,1.356695203,3.79E-04
-4.606302826,1.418343494,3.18E-04
-4.605772925,1.295315538,3.18E-04
-2.060467213,-1.585749818,4.97E-04
-2.147223328,-1.640333776,5.48E-04
-2.233979443,-1.694917735,5.93E-04
-2.044145213,-1.66815089,5.18E-04
-2.130901328,-1.722734848,5.66E-04
-2.027823213,-1.750551962,5.39E-04
-2.293785996,-1.459274874,5.53E-04
-2.302769184,-1.556017147,5.80E-04
-2.311752371,-1.65275942,6.06E-04
-2.216013068,-1.501433188,5.34E-04
-2.224996256,-1.598175462,5.64E-04
-2.138240141,-1.543591503,5.16E-04
-2.448750598,-1.544607278,6.23E-04
-2.380251484,-1.598683349,6.14E-04
-2.371268297,-1.501941076,5.90E-04
-2.724927357,-1.499042242,6.79E-04
-2.655638157,-1.411978655,6.52E-04
-2.586348957,-1.324915067,6.20E-04
-2.76695022,-1.409399838,6.74E-04
-2.69766102,-1.32233625,6.48E-04
-2.808973083,-1.319757434,6.70E-04
-2.546271585,-1.499820676,6.40E-04
-2.566310271,-1.412367872,6.30E-04
-2.635599471,-1.499431459,6.61E-04
-2.468789284,-1.457154474,6.11E-04
-2.391306983,-1.414488271,5.77E-04
-2.48882797,-1.369701669,5.99E-04
-3.225292827,-0.963361107,6.88E-04
-3.321716411,-0.987773163,6.92E-04
-3.418139996,-1.012185219,6.92E-04
-3.227293725,-1.053004126,6.94E-04
-3.32371731,-1.077416182,6.97E-04
-3.229294623,-1.142647146,7.00E-04
-2.994411635,-1.037102237,6.71E-04
-3.073372931,-1.10216488,6.86E-04
-3.152334226,-1.167227523,6.98E-04
-2.969702805,-1.13046103,6.76E-04
-3.048664101,-1.195523673,6.92E-04
-2.944993975,-1.223819823,6.82E-04
-3.148332429,-0.987941483,6.85E-04
-3.150333328,-1.077584503,6.91E-04
-3.071372032,-1.01252186,6.79E-04
-2.75226984,-1.109819553,6.31E-04
-2.808274942,-1.178939241,6.53E-04
-2.864280044,-1.248058929,6.72E-04
-2.696962879,-1.181518058,6.27E-04
-2.752967981,-1.250637746,6.50E-04
-2.641655918,-1.253216562,6.23E-04
-2.832983772,-1.085580448,6.47E-04
-2.913697703,-1.061341342,6.60E-04
-2.888988874,-1.154700135,6.66E-04
-3.267643583,-0.888604188,6.86E-04
-3.309994339,-0.813847269,6.83E-04
-3.352345095,-0.73909035,6.81E-04
-3.364067167,-0.913016244,6.89E-04
-3.406417923,-0.838259325,6.85E-04
-3.460490752,-0.9374283,6.87E-04
-3.533917163,-0.742577047,6.75E-04
-3.497203958,-0.840002673,6.81E-04
-3.443131129,-0.740833699,6.80E-04
-3.72239851,-0.27256206,6.46E-04
-3.726165503,-0.388813656,6.47E-04
-3.729932496,-0.505065253,6.48E-04
-3.61525745,-0.330845475,6.59E-04
-3.619024444,-0.447097071,6.61E-04
-3.508116391,-0.389128889,6.67E-04
-3.585840929,-0.625923227,6.68E-04
-3.54697866,-0.507526058,6.68E-04
-3.657886713,-0.56549424,6.59E-04
-3.495054895,-0.624179878,6.74E-04
-3.40426886,-0.62243653,6.76E-04
-3.456192626,-0.50578271,6.72E-04
-3.582923852,-0.09362151,6.60E-04
-3.665129091,-0.133840555,6.52E-04
-3.74733433,-0.1740596,6.41E-04
-3.557988032,-0.19212397,6.62E-04
-3.640193271,-0.232343015,6.56E-04
-3.533052212,-0.29062643,6.65E-04
-3.804378646,-0.094656014,6.31E-04
-3.779217723,0.024966617,6.36E-04
-3.7540568,0.144589248,6.40E-04
-3.894917886,-0.029168547,6.13E-04
-3.869756963,0.090454084,6.18E-04
-3.985457125,0.03631892,5.90E-04
-3.639968168,-0.014217924,6.54E-04
-3.697012484,0.065185662,6.48E-04
-3.722173407,-0.054436969,6.45E-04
-4.076776592,0.355019061,5.65E-04
-4.182794357,0.420346802,5.28E-04
-4.288812122,0.485674543,4.85E-04
-4.18332797,0.295225667,5.27E-04
-4.289345735,0.360553408,4.84E-04
-4.289879348,0.235432272,4.83E-04
-4.191454869,0.170947231,5.23E-04
-4.093030389,0.106462191,5.58E-04
-4.084903491,0.230740626,5.61E-04
-3.977330227,0.160597355,5.93E-04
-3.861630064,0.214732519,6.21E-04
-3.969203328,0.28487579,5.96E-04
-4.088915957,0.730094767,5.64E-04
-4.194558971,0.795309581,5.27E-04
-4.300201985,0.860524395,4.83E-04
-4.190887267,0.670397273,5.27E-04
-4.29653028,0.735612087,4.83E-04
-4.292858576,0.610699779,4.84E-04
-4.186840812,0.545372037,5.27E-04
-4.080823047,0.480044296,5.64E-04
-4.084869502,0.605069532,5.64E-04
-4.104563434,1.110830146,5.64E-04
-4.205975408,1.172235735,5.27E-04
-4.307387382,1.233641324,4.83E-04
-4.204990622,1.049133168,5.26E-04
-4.306402596,1.110538756,4.82E-04
-4.30541781,0.987436189,4.81E-04
-4.199774796,0.922221374,5.26E-04
-4.094131782,0.85700656,5.64E-04
-4.099347608,0.983918353,5.64E-04
-1.946323981,-1.597964419,4.50E-04
-1.930001981,-1.680365491,4.75E-04
-1.913679982,-1.762766563,4.99E-04
-1.832180749,-1.610179021,4.00E-04
-1.815858749,-1.692580093,4.29E-04
-1.754364513,-1.920947433,4.99E-04
-1.742255514,-1.821429496,4.53E-04
-1.730146516,-1.721911559,4.02E-04
-1.840076746,-1.891615967,5.19E-04
-1.827967748,-1.79209803,4.76E-04
-1.92578898,-1.8622845,5.39E-04
-1.918353878,-1.963436314,5.70E-04
-1.910918776,-2.064588128,5.99E-04
-1.832641644,-1.992767781,5.52E-04
-1.72372638,-2.001495785,5.20E-04
-1.802003512,-2.073316132,5.70E-04
-1.880280644,-2.145136479,6.13E-04
-1.693088248,-2.082044136,5.40E-04
-1.77136538,-2.153864483,5.88E-04
-1.662450116,-2.162592487,5.60E-04
-1.780337475,-2.292694589,6.30E-04
-1.721393796,-2.227643538,5.97E-04
-1.83030906,-2.218915534,6.22E-04
-1.568759336,-2.972279699,7.18E-04
-1.486062734,-2.944730467,7.08E-04
-1.403366132,-2.917181235,6.96E-04
-1.56874921,-2.887301895,7.10E-04
-1.486052608,-2.859752663,6.98E-04
-1.568739085,-2.802324091,7.00E-04
-1.525667207,-3.027545699,7.19E-04
-1.482575078,-3.082811698,7.18E-04
-1.442970605,-2.999996467,7.09E-04
-1.402464413,-3.097411505,7.13E-04
-1.322353748,-3.112011311,7.07E-04
-1.36285994,-3.014596273,7.03E-04
-1.754930228,-2.389145719,6.49E-04
-1.670579301,-2.420545798,6.40E-04
-1.586228374,-2.451945876,6.32E-04
-1.695986548,-2.324094668,6.20E-04
-1.611635621,-2.355494747,6.10E-04
-1.637042869,-2.259043617,5.86E-04
-1.766039493,-2.47421726,6.70E-04
-1.777148758,-2.559288801,6.89E-04
-1.681688566,-2.505617339,6.62E-04
-1.629693165,-2.647245638,6.83E-04
-1.60796077,-2.549595757,6.59E-04
-1.703420962,-2.60326722,6.86E-04
-1.420710283,-2.647086433,6.51E-04
-1.497615375,-2.679689462,6.70E-04
-1.574520468,-2.712292491,6.87E-04
-1.414928899,-2.737118034,6.69E-04
-1.491833992,-2.769721063,6.85E-04
-1.409147515,-2.827149635,6.84E-04
-1.47588298,-2.582039581,6.45E-04
-1.531055677,-2.516992729,6.38E-04
-1.552788073,-2.61464261,6.65E-04
-1.023456875,-3.176573143,6.89E-04
-1.109587102,-3.187524212,6.96E-04
-1.195717329,-3.19847528,7.02E-04
-1.041584032,-3.278829628,6.95E-04
-1.127714259,-3.289780697,7.00E-04
-1.059711189,-3.381086114,6.95E-04
-1.057463427,-3.107205103,6.86E-04
-1.09146998,-3.037837064,6.81E-04
-1.125476532,-2.968469025,6.75E-04
-1.143593654,-3.118156172,6.93E-04
-1.177600207,-3.048788133,6.90E-04
-1.229723881,-3.129107241,7.01E-04
-1.218106398,-2.951373095,6.82E-04
-1.310736265,-2.934277165,6.89E-04
-1.270230073,-3.031692203,6.96E-04
-0.945960421,-3.215838947,6.86E-04
-0.964087578,-3.318095432,6.91E-04
-0.982214735,-3.420351918,6.90E-04
-0.868463966,-3.255104751,6.84E-04
-0.886591123,-3.357361236,6.87E-04
-0.790967512,-3.294370555,6.81E-04
-0.354524256,-4.137859541,5.44E-04
-0.419015768,-4.233097342,5.08E-04
-0.483507281,-4.328335143,4.67E-04
-0.296226931,-4.233064819,5.07E-04
-0.360718444,-4.32830262,4.66E-04
-0.237929607,-4.328270097,4.66E-04
-0.542672414,-4.232228565,5.09E-04
-0.478180902,-4.136990764,5.45E-04
-0.601837547,-4.136121987,5.46E-04
-0.526503931,-3.863863066,6.23E-04
-0.592834019,-3.954326448,6.02E-04
-0.659164106,-4.044789829,5.77E-04
-0.469177373,-3.955195225,6.01E-04
-0.53550746,-4.045658606,5.76E-04
-0.411850814,-4.046527383,5.74E-04
-0.718987044,-3.946013128,6.06E-04
-0.652656957,-3.855549747,6.27E-04
-0.778809982,-3.847236428,6.31E-04
-0.714722806,-3.586015261,6.70E-04
-0.778136206,-3.670317877,6.62E-04
-0.841549607,-3.754620493,6.51E-04
-0.651983181,-3.678631196,6.58E-04
-0.715396582,-3.762933812,6.46E-04
-0.589243556,-3.771247131,6.42E-04
-0.835761319,-3.551791041,6.77E-04
-0.956799833,-3.51756682,6.84E-04
-0.89917472,-3.636093657,6.70E-04
-0.76555261,-3.391585457,6.82E-04
-0.861176221,-3.454576139,6.84E-04
-0.740137708,-3.488800359,6.78E-04
0.013518077,-4.134719742,5.44E-04
-0.050865376,-4.23097162,5.07E-04
-0.115248829,-4.327223498,4.66E-04
0.07210647,-4.231110857,5.07E-04
0.007723017,-4.327362735,4.66E-04
0.130694863,-4.327501972,4.66E-04
-0.173546154,-4.23201822,5.07E-04
-0.109162701,-4.135766342,5.43E-04
-0.231843478,-4.136812941,5.43E-04
0.556708616,-4.425320855,4.19E-04
0.494715021,-4.520907792,3.66E-04
0.432721425,-4.616494729,3.07E-04
0.617218082,-4.520781715,3.67E-04
0.555224487,-4.616368652,3.07E-04
0.677727549,-4.616242575,3.08E-04
0.372239901,-4.520431869,3.66E-04
0.434233496,-4.424844933,4.19E-04
0.311758376,-4.42436901,4.19E-04
0.379180391,-4.138474735,5.44E-04
0.315881346,-4.233614186,5.07E-04
0.252582301,-4.328753636,4.65E-04
0.438356466,-4.234090108,5.07E-04
0.375057421,-4.329229559,4.66E-04
0.497532541,-4.329705482,4.66E-04
0.193993908,-4.232362521,5.07E-04
0.257292953,-4.137223071,5.43E-04
0.135405515,-4.135971407,5.43E-04
1.105144005,-4.709410891,2.45E-04
1.045404645,-4.806273927,1.71E-04
0.985665286,-4.903136964,8.96E-05
1.168861435,-4.806273927,1.72E-04
1.109122076,-4.903136964,8.97E-05
1.049382716,-5,1.98E-21
1.232578866,-4.903136964,8.98E-05
1.172839506,-5,3.12E-20
1.296296296,-5,0
0.923102315,-4.807038108,1.70E-04
0.982841675,-4.710175072,2.44E-04
0.860539345,-4.710939253,2.43E-04
0.922210883,-4.424091143,4.22E-04
0.86088626,-4.519961907,3.68E-04
0.799561638,-4.615832671,3.09E-04
0.98318859,-4.519197726,3.70E-04
0.921863968,-4.615068489,3.10E-04
1.044166298,-4.614304308,3.11E-04
0.739052171,-4.520371811,3.68E-04
0.800376794,-4.424501047,4.21E-04
0.678542705,-4.424910951,4.20E-04
-4.705674556,1.8490423,2.50E-04
-4.803783037,1.911707212,1.75E-04
-4.901891519,1.974372125,9.15E-05
-5,2.037037037,0
-4.803783037,1.788250422,1.75E-04
-4.901891519,1.850915334,9.14E-05
-5,1.913580247,2.02E-21
-4.901891519,1.727458544,9.14E-05
-5,1.790123457,3.18E-20
-4.803576373,1.665233584,1.75E-04
-4.705261226,1.603008623,2.50E-04
-4.705467891,1.726025461,2.50E-04
-4.705781128,2.218881689,2.50E-04
-4.803854085,2.281723595,1.74E-04
-4.901927043,2.344565501,9.11E-05
-5,2.407407407,0
-4.803854085,2.158266805,1.75E-04
-4.901927043,2.221108711,9.12E-05
-5,2.283950617,2.00E-21
-4.901927043,2.097651921,9.14E-05
-5,2.160493827,3.17E-20
-4.803818561,2.034987009,1.75E-04
-4.70571008,1.972322096,2.50E-04
-4.705745604,2.095601893,2.50E-04
-4.312922947,1.355021884,4.82E-04
-4.211510973,1.293616295,5.26E-04
-4.110098999,1.232210707,5.64E-04
-4.217046539,1.414996855,5.25E-04
-4.115634564,1.353591267,5.64E-04
-4.12117013,1.474971827,5.64E-04
-4.412648274,1.660463117,4.34E-04
-4.510323702,1.723322844,3.79E-04
-4.607999129,1.786182572,3.18E-04
-4.510117037,1.600306006,3.79E-04
-4.607792464,1.663165734,3.18E-04
-4.607585799,1.540148895,3.17E-04
-4.508834064,1.478500605,3.79E-04
-4.410082329,1.416852314,4.34E-04
-4.411365302,1.538657715,4.34E-04
-4.218329511,1.536802257,5.26E-04
-4.315488893,1.598632687,4.83E-04
-4.31420592,1.476827285,4.82E-04
-1.802431206,-1.514918811,3.40E-04
-1.740448151,-1.402646222,2.43E-04
-1.886824896,-1.407443999,3.39E-04
-2.03071767,-1.490489608,4.50E-04
-1.916574438,-1.502704209,3.97E-04
-2.000968128,-1.395229398,3.99E-04
-2.108490598,-1.448331293,4.72E-04
-2.078741056,-1.353071083,4.25E-04
-2.186263526,-1.406172978,4.94E-04
-2.29765535,-1.208573348,4.89E-04
-2.296365565,-1.292140523,5.10E-04
-2.295075781,-1.375707699,5.32E-04
-2.188843095,-1.239038628,4.44E-04
-2.18755331,-1.322605803,4.69E-04
-2.08003084,-1.269503908,3.96E-04
-2.393886552,-1.247353921,5.40E-04
-2.490117755,-1.286134494,5.83E-04
-2.392596768,-1.330921096,5.58E-04
-2.487445849,-1.036265429,5.33E-04
-2.520413552,-1.132481975,5.64E-04
-2.553381255,-1.228698521,5.93E-04
-2.424182349,-1.093701402,5.18E-04
-2.457150052,-1.189917948,5.52E-04
-2.360918849,-1.151137375,5.04E-04
-2.663995176,-1.085301511,6.04E-04
-2.608688215,-1.157000016,5.98E-04
-2.575720513,-1.06078347,5.71E-04
-3.170428005,-0.902382678,6.81E-04
-3.093467607,-0.926963055,6.75E-04
-3.01650721,-0.951543432,6.67E-04
-3.115563183,-0.84140425,6.71E-04
-3.038602785,-0.865984627,6.63E-04
-3.060698361,-0.780425822,6.60E-04
-3.212778761,-0.82762576,6.79E-04
-3.157913939,-0.766647331,6.71E-04
-3.255129517,-0.752868841,6.78E-04
-2.910613802,-0.975851574,6.51E-04
-2.826815969,-0.914600911,6.26E-04
-2.743018135,-0.853350248,5.96E-04
-2.932709377,-0.890292769,6.47E-04
-2.848911544,-0.829042106,6.23E-04
-2.954804952,-0.804733964,6.44E-04
-2.749185938,-1.024329785,6.19E-04
-2.746102037,-0.938840016,6.07E-04
-2.82989987,-1.000090679,6.36E-04
-2.660911275,-0.999811743,5.90E-04
-2.572636611,-0.975293702,5.56E-04
-2.657827373,-0.914321975,5.77E-04
-3.180696214,-0.520708615,6.61E-04
-3.237912507,-0.593502526,6.69E-04
-3.295128801,-0.666296438,6.76E-04
-3.140696929,-0.607281017,6.60E-04
-3.197913223,-0.680074929,6.70E-04
-3.100697645,-0.693853419,6.60E-04
-3.289836273,-0.476848706,6.68E-04
-3.398976332,-0.432988798,6.71E-04
-3.347052567,-0.549642618,6.73E-04
-3.511296427,-0.100327808,6.64E-04
-3.486360607,-0.198830268,6.65E-04
-3.461424787,-0.297332727,6.67E-04
-3.439669002,-0.107034106,6.65E-04
-3.414733182,-0.205536565,6.66E-04
-3.368041578,-0.113740403,6.65E-04
-3.309900805,-0.164840067,6.62E-04
-3.35659241,-0.256636229,6.66E-04
-3.403284014,-0.348432391,6.69E-04
-3.251760033,-0.215939731,6.59E-04
-3.298451637,-0.307735893,6.64E-04
-3.19361926,-0.267039394,6.54E-04
-3.189311578,-0.351595801,6.56E-04
-3.294143955,-0.392292299,6.66E-04
-3.185003896,-0.436152208,6.58E-04
-3.534523887,-0.030715474,6.62E-04
-3.486123922,0.032190561,6.64E-04
-3.437723957,0.095096596,6.65E-04
-3.591568203,0.048688112,6.59E-04
-3.543168238,0.111594147,6.62E-04
-3.648612519,0.128091697,6.54E-04
-3.391269037,-0.04412807,6.65E-04
-3.414496497,0.025484263,6.65E-04
-3.462896462,-0.037421772,6.65E-04
-3.510530696,0.321816539,6.66E-04
-3.591706064,0.262740775,6.60E-04
-3.672881432,0.203665012,6.52E-04
-3.486261783,0.246243225,6.66E-04
-3.567437151,0.187167461,6.61E-04
-3.46199287,0.17066991,6.66E-04
-3.95960736,0.418881186,5.99E-04
-3.842438128,0.482743311,6.27E-04
-3.725268896,0.546605436,6.49E-04
-3.963653815,0.543906421,6.00E-04
-3.846484583,0.607768546,6.29E-04
-3.96770027,0.668931657,6.00E-04
-3.852034096,0.348737915,6.24E-04
-3.744460832,0.278594644,6.43E-04
-3.734864864,0.41260004,6.46E-04
-3.582110096,0.396746171,6.63E-04
-3.653689496,0.471675804,6.57E-04
-3.663285464,0.337670408,6.54E-04
-3.781117623,0.941384776,6.49E-04
-3.888932893,0.997866566,6.26E-04
-3.996748164,1.054348356,5.98E-04
-3.883717068,0.870954773,6.25E-04
-3.991532338,0.927436563,5.98E-04
-3.986316512,0.80052477,5.97E-04
-3.762501381,0.809791663,6.49E-04
-3.865100825,0.73936166,6.27E-04
-3.743885138,0.67819855,6.49E-04
-3.821523763,1.297740275,6.49E-04
-3.921405885,1.356817459,6.26E-04
-4.021288007,1.415894643,5.97E-04
-3.91587032,1.235436899,6.25E-04
-4.015752442,1.294514083,5.97E-04
-4.010216877,1.173133523,5.96E-04
-3.80805505,1.178955109,6.49E-04
-3.902401607,1.116651733,6.26E-04
-3.794586336,1.060169942,6.49E-04
-1.51337684,-1.807146442,3.42E-04
-1.471552899,-1.684668605,2.45E-04
-1.615707178,-1.714770032,3.41E-04
-1.639925176,-1.913805906,4.52E-04
-1.525485838,-1.906664379,4.02E-04
-1.627816177,-1.814287969,3.99E-04
-1.609287043,-1.994354257,4.77E-04
-1.578648911,-2.074902609,5.01E-04
-1.494847706,-1.98721273,4.30E-04
-1.394584233,-2.208986491,5.01E-04
-1.400071656,-2.105831945,4.55E-04
-1.405559078,-2.002677398,4.04E-04
-1.48387286,-2.193521823,5.20E-04
-1.489360283,-2.090367277,4.78E-04
-1.573161488,-2.178057155,5.40E-04
-1.547754241,-2.274508285,5.68E-04
-1.522346994,-2.370959415,5.95E-04
-1.458465613,-2.289972953,5.51E-04
-1.342584667,-2.662332747,6.42E-04
-1.336803283,-2.752364347,6.62E-04
-1.3310219,-2.842395948,6.78E-04
-1.264459051,-2.67757906,6.34E-04
-1.258677668,-2.76761066,6.54E-04
-1.186333436,-2.692825373,6.26E-04
-1.145762166,-2.876587808,6.62E-04
-1.166047801,-2.78470659,6.46E-04
-1.238392033,-2.859491878,6.70E-04
-1.367351767,-2.574627241,6.24E-04
-1.289226151,-2.589873554,6.15E-04
-1.211100536,-2.605119867,6.06E-04
-1.313993252,-2.502168048,5.92E-04
-1.235867636,-2.517414361,5.82E-04
-1.260634736,-2.429708855,5.56E-04
-1.349934401,-2.282560612,5.20E-04
-1.413815781,-2.363547074,5.67E-04
-1.477697161,-2.444533536,6.08E-04
-1.305284568,-2.356134734,5.38E-04
-1.369165949,-2.437121195,5.82E-04
-1.422524464,-2.509580388,6.16E-04
-0.968872586,-3.121001141,6.81E-04
-0.914288296,-3.065429139,6.70E-04
-0.859704006,-3.009857137,6.58E-04
-1.002879138,-3.051633102,6.76E-04
-0.948294848,-2.9960611,6.63E-04
-1.03688569,-2.982265062,6.69E-04
-0.891376131,-3.160266945,6.79E-04
-0.813879677,-3.199532749,6.77E-04
-0.836791842,-3.104694943,6.70E-04
-0.883678848,-2.923940798,6.44E-04
-0.907653689,-2.838024458,6.28E-04
-0.93162853,-2.752108119,6.08E-04
-0.972269689,-2.91014476,6.50E-04
-0.996244531,-2.824228421,6.34E-04
-1.060860531,-2.896348723,6.57E-04
-1.1014318,-2.712586288,6.20E-04
-1.081146166,-2.804467506,6.40E-04
-1.016530165,-2.732347204,6.13E-04
-0.695788091,-3.306584142,6.77E-04
-0.670373188,-3.403799044,6.78E-04
-0.644958286,-3.501013946,6.74E-04
-0.600608669,-3.318797729,6.74E-04
-0.575193767,-3.416012631,6.74E-04
-0.505429248,-3.331011315,6.71E-04
-0.774834131,-3.028116304,6.54E-04
-0.751921966,-3.12295411,6.66E-04
-0.729009802,-3.217791916,6.74E-04
-0.689964256,-3.046375471,6.52E-04
-0.667052091,-3.141213277,6.63E-04
-0.605094381,-3.064634639,6.49E-04
-0.538650959,-3.24221909,6.67E-04
-0.57187267,-3.153426864,6.60E-04
-0.63383038,-3.230005503,6.70E-04
-0.156009446,-3.844669391,6.23E-04
-0.222181049,-3.942399441,6.02E-04
-0.288352653,-4.040129491,5.75E-04
-0.099500272,-3.941352842,6.02E-04
-0.165671875,-4.039082892,5.75E-04
-0.042991098,-4.038036292,5.75E-04
-0.345679211,-3.948797333,6.01E-04
-0.279507608,-3.851067283,6.23E-04
-0.40300577,-3.857465175,6.23E-04
-0.333781796,-3.595620882,6.61E-04
-0.398022508,-3.685034944,6.52E-04
-0.46226322,-3.774449005,6.40E-04
-0.274524346,-3.678637052,6.51E-04
-0.338765058,-3.768051113,6.39E-04
-0.215266896,-3.761653222,6.39E-04
-0.525002844,-3.68183307,6.55E-04
-0.460762133,-3.592419008,6.63E-04
-0.587742469,-3.589217135,6.66E-04
-0.44821343,-3.419214504,6.71E-04
-0.51797795,-3.50421582,6.70E-04
-0.390997613,-3.507417693,6.67E-04
0.207357941,-3.839992939,6.25E-04
0.142744653,-3.938235207,6.02E-04
0.078131365,-4.036477474,5.75E-04
0.264632091,-3.939486871,6.03E-04
0.200018803,-4.037729139,5.75E-04
0.321906241,-4.038980803,5.76E-04
0.02162219,-3.939794024,6.02E-04
0.086235478,-3.841551756,6.24E-04
-0.034886984,-3.843110574,6.23E-04
-0.2545797,-3.322459346,6.64E-04
-0.338196216,-3.325310002,6.66E-04
-0.421812732,-3.328160659,6.68E-04
-0.280980399,-3.413513191,6.67E-04
-0.364596915,-3.416363848,6.69E-04
-0.307381097,-3.504567037,6.66E-04
0.743671559,-4.140206379,5.46E-04
0.681350578,-4.235244538,5.09E-04
0.619029597,-4.330282697,4.67E-04
0.803184667,-4.234834634,5.10E-04
0.740863686,-4.329872792,4.68E-04
0.862697775,-4.329462888,4.69E-04
0.559853522,-4.234667323,5.08E-04
0.622174503,-4.139629164,5.45E-04
0.500677447,-4.13905195,5.44E-04
0.567631258,-3.859369529,6.25E-04
0.504814302,-3.952404598,6.02E-04
0.441997347,-4.045439666,5.75E-04
0.626311358,-3.952981812,6.03E-04
0.563494403,-4.046016881,5.76E-04
0.684991459,-4.046594096,5.77E-04
0.384723196,-3.945945734,6.02E-04
0.447540152,-3.852910665,6.24E-04
0.327449046,-3.846451802,6.24E-04
1.475691817,-4.707656084,2.48E-04
1.41589331,-4.805104056,1.73E-04
1.356094803,-4.902552028,9.05E-05
1.5393501,-4.805104056,1.73E-04
1.479551593,-4.902552028,9.06E-05
1.419753086,-5,1.99E-21
1.603008384,-4.902552028,9.07E-05
1.543209877,-5,3.15E-20
1.666666667,-5,0
1.292377373,-4.805688992,1.72E-04
1.35217588,-4.70824102,2.47E-04
1.228659942,-4.708825955,2.46E-04
1.288970116,-4.419315343,4.28E-04
1.227694746,-4.516013859,3.73E-04
1.166419375,-4.612712375,3.12E-04
1.351210683,-4.515428924,3.74E-04
1.289935313,-4.612127439,3.13E-04
1.41345125,-4.611542504,3.14E-04
1.105441668,-4.517605792,3.71E-04
1.166717038,-4.420907276,4.26E-04
1.044463961,-4.42249921,4.24E-04
1.109322815,-4.135593208,5.53E-04
1.046952171,-4.231759186,5.14E-04
0.984581527,-4.327925165,4.71E-04
1.169205249,-4.230167253,5.16E-04
1.106834605,-4.326333231,4.73E-04
1.229087683,-4.324741298,4.75E-04
0.925068419,-4.23329691,5.12E-04
0.987439063,-4.137130931,5.51E-04
0.865555311,-4.138668655,5.48E-04
1.847752029,-4.705341719,2.50E-04
1.787390242,-4.803561146,1.75E-04
1.727028454,-4.901780573,9.15E-05
1.910847032,-4.803561146,1.75E-04
1.850485244,-4.901780573,9.15E-05
1.790123457,-5,2.02E-21
1.973942034,-4.901780573,9.15E-05
1.913580247,-5,3.18E-20
2.037037037,-5,0
1.663370171,-4.804332601,1.74E-04
1.723731958,-4.706113174,2.50E-04
1.599711888,-4.706884629,2.49E-04
2.21991702,-4.704331194,2.51E-04
2.158957026,-4.802887463,1.75E-04
2.097997031,-4.901443731,9.18E-05
2.282413816,-4.802887463,1.75E-04
2.221453821,-4.901443731,9.16E-05
2.160493827,-5,2.04E-21
2.344910612,-4.901443731,9.15E-05
2.283950617,-5,3.18E-20
2.407407407,-5,0
2.034902029,-4.803224304,1.75E-04
2.095862023,-4.704668036,2.51E-04
1.971807026,-4.705004877,2.51E-04
-4.704514353,2.590043607,2.48E-04
-4.803009568,2.652621664,1.73E-04
-4.901504784,2.715199721,9.04E-05
-5,2.777777778,0
-4.803009568,2.529164874,1.74E-04
-4.901504784,2.591742931,9.08E-05
-5,2.654320988,1.98E-21
-4.901504784,2.468286141,9.12E-05
-5,2.530864198,3.17E-20
-4.803431827,2.405444235,1.74E-04
-4.705358869,2.342602329,2.49E-04
-4.704936611,2.466322968,2.49E-04
-4.412877469,2.027849731,4.35E-04
-4.510512022,2.09152705,3.79E-04
-4.608146575,2.15520437,3.18E-04
-4.510476498,1.968247254,3.79E-04
-4.608111051,2.031924573,3.18E-04
-4.608075527,1.908644777,3.18E-04
-4.5104001,1.845785049,3.79E-04
-4.412724673,1.782925321,4.34E-04
-4.412801071,1.905387526,4.35E-04
-4.411527201,2.398397353,4.34E-04
-4.509189585,2.462279437,3.78E-04
-4.606851969,2.526161522,3.16E-04
-4.509611843,2.338558798,3.79E-04
-4.607274227,2.402440883,3.17E-04
-4.607696485,2.278720244,3.17E-04
-4.510061933,2.215042924,3.79E-04
-4.41242738,2.151365605,4.35E-04
-4.41197729,2.274881479,4.34E-04
-3.843829756,1.644563575,6.52E-04
-3.936276548,1.588032992,6.26E-04
-4.028723339,1.531502409,5.97E-04
-3.836394425,1.528955808,6.51E-04
-3.928841216,1.472425226,6.26E-04
-3.828959094,1.413348042,6.50E-04
-4.122818371,1.833258153,5.67E-04
-4.219504737,1.898122012,5.28E-04
-4.316191103,1.962985871,4.84E-04
-4.219428339,1.775659807,5.27E-04
-4.316114705,1.840523667,4.84E-04
-4.316038307,1.718061462,4.83E-04
-4.218878925,1.656231032,5.27E-04
-4.121719544,1.594400602,5.65E-04
-4.122268958,1.713829377,5.66E-04
-3.936825961,1.707461767,6.28E-04
-4.029822166,1.77035996,5.99E-04
-4.029272753,1.650931185,5.98E-04
-2.035589699,-1.179518331,3.36E-04
-1.955866946,-1.07952888,2.40E-04
-2.099960812,-1.059067475,3.34E-04
-2.253214208,-1.118587772,4.43E-04
-2.144401953,-1.149053052,3.91E-04
-2.208773067,-1.028602195,3.92E-04
-2.316477708,-1.061151799,4.61E-04
-2.272036567,-0.971166222,4.13E-04
-2.379741208,-1.003715825,4.78E-04
-2.457634185,-0.802238806,4.76E-04
-2.467571406,-0.88024768,4.95E-04
-2.477508628,-0.958256554,5.14E-04
-2.359866765,-0.847698077,4.34E-04
-2.369803986,-0.925706951,4.56E-04
-2.262099345,-0.893157348,3.88E-04
-2.552762168,-0.819275954,5.22E-04
-2.647890152,-0.836313101,5.62E-04
-2.56269939,-0.897284828,5.39E-04
-2.853621013,-0.578139434,6.01E-04
