X,Y,phi
8.6891615,11.84226096,2.84E-04
8.855697256,11.91277636,1.51E-04
9.022233013,11.98329175,4.59E-21
8.708525409,12.02080154,1.51E-04
8.875659286,12.09225791,5.34E-20
8.727889319,12.19934211,0
2.20071532,4.702678374,1.99E-04
2.232012966,4.900511916,3.66E-04
2.263310613,5.098345458,4.99E-04
1.998132906,4.583361037,0
2.02873571,4.777698504,1.95E-04
2.059338515,4.972035971,3.58E-04
1.825458455,4.654885092,0
1.855366416,4.845726485,1.91E-04
1.651394318,4.719416998,0
8.237827347,11.97288306,3.98E-04
8.401181338,12.04836941,2.84E-04
8.564535328,12.12385576,1.51E-04
8.25072573,12.15190972,2.84E-04
8.414626228,12.22836986,1.51E-04
8.578526727,12.30483,4.59E-21
8.263624113,12.33093638,1.51E-04
8.428071119,12.40837031,5.34E-20
8.276522496,12.50996304,0
1.633082918,4.911718632,1.73E-04
1.614771517,5.104020265,3.17E-04
1.596460116,5.296321898,4.33E-04
1.471998626,4.778375892,0
1.453586701,4.967068528,1.67E-04
1.435174776,5.155761163,3.06E-04
1.292401886,4.83011679,0
1.273889436,5.015200427,1.62E-04
1.112604096,4.874639692,0
0.976919129,5.326645604,2.99E-04
0.837886811,5.207284094,2.00E-04
0.698854493,5.087922583,1.01E-04
0.559822175,4.968561073,0
1.022147452,5.175976967,2.20E-04
0.882601297,5.060248541,1.11E-04
0.743055143,4.944520115,1.93E-21
1.067375774,5.025308329,1.21E-04
0.927315783,4.913212988,4.04E-20
7.794902081,12.26601684,3.98E-04
7.955442219,12.34733224,2.84E-04
8.115982358,12.42864764,1.51E-04
7.801305251,12.44530869,2.84E-04
7.962338652,12.5276282,1.51E-04
8.123372053,12.60994771,4.59E-21
7.807708421,12.62460053,1.51E-04
7.969235084,12.70792415,5.34E-20
7.814111591,12.80389238,0
0.528488039,5.113022257,8.67E-05
0.497153902,5.257483442,1.52E-04
0.465819765,5.401944626,1.95E-04
0.370939921,4.98617061,0
0.340743216,5.127066847,6.33E-05
0.31054651,5.267963084,1.05E-04
0.184332529,4.996650252,0
0.155273255,5.133981542,3.99E-05
3.06E-16,5,0
7.341600396,12.54266903,3.98E-04
7.499104127,12.62974348,2.84E-04
7.656607859,12.71681793,1.51E-04
7.34149157,12.72202524,2.84E-04
7.499433784,12.81013155,1.51E-04
7.657375999,12.89823786,4.58E-21
7.341382743,12.90138144,1.51E-04
7.499763441,12.99051962,5.34E-20
7.341273917,13.08073764,0
6.878472796,12.80244057,3.98E-04
7.032739836,12.89520626,2.84E-04
7.187006877,12.98797195,1.51E-04
6.871862406,12.98166996,2.84E-04
7.026511717,13.07549264,1.51E-04
7.181161027,13.16931532,4.58E-21
6.865252016,13.16089935,1.51E-04
7.020283597,13.25577902,5.33E-20
6.858641627,13.34012875,0
6.406123582,13.04499409,3.98E-04
6.55696293,13.14337231,2.83E-04
6.707802278,13.24175053,1.51E-04
6.393035081,13.22390273,2.83E-04
6.544199162,13.32336036,1.51E-04
6.695363242,13.422818,4.59E-21
6.37994658,13.40281137,1.51E-04
6.531435393,13.50334842,5.33E-20
6.366858079,13.58172,0
5.925269021,13.27005927,3.97E-04
6.072465373,13.37394618,2.83E-04
6.219661726,13.47783309,1.51E-04
5.905705661,13.44843594,2.83E-04
6.05316799,13.55342195,1.51E-04
6.20063032,13.65840796,4.59E-21
5.886142301,13.62681262,1.51E-04
6.033870607,13.73289772,5.33E-20
5.866578941,13.8051893,0
5.436647972,13.47746379,3.97E-04
5.579958295,13.58670563,2.83E-04
5.723268618,13.69594746,1.51E-04
5.410589051,13.6550554,2.83E-04
5.554105485,13.76541321,1.51E-04
5.697621919,13.87577101,4.59E-21
5.38453013,13.83264701,1.51E-04
5.528252676,13.94412078,5.32E-20
5.35847121,14.01023862,0
4.940772238,13.66709921,3.96E-04
5.080005229,13.78147901,2.82E-04
5.219238219,13.89585882,1.50E-04
4.908252868,13.84359742,2.82E-04
5.047631103,13.9591072,1.50E-04
5.187009339,14.07461697,4.59E-21
4.875733497,14.02009564,1.50E-04
5.015256978,14.13673538,5.31E-20
4.843214127,14.19659385,0
4.437983391,13.83888632,3.94E-04
4.573060303,13.95812216,2.81E-04
4.708137215,14.07735801,1.50E-04
4.399154099,14.01392631,2.81E-04
4.534314504,14.13430321,1.49E-04
4.669474909,14.25468011,4.59E-21
4.360324807,14.1889663,1.49E-04
4.495568705,14.31048426,5.28E-20
4.321495516,14.36400628,0
3.928759178,13.9927883,3.90E-04
4.059671291,14.11652763,2.79E-04
4.190583403,14.24026696,1.49E-04
3.883844603,14.16594274,2.78E-04
4.014777684,14.29083123,1.48E-04
4.145710765,14.41571973,4.58E-21
3.838930029,14.33909717,1.48E-04
3.969884078,14.46513484,5.24E-20
3.794015454,14.51225161,0
3.413767131,14.12852975,3.85E-04
3.540516572,14.25643704,2.75E-04
3.667266013,14.38434432,1.47E-04
3.363001605,14.29939789,2.74E-04
3.489708835,14.42845949,1.46E-04
3.616416065,14.55752108,4.57E-21
3.31223608,14.47026603,1.46E-04
3.438901099,14.60048193,5.17E-20
3.261470554,14.64113417,0
2.893911896,14.24553389,3.77E-04
3.016431448,14.37740065,2.70E-04
3.138951001,14.50926741,1.45E-04
2.837463354,14.41385015,2.68E-04
2.959876974,14.54687333,1.44E-04
3.082290594,14.67989652,4.57E-21
2.781014813,14.5821664,1.43E-04
2.9033225,14.71634601,5.07E-20
2.724566272,14.75048266,0
2.370382325,14.34361526,3.64E-04
2.488443641,14.47923772,2.62E-04
2.606504956,14.61486019,1.41E-04
2.30826194,14.50912683,2.59E-04
2.426153177,14.64590475,1.39E-04
2.544044415,14.78268267,4.59E-21
2.246141554,14.67463841,1.38E-04
2.363862713,14.81257178,4.91E-20
2.184021168,14.84014998,0
1.844255504,14.42435767,3.42E-04
1.957510726,14.56295511,2.48E-04
2.070765947,14.70155255,1.34E-04
1.776357781,14.58624354,2.43E-04
1.889378482,14.72599231,1.32E-04
2.002399182,14.86574109,4.60E-21
1.708460057,14.7481294,1.29E-04
1.821246238,14.88902952,4.63E-20
1.640562334,14.91001527,0
1.317483837,14.49462531,3.01E-04
1.425176669,14.63308863,2.22E-04
1.532869502,14.77155195,1.22E-04
1.243296075,14.64974518,2.12E-04
1.350689773,14.78935256,1.17E-04
1.458083471,14.92895994,4.50E-21
1.169108314,14.80486506,1.12E-04
1.276202877,14.9456165,4.08E-20
1.094920552,14.95998493,0
0.804647344,14.56678694,2.27E-04
0.90140508,14.69785294,1.73E-04
0.998162816,14.82891893,9.75E-05
0.719040009,14.7078556,1.55E-04
0.815433946,14.8400552,8.86E-05
0.911827883,14.9722548,3.95E-21
0.633432674,14.84892425,7.97E-05
