X,Y,W,,,
10.99861027,9.499211933,-8.81E-07,,,
11.17564369,9.531171686,-5.60E-07,,,
11.05626884,9.669400808,-5.62E-07,,,
11.23417044,9.702056618,-2.68E-07,,,
11.35267711,9.563131439,-2.67E-07,,,
11.41207204,9.734712428,6.62E-24,,,
11.11392741,9.839589684,-2.68E-07,,,
11.29269718,9.872941551,-8.49E-23,,,
11.17158598,10.00977856,0,,,
4.642262886,2.311726087,-3.85E-07,,,
4.421032571,2.335519087,0,,,
4.555153667,2.476565298,-4.01E-07,,,
4.77968261,2.454031033,-8.07E-07,,,
4.689274764,2.617611509,-8.39E-07,,,
4.917102335,2.596335979,-1.27E-06,,,
4.330624724,2.499099564,0,,,
4.461447193,2.638887039,-4.17E-07,,,
4.233619622,2.660162569,0,,,
10.6443611,9.894489006,-8.88E-07,,,
10.82010272,9.932918857,-5.65E-07,,,
10.69575934,10.06669569,-5.66E-07,,,
10.8723293,10.10586773,-2.70E-07,,,
10.99584435,9.971348708,-2.69E-07,,,
11.04889926,10.14503977,6.63E-24,,,
10.74715759,10.23890238,-2.70E-07,,,
10.92455588,10.2788166,-8.56E-23,,,
10.79855583,10.41110906,0,,,
4.349406168,2.822656954,-4.37E-07,,,
4.131508987,2.816156538,0,,,
4.244273609,2.976868604,-4.46E-07,,,
4.465192713,2.985151339,-9.13E-07,,,
4.357038231,3.137580669,-9.30E-07,,,
4.580979259,3.147645723,-1.43E-06,,,
4.023354505,2.968585868,0,,,
4.133097204,3.127515614,-4.55E-07,,,
3.909156176,3.117450559,0,,,
10.27593654,10.2765788,-8.93E-07,,,
10.45014297,10.32142222,-5.69E-07,,,
10.32099682,10.45056847,-5.70E-07,,,
10.49598956,10.4961982,-2.72E-07,,,
10.6243494,10.36626564,-2.71E-07,,,
10.6709823,10.54182793,6.60E-24,,,
10.3660571,10.62455815,-2.72E-07,,,
10.54183615,10.67097419,-8.61E-23,,,
10.41111737,10.79854782,0,,,
4.015513363,3.286848413,-4.79E-07,,,
3.789959262,3.261324787,0,,,
3.893644302,3.428466312,-4.79E-07,,,
4.121870551,3.456246267,-9.92E-07,,,
3.997329341,3.595607836,-9.93E-07,,,
4.228227738,3.625644121,-1.54E-06,,,
3.665418052,3.400686356,0,,,
3.766430943,3.565571551,-4.80E-07,,,
3.535532546,3.535535266,0,,,
9.893789837,10.64499849,-8.96E-07,,,
10.06623235,10.6961816,-5.71E-07,,,
9.93245561,10.82052509,-5.72E-07,,,
10.10564031,10.87253653,-2.73E-07,,,
10.23867486,10.74736471,-2.72E-07,,,
10.27882501,10.92454797,6.53E-24,,,
9.971121383,10.99605168,-2.73E-07,,,
10.14504827,11.04889145,-8.66E-23,,,
10.00978716,11.17157827,0,,,
3.614851864,3.718597117,-4.78E-07,,,
3.400683533,3.665420671,0,,,
3.477746526,3.845810371,-4.72E-07,,,
3.694171183,3.901658968,-9.85E-07,,,
3.554809519,4.026200071,-9.72E-07,,,
3.773490502,4.084720819,-1.52E-06,,,
3.261321869,3.789961774,0,,,
3.336128535,3.967679323,-4.65E-07,,,
3.117447551,3.909158575,0,,,
9.49837529,10.99929145,-8.97E-07,,,
9.668845912,11.05672039,-5.73E-07,,,
9.530616882,11.17609535,-5.73E-07,,,
9.701783562,11.23439247,-2.73E-07,,,
9.839316534,11.11414933,-2.73E-07,,,
9.872950242,11.29268958,6.42E-24,,,
9.562858473,11.35289925,-2.74E-07,,,
9.734721211,11.41206454,-8.68E-23,,,
9.595100065,11.52970315,0,,,
3.181623855,4.10031655,-4.73E-07,,,
2.96858277,4.023356791,0,,,
3.030976757,4.21149284,-4.58E-07,,,
3.245800158,4.291474525,-9.67E-07,,,
3.093370745,4.39962889,-9.38E-07,,,
3.309976462,4.4826325,-1.48E-06,,,
2.816153357,4.131511156,0,,,
2.876765028,4.316625279,-4.44E-07,,,
2.660159311,4.233621669,0,,,
9.090187251,11.33902132,-8.96E-07,,,
9.258491522,11.40258193,-5.73E-07,,,
9.115995,11.51682876,-5.72E-07,,,
9.284947275,11.58129512,-2.74E-07,,,
9.426795794,11.46614254,-2.74E-07,,,
9.45389955,11.64576148,6.28E-24,,,
9.141802749,11.69463619,-2.74E-07,,,
9.311403027,11.7600083,-8.69E-23,,,
9.167610498,11.87244363,0,,,
2.697794698,4.428802543,-4.23E-07,,,
2.499096229,4.330626649,0,,,
2.535472884,4.522508893,-4.02E-07,,,
2.735430084,4.623983416,-8.57E-07,,,
2.571849539,4.714391137,-8.16E-07,,,
2.773065471,4.819164289,-1.30E-06,,,
2.335515683,4.42103437,0,,,
2.370633606,4.609617984,-3.82E-07,,,
2.169417674,4.504844832,0,,,
8.669797591,11.66372039,-8.93E-07,,,
8.835735227,11.7332948,-5.71E-07,,,
8.6891615,11.84226096,-5.70E-07,,,
8.855697256,11.91277636,-2.73E-07,,,
9.001672863,11.80286922,-2.73E-07,,,
9.022233013,11.98329175,6.09E-24,,,
8.708525409,12.02080154,-2.73E-07,,,
8.875659286,12.09225791,-8.68E-23,,,
8.727889319,12.19934211,0,,,
2.20071532,4.702678374,-3.77E-07,,,
1.998132906,4.583361037,0,,,
2.02873571,4.777698504,-3.48E-07,,,
2.232012966,4.900511916,-7.57E-07,,,
2.059338515,4.972035971,-7.00E-07,,,
2.263310613,5.098345458,-1.14E-06,,,
1.825458455,4.654885092,0,,,
1.855366416,4.845726485,-3.20E-07,,,
1.651394318,4.719416998,0,,,
8.237827347,11.97288306,-8.87E-07,,,
8.401181338,12.04836941,-5.68E-07,,,
8.25072573,12.15190972,-5.67E-07,,,
8.414626228,12.22836986,-2.72E-07,,,
8.564535328,12.12385576,-2.72E-07,,,
8.578526727,12.30483,5.86E-24,,,
8.263624113,12.33093638,-2.71E-07,,,
8.428071119,12.40837031,-8.65E-23,,,
8.276522496,12.50996304,0,,,
1.633082918,4.911718632,-2.64E-07,,,
1.471998626,4.778375892,0,,,
1.453586701,4.967068528,-2.35E-07,,,
1.614771517,5.104020265,-5.17E-07,,,
1.435174776,5.155761163,-4.58E-07,,,
1.596460116,5.296321898,-7.57E-07,,,
1.292401886,4.83011679,0,,,
1.273889436,5.015200427,-2.06E-07,,,
1.112604096,4.874639692,0,,,
0.976919129,5.326645604,-3.60E-07,,,
0.837886811,5.207284094,-2.07E-07,,,
1.022147452,5.175976967,-2.56E-07,,,
0.882601297,5.060248541,-1.12E-07,,,
0.698854493,5.087922583,-8.73E-08,,,
0.743055143,4.944520115,4.13E-24,,,
0.559822175,4.968561073,0,,,
1.067375774,5.025308329,-1.36E-07,,,
0.927315783,4.913212988,-3.97E-23,,,
7.794902081,12.26601684,-8.78E-07,,,
7.955442219,12.34733224,-5.63E-07,,,
7.801305251,12.44530869,-5.61E-07,,,
7.962338652,12.5276282,-2.70E-07,,,
8.115982358,12.42864764,-2.71E-07,,,
8.123372053,12.60994771,5.60E-24,,,
7.807708421,12.62460053,-2.69E-07,,,
7.969235084,12.70792415,-8.59E-23,,,
7.814111591,12.80389238,0,,,
0.528488039,5.113022257,-6.73E-08,,,
0.370939921,4.98617061,0,,,
0.340743216,5.127066847,-4.37E-08,,,
0.497153902,5.257483442,-1.23E-07,,,
0.31054651,5.267963084,-7.54E-08,,,
0.465819765,5.401944626,-1.66E-07,,,
0.184332529,4.996650252,0,,,
0.155273255,5.133981542,-2.00E-08,,,
3.06E-16,5,0,,,
7.341600396,12.54266903,-8.65E-07,,,
7.499104127,12.62974348,-5.57E-07,,,
7.34149157,12.72202524,-5.54E-07,,,
7.499433784,12.81013155,-2.67E-07,,,
7.656607859,12.71681793,-2.68E-07,,,
7.657375999,12.89823786,5.29E-24,,,
7.341382743,12.90138144,-2.66E-07,,,
7.499763441,12.99051962,-8.51E-23,,,
7.341273917,13.08073764,0,,,
6.878472796,12.80244057,-8.50E-07,,,
7.032739836,12.89520626,-5.48E-07,,,
6.871862406,12.98166996,-5.44E-07,,,
7.026511717,13.07549264,-2.63E-07,,,
7.187006877,12.98797195,-2.65E-07,,,
7.181161027,13.16931532,4.95E-24,,,
6.865252016,13.16089935,-2.61E-07,,,
7.020283597,13.25577902,-8.39E-23,,,
6.858641627,13.34012875,0,,,
6.406123582,13.04499409,-8.30E-07,,,
6.55696293,13.14337231,-5.37E-07,,,
6.393035081,13.22390273,-5.32E-07,,,
6.544199162,13.32336036,-2.58E-07,,,
6.707802278,13.24175053,-2.60E-07,,,
6.695363242,13.422818,4.57E-24,,,
6.37994658,13.40281137,-2.56E-07,,,
6.531435393,13.50334842,-8.23E-23,,,
6.366858079,13.58172,0,,,
5.925269021,13.27005927,-8.06E-07,,,
6.072465373,13.37394618,-5.22E-07,,,
5.905705661,13.44843594,-5.17E-07,,,
6.05316799,13.55342195,-2.51E-07,,,
6.219661726,13.47783309,-2.54E-07,,,
6.20063032,13.65840796,4.15E-24,,,
5.886142301,13.62681262,-2.49E-07,,,
6.033870607,13.73289772,-8.03E-23,,,
5.866578941,13.8051893,0,,,
5.436647972,13.47746379,-7.76E-07,,,
5.579958295,13.58670563,-5.05E-07,,,
5.410589051,13.6550554,-4.99E-07,,,
5.554105485,13.76541321,-2.43E-07,,,
5.723268618,13.69594746,-2.46E-07,,,
5.697621919,13.87577101,3.68E-24,,,
5.38453013,13.83264701,-2.40E-07,,,
5.528252676,13.94412078,-7.78E-23,,,
5.35847121,14.01023862,0,,,
4.940772238,13.66709921,-7.41E-07,,,
5.080005229,13.78147901,-4.84E-07,,,
4.908252868,13.84359742,-4.76E-07,,,
5.047631103,13.9591072,-2.33E-07,,,
5.219238219,13.89585882,-2.37E-07,,,
5.187009339,14.07461697,3.18E-24,,,
4.875733497,14.02009564,-2.29E-07,,,
5.015256978,14.13673538,-7.46E-23,,,
4.843214127,14.19659385,0,,,
4.437983391,13.83888632,-6.98E-07,,,
4.573060303,13.95812216,-4.58E-07,,,
4.399154099,14.01392631,-4.49E-07,,,
4.534314504,14.13430321,-2.21E-07,,,
4.708137215,14.07735801,-2.25E-07,,,
4.669474909,14.25468011,2.63E-24,,,
4.360324807,14.1889663,-2.16E-07,,,
4.495568705,14.31048426,-7.08E-23,,,
4.321495516,14.36400628,0,,,
3.928759178,13.9927883,-6.49E-07,,,
4.059671291,14.11652763,-4.28E-07,,,
3.883844603,14.16594274,-4.17E-07,,,
4.014777684,14.29083123,-2.06E-07,,,
4.190583403,14.24026696,-2.12E-07,,,
4.145710765,14.41571973,2.03E-24,,,
3.838930029,14.33909717,-2.01E-07,,,
3.969884078,14.46513484,-6.62E-23,,,
3.794015454,14.51225161,0,,,
3.413767131,14.12852975,-5.91E-07,,,
3.540516572,14.25643704,-3.93E-07,,,
3.363001605,14.29939789,-3.80E-07,,,
3.489708835,14.42845949,-1.89E-07,,,
3.667266013,14.38434432,-1.96E-07,,,
3.616416065,14.55752108,1.40E-24,,,
3.31223608,14.47026603,-1.83E-07,,,
3.438901099,14.60048193,-6.08E-23,,,
3.261470554,14.64113417,0,,,
2.893911896,14.24553389,-5.26E-07,,,
3.016431448,14.37740065,-3.53E-07,,,
2.837463354,14.41385015,-3.39E-07,,,
2.959876974,14.54687333,-1.70E-07,,,
3.138951001,14.50926741,-1.77E-07,,,
3.082290594,14.67989652,7.49E-25,,,
2.781014813,14.5821664,-1.63E-07,,,
2.9033225,14.71634601,-5.46E-23,,,
2.724566272,14.75048266,0,,,
2.370382325,14.34361526,-4.54E-07,,,
2.488443641,14.47923772,-3.07E-07,,,
2.30826194,14.50912683,-2.92E-07,,,
2.426153177,14.64590475,-1.48E-07,,,
2.606504956,14.61486019,-1.56E-07,,,
2.544044415,14.78268267,8.27E-26,,,
2.246141554,14.67463841,-1.41E-07,,,
2.363862713,14.81257178,-4.76E-23,,,
2.184021168,14.84014998,0,,,
1.844255504,14.42435767,-3.72E-07,,,
1.957510726,14.56295511,-2.56E-07,,,
1.776357781,14.58624354,-2.39E-07,,,
1.889378482,14.72599231,-1.23E-07,,,
2.070765947,14.70155255,-1.32E-07,,,
2.002399182,14.86574109,-5.78E-25,,,
1.708460057,14.7481294,-1.15E-07,,,
1.821246238,14.88902952,-3.95E-23,,,
1.640562334,14.91001527,0,,,
1.317483837,14.49462531,-2.77E-07,,,
1.425176669,14.63308863,-1.95E-07,,,
1.243296075,14.64974518,-1.76E-07,,,
1.350689773,14.78935256,-9.37E-08,,,
1.532869502,14.77155195,-1.03E-07,,,
1.458083471,14.92895994,-1.17E-24,,,
1.169108314,14.80486506,-8.42E-08,,,
1.276202877,14.9456165,-2.99E-23,,,
1.094920552,14.95998493,0,,,
0.804647344,14.56678694,-1.70E-07,,,
0.90140508,14.69785294,-1.26E-07,,,
0.719040009,14.7078556,-1.06E-07,,,
0.815433946,14.8400552,-5.90E-08,,,
0.998162816,14.82891893,-6.92E-08,,,
0.911827883,14.9722548,-1.39E-24,,,
0.633432674,14.84892425,-4.89E-08,,,
0.729462812,14.98225746,-1.83E-23,,,
0.547825339,14.98999291,0,,,
0.364923708,14.62804833,-7.81E-08,,,
0.425890918,14.74869652,-6.18E-08,,,
0.243282472,14.75203222,-3.83E-08,,,
0.30382128,14.8738004,-2.40E-08,,,
0.486858129,14.86934472,-3.57E-08,,,
0.364360088,14.99556858,-4.66E-25,,,
0.121641236,14.87601611,-1.23E-08,,,
0.181751641,14.99890428,-5.70E-24,,,
9.18E-16,15,0,,,
14.55456137,0.233707752,-6.11E-08,,,
14.68468809,0.116853876,-2.38E-08,,,
14.49950291,0.116853876,-3.53E-08,,,
14.62962963,0,-4.61E-25,,,
14.44444444,0,0,,,
14.81481481,0,-5.66E-24,,,
14.56425146,0.508898794,-1.17E-07,,,
14.69104243,0.574654827,-9.21E-08,,,
14.51888309,0.66723596,-1.59E-07,,,
14.45112775,0.361248941,-1.08E-07,,,
14.39606929,0.244395065,-8.29E-08,,,
14.29263567,0.371936254,-1.39E-07,,,
14.23757721,0.255082378,-1.05E-07,,,
14.13414359,0.382623566,-1.71E-07,,,
14.34101083,0.127541189,-4.82E-08,,,
14.40575938,0.519586107,-1.59E-07,,,
14.36039101,0.677923272,-2.12E-07,,,
14.2472673,0.530273419,-2.01E-07,,,
14.05239203,0.255082378,-1.26E-07,,,
14.15582564,0.127541189,-5.86E-08,,,
13.97064046,0.127541189,-6.91E-08,,,
14.07407407,0,-1.30E-24,,,
13.88888889,0,0,,,
14.25925926,0,-1.81E-23,,,
14.48446851,1.187377351,-2.52E-07,,,
14.64114814,1.096260571,-1.61E-07,,,
14.47899162,1.006475238,-2.30E-07,,,
14.1042556,1.189531744,-4.61E-07,,,
14.22734197,1.068212205,-3.64E-07,,,
14.23281887,1.249114317,-4.03E-07,,,
14.35590524,1.127794778,-3.11E-07,,,
14.35042835,0.946892665,-2.78E-07,,,
14.36138214,1.308696891,-3.38E-07,,,
14.04865826,0.528126863,-2.49E-07,,,
14.16178197,0.675776716,-2.75E-07,,,
14.27490567,0.823426569,-2.80E-07,,,
13.96317292,0.673630161,-3.36E-07,,,
14.07629663,0.821280013,-3.56E-07,,,
13.87768759,0.819133458,-4.30E-07,,,
14.02873293,1.066065649,-4.62E-07,,,
14.1518193,0.944746109,-3.66E-07,,,
13.95321026,0.942599553,-4.52E-07,,,
13.60300797,0.424595972,-2.88E-07,,,
13.51311643,0.283063981,-2.04E-07,,,
13.69830161,0.283063981,-1.83E-07,,,
13.60841007,0.141531991,-9.78E-08,,,
13.42322488,0.141531991,-1.09E-07,,,
13.51851852,0,-1.37E-24,,,
13.33333333,0,0,,,
13.79359525,0.141531991,-8.71E-08,,,
13.7037037,0,-3.11E-23,,,
13.87534682,0.269073179,-1.54E-07,,,
13.95709839,0.396614368,-2.08E-07,,,
13.78005318,0.41060517,-2.47E-07,,,
13.78612771,0.687620962,-3.97E-07,,,
13.87161305,0.542117665,-2.99E-07,,,
13.69456784,0.556108467,-3.50E-07,,,
14.08803292,1.323211719,-5.07E-07,,,
14.21659619,1.382794292,-4.40E-07,,,
14.34515946,1.442376865,-3.67E-07,,,
14.07181025,1.456891693,-5.51E-07,,,
14.20037352,1.516474266,-4.76E-07,,,
14.05558757,1.590571668,-5.93E-07,,,
14.47206887,1.535020838,-2.92E-07,,,
14.61209196,1.625783531,-2.00E-07,,,
14.45419233,1.701762213,-3.15E-07,,,
14.18249698,1.683215641,-5.16E-07,,,
14.32728292,1.60911824,-4.00E-07,,,
14.30940638,1.775859614,-4.30E-07,,,
13.05598373,0.451790646,-4.08E-07,,,
12.96324841,0.301193764,-2.83E-07,,,
13.1484336,0.301193764,-2.62E-07,,,
13.05569828,0.150596882,-1.37E-07,,,
12.87051309,0.150596882,-1.47E-07,,,
12.96296296,0,-9.98E-25,,,
12.77777778,0,0,,,
13.24088347,0.150596882,-1.26E-07,,,
13.14814815,0,-4.38E-23,,,
13.33077501,0.292128872,-2.33E-07,,,
13.42066656,0.433660863,-3.27E-07,,,
13.23832514,0.442725754,-3.67E-07,,,
13.91190595,1.508414781,-6.74E-07,,,
13.92812863,1.374734806,-6.22E-07,,,
13.76822433,1.426257894,-7.43E-07,,,
13.78444701,1.292577919,-6.81E-07,,,
13.62454271,1.344101007,-8.01E-07,,,
13.9443513,1.241054832,-5.67E-07,,,
13.86882863,1.117588736,-5.63E-07,,,
13.70892434,1.169111824,-6.70E-07,,,
13.79330596,0.994122641,-5.46E-07,,,
13.71256411,1.777055904,-9.10E-07,,,
13.68322365,1.632737605,-8.82E-07,,,
13.82690527,1.714894492,-7.98E-07,,,
13.7975648,1.570576193,-7.75E-07,,,
13.65388318,1.488419306,-8.46E-07,,,
13.94124642,1.65273308,-6.93E-07,,,
13.3280108,0.894028206,-6.87E-07,,,
13.23733511,0.746615686,-6.09E-07,,,
13.41967652,0.737550795,-5.44E-07,,,
13.32900083,0.590138275,-4.64E-07,,,
13.14665942,0.599203166,-5.17E-07,,,
13.51134225,0.581073383,-4.11E-07,,,
13.60290212,0.712585879,-4.69E-07,,,
13.69446199,0.844098374,-5.12E-07,,,
13.51123639,0.86906329,-5.98E-07,,,
13.42685477,1.044052473,-7.44E-07,,,
13.61008037,1.019087557,-6.43E-07,,,
13.52569874,1.19407674,-7.82E-07,,,
13.60323781,1.761298221,-9.94E-07,,,
13.57389734,1.616979923,-9.59E-07,,,
13.49391151,1.745540539,-1.08E-06,,,
13.46457104,1.601222241,-1.03E-06,,,
13.38458521,1.729782857,-1.16E-06,,,
13.54455688,1.472661624,-9.14E-07,,,
14.03217967,1.745082635,-6.43E-07,,,
14.15908908,1.837726608,-5.56E-07,,,
14.28599848,1.930370581,-4.60E-07,,,
14.00877177,1.899593602,-6.91E-07,,,
14.13568118,1.992237575,-5.94E-07,,,
13.98536387,2.054104569,-7.37E-07,,,
13.80349737,1.869405459,-8.60E-07,,,
