X,Y,  delN
12.09226474,8.87564998,1.779374005
11.80257987,9.002060769,5.85E+16
11.98329869,9.02222379,20.67026324
11.87245069,9.167601362,0
5.015230172,1.249671852,6.04E+16
5.155822145,1.386733067,1.14E+17
5.296414118,1.523794281,1.61E+17
4.830115296,1.292407467,0
4.967098309,1.429368152,6.25E+16
5.104081321,1.566328837,1.18E+17
4.778374472,1.472003238,0
4.911748525,1.608863394,6.46E+16
4.719415728,1.65139795,0
11.33824737,9.091226034,1.54E+17
11.51631514,9.116684477,1.10E+17
11.69438291,9.142142919,5.85E+16
11.40206843,9.259181087,1.10E+17
11.58104195,9.285287532,5.85E+16
11.76001547,9.311393977,1.77962608
11.46588948,9.427136139,5.85E+16
11.64576875,9.453890587,20.67545808
11.52971053,9.595091192,0
4.850667502,1.788676924,6.69E+16
4.981919276,1.925955899,1.25E+17
5.11317105,2.063234873,1.75E+17
4.654883686,1.825462039,0
4.782639387,1.962046167,6.76E+16
4.910395087,2.098630295,1.27E+17
4.583359498,1.998136436,0
4.707619125,2.134025718,6.84E+16
4.504843162,2.169421141,0
10.99861027,9.499211933,1.54E+17
11.17564369,9.531171686,1.10E+17
11.35267711,9.563131439,5.86E+16
11.05626884,9.669400808,1.10E+17
11.23417044,9.702056618,5.85E+16
11.41207204,9.734712428,1.779819805
11.11392741,9.839589684,5.85E+16
11.29269718,9.872941551,20.68034528
11.17158598,10.00977856,0
4.642262886,2.311726087,7.58E+16
4.77968261,2.454031033,1.40E+17
4.917102335,2.596335979,1.93E+17
4.421032571,2.335519087,0
4.555153667,2.476565298,7.58E+16
4.689274764,2.617611509,1.40E+17
4.330624724,2.499099564,0
4.461447193,2.638887039,7.58E+16
4.233619622,2.660162569,0
10.6443611,9.894489006,1.54E+17
10.82010272,9.932918857,1.10E+17
10.99584435,9.971348708,5.86E+16
10.69575934,10.06669569,1.10E+17
10.8723293,10.10586773,5.85E+16
11.04889926,10.14503977,1.779744503
10.74715759,10.23890238,5.85E+16
10.92455588,10.2788166,20.68351465
10.79855583,10.41110906,0
4.349406168,2.822656954,7.66E+16
4.465192713,2.985151339,1.42E+17
4.580979259,3.147645723,1.96E+17
4.131508987,2.816156538,0
4.244273609,2.976868604,7.65E+16
4.357038231,3.137580669,1.42E+17
4.023354505,2.968585868,0
4.133097204,3.127515614,7.65E+16
3.909156176,3.117450559,0
10.27593654,10.2765788,1.54E+17
10.45014297,10.32142222,1.10E+17
10.6243494,10.36626564,5.86E+16
10.32099682,10.45056847,1.10E+17
10.49598956,10.4961982,5.85E+16
10.6709823,10.54182793,1.779439675
10.3660571,10.62455815,5.85E+16
10.54183615,10.67097419,20.68497101
10.41111737,10.79854782,0
4.015513363,3.286848413,7.89E+16
4.121870551,3.456246267,1.46E+17
4.228227738,3.625644121,2.00E+17
3.789959262,3.261324787,0
3.893644302,3.428466312,7.85E+16
3.997329341,3.595607836,1.45E+17
3.665418052,3.400686356,0
3.766430943,3.565571551,7.81E+16
3.535532546,3.535535266,0
9.893789837,10.64499849,1.54E+17
10.06623235,10.6961816,1.10E+17
10.23867486,10.74736471,5.86E+16
9.93245561,10.82052509,1.10E+17
10.10564031,10.87253653,5.85E+16
10.27882501,10.92454797,1.778974606
9.971121383,10.99605168,5.85E+16
10.14504827,11.04889145,20.68502634
10.00978716,11.17157827,0
3.614851864,3.718597117,7.75E+16
3.694171183,3.901658968,1.44E+17
3.773490502,4.084720819,1.98E+17
3.400683533,3.665420671,0
3.477746526,3.845810371,7.72E+16
3.554809519,4.026200071,1.43E+17
3.261321869,3.789961774,0
3.336128535,3.967679323,7.69E+16
3.117447551,3.909158575,0
9.49837529,10.99929145,1.54E+17
9.668845912,11.05672039,1.10E+17
9.839316534,11.11414933,5.85E+16
9.530616882,11.17609535,1.10E+17
9.701783562,11.23439247,5.85E+16
9.872950242,11.29268958,1.778412055
9.562858473,11.35289925,5.85E+16
9.734721211,11.41206454,20.68389911
9.595100065,11.52970315,0
3.181623855,4.10031655,7.89E+16
3.245800158,4.291474525,1.46E+17
3.309976462,4.4826325,2.00E+17
2.96858277,4.023356791,0
3.030976757,4.21149284,7.83E+16
3.093370745,4.39962889,1.44E+17
2.816153357,4.131511156,0
2.876765028,4.316625279,7.78E+16
2.660159311,4.233621669,0
9.090187251,11.33902132,1.54E+17
9.258491522,11.40258193,1.10E+17
9.426795794,11.46614254,5.85E+16
9.115995,11.51682876,1.10E+17
9.284947275,11.58129512,5.85E+16
9.45389955,11.64576148,1.777648462
9.141802749,11.69463619,5.85E+16
9.311403027,11.7600083,20.68069572
9.167610498,11.87244363,0
2.697794698,4.428802543,7.64E+16
2.735430084,4.623983416,1.41E+17
2.773065471,4.819164289,1.94E+17
2.499096229,4.330626649,0
2.535472884,4.522508893,7.56E+16
2.571849539,4.714391137,1.40E+17
2.335515683,4.42103437,0
2.370633606,4.609617984,7.49E+16
2.169417674,4.504844832,0
8.669797591,11.66372039,1.54E+17
8.835735227,11.7332948,1.10E+17
9.001672863,11.80286922,5.85E+16
8.6891615,11.84226096,1.10E+17
8.855697256,11.91277636,5.85E+16
9.022233013,11.98329175,1.776557924
8.708525409,12.02080154,5.85E+16
8.875659286,12.09225791,20.67434197
8.727889319,12.19934211,0
2.20071532,4.702678374,7.71E+16
2.232012966,4.900511916,1.41E+17
2.263310613,5.098345458,1.93E+17
1.998132906,4.583361037,0
2.02873571,4.777698504,7.55E+16
2.059338515,4.972035971,1.38E+17
1.825458455,4.654885092,0
1.855366416,4.845726485,7.40E+16
1.651394318,4.719416998,0
8.237827347,11.97288306,1.54E+17
8.401181338,12.04836941,1.10E+17
8.564535328,12.12385576,5.85E+16
8.25072573,12.15190972,1.10E+17
8.414626228,12.22836986,5.85E+16
8.578526727,12.30483,1.775230455
8.263624113,12.33093638,5.85E+16
8.428071119,12.40837031,20.66511355
8.276522496,12.50996304,0
1.633082918,4.911718632,6.68E+16
1.614771517,5.104020265,1.23E+17
1.596460116,5.296321898,1.67E+17
1.471998626,4.778375892,0
1.453586701,4.967068528,6.47E+16
1.435174776,5.155761163,1.18E+17
1.292401886,4.83011679,0
1.273889436,5.015200427,6.25E+16
1.112604096,4.874639692,0
0.976919129,5.326645604,1.16E+17
0.837886811,5.207284094,7.74E+16
0.698854493,5.087922583,3.89E+16
0.559822175,4.968561073,0
1.022147452,5.175976967,8.52E+16
0.882601297,5.060248541,4.28E+16
0.743055143,4.944520115,0.747036305
1.067375774,5.025308329,4.67E+16
0.927315783,4.913212988,15.60830837
7.794902081,12.26601684,1.54E+17
7.955442219,12.34733224,1.10E+17
8.115982358,12.42864764,5.84E+16
7.801305251,12.44530869,1.10E+17
7.962338652,12.5276282,5.85E+16
8.123372053,12.60994771,1.77389555
7.807708421,12.62460053,5.85E+16
7.969235084,12.70792415,20.654194
7.814111591,12.80389238,0
0.528488039,5.113022257,3.35E+16
0.497153902,5.257483442,5.87E+16
0.465819765,5.401944626,7.55E+16
0.370939921,4.98617061,0
0.340743216,5.127066847,2.45E+16
0.31054651,5.267963084,4.06E+16
0.184332529,4.996650252,0
0.155273255,5.133981542,1.54E+16
3.06E-16,5,0
7.341600396,12.54266903,1.54E+17
7.499104127,12.62974348,1.10E+17
7.656607859,12.71681793,5.84E+16
7.34149157,12.72202524,1.10E+17
7.499433784,12.81013155,5.84E+16
7.657375999,12.89823786,1.772976028
7.341382743,12.90138144,5.84E+16
7.499763441,12.99051962,20.64372565
7.341273917,13.08073764,0
6.878472796,12.80244057,1.54E+17
7.032739836,12.89520626,1.10E+17
7.187006877,12.98797195,5.84E+16
6.871862406,12.98166996,1.10E+17
7.026511717,13.07549264,5.84E+16
7.181161027,13.16931532,1.7728964
6.865252016,13.16089935,5.84E+16
7.020283597,13.25577902,20.63529775
6.858641627,13.34012875,0
6.406123582,13.04499409,1.54E+17
6.55696293,13.14337231,1.10E+17
6.707802278,13.24175053,5.84E+16
6.393035081,13.22390273,1.10E+17
6.544199162,13.32336036,5.84E+16
6.695363242,13.422818,1.77373149
6.37994658,13.40281137,5.84E+16
6.531435393,13.50334842,20.62740241
6.366858079,13.58172,0
5.925269021,13.27005927,1.54E+17
6.072465373,13.37394618,1.10E+17
6.219661726,13.47783309,5.83E+16
5.905705661,13.44843594,1.10E+17
6.05316799,13.55342195,5.83E+16
6.20063032,13.65840796,1.775005539
5.886142301,13.62681262,5.83E+16
6.033870607,13.73289772,20.61388324
5.866578941,13.8051893,0
5.436647972,13.47746379,1.53E+17
5.579958295,13.58670563,1.09E+17
5.723268618,13.69594746,5.83E+16
5.410589051,13.6550554,1.09E+17
5.554105485,13.76541321,5.83E+16
5.697621919,13.87577101,1.775765285
5.38453013,13.83264701,5.82E+16
5.528252676,13.94412078,20.58400767
5.35847121,14.01023862,0
4.940772238,13.66709921,1.53E+17
5.080005229,13.78147901,1.09E+17
5.219238219,13.89585882,5.81E+16
4.908252868,13.84359742,1.09E+17
5.047631103,13.9591072,5.81E+16
5.187009339,14.07461697,1.77553992
4.875733497,14.02009564,5.81E+16
5.015256978,14.13673538,20.52675292
4.843214127,14.19659385,0
4.437983391,13.83888632,1.52E+17
4.573060303,13.95812216,1.09E+17
4.708137215,14.07735801,5.79E+16
4.399154099,14.01392631,1.09E+17
4.534314504,14.13430321,5.78E+16
4.669474909,14.25468011,1.774318628
4.360324807,14.1889663,5.78E+16
4.495568705,14.31048426,20.42824876
4.321495516,14.36400628,0
3.928759178,13.9927883,1.51E+17
4.059671291,14.11652763,1.08E+17
4.190583403,14.24026696,5.75E+16
3.883844603,14.16594274,1.08E+17
4.014777684,14.29083123,5.74E+16
4.145710765,14.41571973,1.771648016
3.838930029,14.33909717,5.73E+16
3.969884078,14.46513484,20.26332342
3.794015454,14.51225161,0
3.413767131,14.12852975,1.49E+17
3.540516572,14.25643704,1.06E+17
3.667266013,14.38434432,5.69E+16
3.363001605,14.29939789,1.06E+17
3.489708835,14.42845949,5.67E+16
3.616416065,14.55752108,1.768578697
3.31223608,14.47026603,5.64E+16
3.438901099,14.60048193,20.00257571
3.261470554,14.64113417,0
2.893911896,14.24553389,1.46E+17
3.016431448,14.37740065,1.05E+17
3.138951001,14.50926741,5.59E+16
2.837463354,14.41385015,1.04E+17
2.959876974,14.54687333,5.56E+16
3.082290594,14.67989652,1.768927085
2.781014813,14.5821664,5.52E+16
2.9033225,14.71634601,19.60751369
2.724566272,14.75048266,0
2.370382325,14.34361526,1.41E+17
2.488443641,14.47923772,1.01E+17
2.606504956,14.61486019,5.45E+16
2.30826194,14.50912683,1.00E+17
2.426153177,14.64590475,5.39E+16
2.544044415,14.78268267,1.774820464
2.246141554,14.67463841,5.32E+16
2.363862713,14.81257178,18.98433641
2.184021168,14.84014998,0
1.844255504,14.42435767,1.32E+17
1.957510726,14.56295511,9.61E+16
2.070765947,14.70155255,5.20E+16
1.776357781,14.58624354,9.39E+16
1.889378482,14.72599231,5.09E+16
2.002399182,14.86574109,1.779775973
1.708460057,14.7481294,4.98E+16
1.821246238,14.88902952,17.89814052
1.640562334,14.91001527,0
1.317483837,14.49462531,1.16E+17
1.425176669,14.63308863,8.59E+16
1.532869502,14.77155195,4.71E+16
1.243296075,14.64974518,8.21E+16
1.350689773,14.78935256,4.52E+16
1.458083471,14.92895994,1.741476514
1.169108314,14.80486506,4.33E+16
1.276202877,14.9456165,15.78055915
1.094920552,14.95998493,0
0.804647344,14.56678694,8.79E+16
0.90140508,14.69785294,6.70E+16
0.998162816,14.82891893,3.77E+16
0.719040009,14.7078556,6.01E+16
0.815433946,14.8400552,3.43E+16
0.911827883,14.9722548,1.527871404
0.633432674,14.84892425,3.08E+16
0.729462812,14.98225746,11.67101444
0.547825339,14.98999291,0
0.364923708,14.62804833,4.93E+16
0.425890918,14.74869652,4.03E+16
0.486858129,14.86934472,2.39E+16
0.243282472,14.75203222,2.65E+16
0.30382128,14.8738004,1.70E+16
0.364360088,14.99556858,0.709397669
0.121641236,14.87601611,1.01E+16
0.181751641,14.99890428,4.596621126
9.18E-16,15,0
14.55456137,0.233707752,4.01E+16
14.49950291,0.116853876,2.35E+16
14.44444444,0,0
14.68468809,0.116853876,1.68E+16
14.62962963,0,0.628572025
14.81481481,0,4.539729898
14.56425146,0.508898794,6.92E+16
14.69104243,0.574654827,5.73E+16
14.51888309,0.66723596,8.72E+16
14.45112775,0.361248941,6.41E+16
14.29263567,0.371936254,7.66E+16
14.13414359,0.382623566,8.72E+16
14.39606929,0.244395065,5.05E+16
14.23757721,0.255082378,5.90E+16
14.34101083,0.127541189,3.00E+16
14.40575938,0.519586107,8.66E+16
14.36039101,0.677923272,1.08E+17
14.2472673,0.530273419,1.02E+17
14.05239203,0.255082378,6.56E+16
13.97064046,0.127541189,3.65E+16
13.88888889,0,0
14.15582564,0.127541189,3.32E+16
14.07407407,0,1.312507973
14.25925926,0,11.21583097
14.48446851,1.187377351,1.16E+17
14.47899162,1.006475238,1.11E+17
14.64114814,1.096260571,8.29E+16
14.1042556,1.189531744,1.76E+17
14.22734197,1.068212205,1.53E+17
14.35042835,0.946892665,1.29E+17
14.23281887,1.249114317,1.61E+17
14.35590524,1.127794778,1.37E+17
14.36138214,1.308696891,1.42E+17
14.04865826,0.528126863,1.16E+17
14.16178197,0.675776716,1.28E+17
14.27490567,0.823426569,1.30E+17
13.96317292,0.673630161,1.43E+17
14.07629663,0.821280013,1.51E+17
13.87768759,0.819133458,1.68E+17
14.02873293,1.066065649,1.77E+17
13.95321026,0.942599553,1.74E+17
14.1518193,0.944746109,1.54E+17
13.60300797,0.424595972,1.17E+17
13.51311643,0.283063981,8.56E+16
13.42322488,0.141531991,4.66E+16
13.33333333,0,0
13.69830161,0.283063981,8.19E+16
13.60841007,0.141531991,4.48E+16
13.51851852,0,1.611944521
13.79359525,0.141531991,4.29E+16
13.7037037,0,15.5742005
13.87534682,0.269073179,7.43E+16
13.95709839,0.396614368,9.82E+16
13.78005318,0.41060517,1.08E+17
13.78612771,0.687620962,1.56E+17
13.69456784,0.556108467,1.39E+17
13.87161305,0.542117665,1.28E+17
14.08803292,1.323211719,1.85E+17
14.21659619,1.382794292,1.69E+17
14.34515946,1.442376865,1.48E+17
14.07181025,1.456891693,1.93E+17
14.20037352,1.516474266,1.75E+17
14.05558757,1.590571668,1.99E+17
14.47206887,1.535020838,1.23E+17
14.61209196,1.625783531,8.96E+16
14.45419233,1.701762213,1.27E+17
14.18249698,1.683215641,1.81E+17
14.32728292,1.60911824,1.53E+17
14.30940638,1.775859614,1.57E+17
13.05598373,0.451790646,1.36E+17
12.96324841,0.301193764,9.86E+16
12.87051309,0.150596882,5.32E+16
12.77777778,0,0
13.1484336,0.301193764,9.64E+16
13.05569828,0.150596882,5.21E+16
12.96296296,0,1.778709055
13.24088347,0.150596882,5.10E+16
13.14814815,0,18.30828445
13.33077501,0.292128872,9.14E+16
13.42066656,0.433660863,1.24E+17
13.23832514,0.442725754,1.30E+17
13.91190595,1.508414781,2.16E+17
13.76822433,1.426257894,2.28E+17
13.62454271,1.344101007,2.37E+17
13.92812863,1.374734806,2.08E+17
13.78444701,1.292577919,2.19E+17
13.9443513,1.241054832,1.99E+17
13.86882863,1.117588736,1.98E+17
13.70892434,1.169111824,2.16E+17
13.79330596,0.994122641,1.93E+17
13.71256411,1.777055904,2.49E+17
13.68322365,1.632737605,2.47E+17
13.65388318,1.488419306,2.43E+17
13.82690527,1.714894492,2.34E+17
13.7975648,1.570576193,2.32E+17
13.94124642,1.65273308,2.17E+17
13.3280108,0.894028206,2.10E+17
13.23733511,0.746615686,1.91E+17
13.14665942,0.599203166,1.66E+17
13.41967652,0.737550795,1.83E+17
13.32900083,0.590138275,1.59E+17
13.51134225,0.581073383,1.51E+17
13.60290212,0.712585879,1.70E+17
13.69446199,0.844098374,1.83E+17
13.51123639,0.86906329,1.98E+17
13.42685477,1.044052473,2.24E+17
13.61008037,1.019087557,2.09E+17
13.52569874,1.19407674,2.33E+17
13.60323781,1.761298221,2.61E+17
13.49391151,1.745540539,2.71E+17
13.38458521,1.729782857,2.80E+17
13.57389734,1.616979923,2.57E+17
13.46457104,1.601222241,2.66E+17
13.54455688,1.472661624,2.52E+17
14.03217967,1.745082635,2.06E+17
14.15908908,1.837726608,1.86E+17
14.28599848,1.930370581,1.62E+17
14.00877177,1.899593602,2.12E+17
14.13568118,1.992237575,1.91E+17
13.98536387,2.054104569,2.17E+17
13.80349737,1.869405459,2.41E+17
13.91783852,1.807244047,2.24E+17
13.89443062,1.961755014,2.30E+17
14.41001557,2.03789988,1.33E+17
14.54462721,2.143070791,9.60E+16
14.38371536,2.207296173,1.36E+17
14.10938097,2.161633868,1.95E+17
14.25969827,2.099766874,1.66E+17
14.23339806,2.269163167,1.68E+17
13.64237034,1.904061877,2.61E+17
13.73330359,1.996411433,2.52E+17
13.82423685,2.088760988,2.41E+17
13.57217657,2.031067851,2.72E+17
13.66310982,2.123417406,2.63E+17
13.5019828,2.158073825,2.82E+17
13.53304404,1.888304195,2.72E+17
13.46285027,2.015310169,2.83E+17
13.42371774,1.872546513,2.82E+17
12.49474677,0.449105962,1.43E+17
12.40390525,0.299403975,1.03E+17
12.31306374,0.149701987,5.51E+16
12.22222222,0,0
12.58909044,0.299403975,1.02E+17
12.49824892,0.149701987,5.45E+16
12.40740741,0,1.730327947
12.68343411,0.149701987,5.39E+16
12.59259259,0,19.15920893
12.77616942,0.300298869,1.00E+17
12.86890474,0.450895751,1.39E+17
12.68182575,0.450000857,1.41E+17
12.76873921,0.905252175,2.31E+17
12.67740839,0.753203438,2.07E+17
12.58607758,0.6011547,1.78E+17
12.86448738,0.754098332,2.03E+17
12.77315657,0.602049594,1.75E+17
12.96023555,0.602944489,1.72E+17
13.05091125,0.750357009,1.98E+17
13.14158694,0.897769529,2.18E+17
12.95516307,0.901510852,2.25E+17
12.85852734,1.076600111,2.53E+17
13.0449512,1.072858788,2.46E+17
13.23137506,1.069117465,2.37E+17
12.94831546,1.247948046,2.70E+17
13.13473933,1.244206723,2.61E+17
13.03810359,1.419295981,2.82E+17
13.42906301,1.369165999,2.54E+17
13.2335833,1.39423099,2.69E+17
13.33021903,1.219141732,2.48E+17
13.26909134,1.626287232,2.83E+17
13.15359746,1.522791607,2.84E+17
13.34907717,1.497726615,2.69E+17
13.27163441,1.803317762,2.92E+17
13.15868361,1.876852666,3.04E+17
13.04573282,1.95038757,3.14E+17
13.15614054,1.699822136,2.95E+17
13.04318974,1.773357041,3.06E+17
13.04064667,1.596326511,2.95E+17
13.31076694,1.946081418,2.94E+17
13.34989947,2.088845073,2.95E+17
13.19781614,2.019616322,3.06E+17
13.94970685,2.214647173,2.22E+17
14.07372394,2.322176472,2.00E+17
14.19774103,2.42970577,1.73E+17
13.91404982,2.375189777,2.27E+17
14.03806691,2.482719076,2.04E+17
13.87839279,2.535732381,2.32E+17
13.78857982,2.249303592,2.47E+17
13.75292279,2.409846195,2.52E+17
13.62745279,2.28396001,2.69E+17
14.45389431,2.664830133,1.01E+17
14.28832656,2.721062175,1.42E+17
14.32287086,2.54887732,1.40E+17
14.00352262,2.65490393,2.07E+17
14.16319674,2.601890625,1.76E+17
14.12865244,2.77407548,1.78E+17
13.72176208,2.585832933,2.56E+17
13.56513137,2.635933485,2.77E+17
13.40850066,2.686034037,2.96E+17
13.59629208,2.459946747,2.74E+17
13.43966137,2.5100473,2.92E+17
13.47082208,2.334060562,2.88E+17
13.04155724,2.396964356,3.28E+17
13.19503242,2.317334179,3.14E+17
13.34850761,2.237704002,2.99E+17
13.16387171,2.493320916,3.20E+17
13.3173469,2.413690739,3.04E+17
13.28618619,2.589677477,3.09E+17
13.04434096,2.099246499,3.20E+17
13.19642428,2.16847525,3.11E+17
13.0429491,2.248105428,3.25E+17
11.94131967,0.447178903,1.47E+17
11.84976867,0.298119268,1.05E+17
11.75821767,0.149059634,5.61E+16
11.66666667,0,0
12.03495386,0.298119268,1.04E+17
11.94340285,0.149059634,5.57E+16
11.85185185,0,1.706592457
12.12858804,0.149059634,5.54E+16
12.03703704,0,19.6309873
12.21942955,0.298761622,1.04E+17
12.31027107,0.448463609,1.45E+17
12.12579537,0.447821256,1.46E+17
12.20243799,0.890414051,2.40E+17
12.11539855,0.742669001,2.14E+17
12.02835911,0.594923952,1.83E+17
12.29987425,0.743311355,2.12E+17
12.21283481,0.595566305,1.81E+17
12.39731051,0.596208659,1.80E+17
12.48864132,0.748257396,2.10E+17
12.57997213,0.900306134,2.35E+17
12.39120506,0.895360092,2.38E+17
12.45093494,1.349011544,2.98E+17
12.36810262,1.196145713,2.82E+17
12.2852703,1.043279882,2.63E+17
12.55686969,1.201091755,2.78E+17
12.47403738,1.048225924,2.60E+17
12.66280445,1.053171965,2.56E+17
12.75259258,1.2245199,2.75E+17
12.84238071,1.395867836,2.89E+17
12.64665782,1.37243969,2.94E+17
12.60940576,1.801805296,3.30E+17
12.55658216,1.650874045,3.21E+17
12.50375855,1.499942795,3.11E+17
12.75230504,1.674302191,3.15E+17
12.69948143,1.523370941,3.06E+17
12.89520432,1.546799086,2.99E+17
12.90029047,1.900860146,3.21E+17
12.75484812,1.851332721,3.26E+17
12.89774739,1.723829616,3.11E+17
12.73617341,2.178749753,3.42E+17
12.69391753,2.053101601,3.39E+17
12.65166165,1.927453448,3.35E+17
12.83935988,2.102629026,3.33E+17
12.797104,1.976980873,3.30E+17
12.94254635,2.026508298,3.24E+17
